type,project_id,project_name,id,label,amount,amount_ex_vat,vat_rate,percent,due_date,actual_date,milestone_id,created_at,contract_value,contract_signed_date,expenses,expected_profit,max_materials_expense,max_man_hr_expense,opex_value,opex_expense_percent,warranty_years,system_lifetime_years,milestone_kind,milestone_note,month,status,opening_cash,opening_cash_as_of,min_working_capital,prob_cold_lead,prob_hot_lead,prob_under_development,prob_commissioned,fixed_monthly,category,subcategory,warehouse_lot_id,warehouse_item_id,qty,is_maintenance,is_opex,budget_amount,source_sklad,wh_site,wh_slot,event_id,intentional,actor_user_id,actor_name,action,field,old_value,new_value,summary,occurred_at,entity_type,entity_id
company_opex,,,,,220000,,,,,,,,,,,,,,,,,,,,2029-10,projected,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,
project,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,1ef4b539-4cce-4c61-b073-d82df8ed32c1,cyl LXF 1L L6X 200bar 17E/mill finish all over + EAC stamping [TV.874],292,292,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,1f356ab3-7a6e-448d-b178-c75cefc5d416,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,08b3ce6d-6010-478d-b4e1-af3bdfbd4127,"Valve GCE H2 DIN01 17E-W21,8x1/14"" LH 200bar / H2 DIN01 25E-W21,8x1/14"" LH 200bar [TV.6336]",92,92,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,2d25f7e0-e0e3-4f93-8a8d-8f450c3dc953,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,fbffb8ea-d600-4a51-8438-575d4edb52fd,cyl LXF 3L L6X 200bar 25E/mill finish all over [TV.5130],419.32,419.32,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,f71c8aad-8f83-4723-9f6e-c15ca0224c71,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,bf325155-23ea-4ab0-87e3-0153fb0e4544,"Valve GCE H2 DIN01 25E-W21,8x1/14"" LH 200bar / H2 DIN01 25E-W21,8x1/14"" LH 200bar [TV.2872]",78.4,78.4,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,5f787a8c-a688-4dfb-b730-86c7fc58e128,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,afb6cb97-4f91-4599-b10c-f7fd58b521e2,Plastic Cage W80 [TV.3814],30,30,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,a2c169b8-1389-48d8-b614-7a5640a21438,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,fea58506-7833-4bde-a584-9b8fb0a7353d,Packing in box /over160mm dia/ [TV.4857],30,30,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,e7755f92-92c3-4c12-8ca0-42fc974d7fde,,,,,,,,,,,,,,,,,,,,
expense,9c7b4861-6f89-41a6-9812-498dc6641eb7,EDIBON - MH Study Lab,3d5b73fc-e869-42d3-9cbe-bdd69ae73fba,Transport cost (OC EGZ26-01867-1) [TV.5278],75,75,0.2,,2026-08-18,2026-08-18,,2026-08-25T12:38:08.352Z,,,,,,,,,,,,,,,,,,,,,,,materials,,cca14ed6-1d32-4053-928e-ddec1ff1e426,,,,,,,,,,,,,,,,,,,,
project,1652c35c-ec28-4d2d-a24b-481767ffa4f6,H2Go Portable Recharging Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,5ce014c6-ac45-463f-9bb5-ad585f5c31ef,Kozloduy Nuclear Power Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,727137a6-df5f-4052-beed-f773c926d116,Drees&Sommer Tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,cdbdf854-4a8c-4396-a379-d01553ea19ee,H2Go Portable Recharging Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,764b4dfb-2829-4bb9-a87a-c986baaf5293,20MW Project with N1 and Stargate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,,,,,,,,,,,1250000,,,,800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,382735ff-3600-4886-aa43-d2b1e9dcec9d,,750000,,,60,2026-09-15,,a9e4cb35-9de3-469b-b33e-67a2b7853395,2026-08-24T12:41:02.638Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,d907cf92-00ea-4e36-aceb-79e371554acc,,125000,,,10,2026-10-30,,2058a3ac-426a-4a85-b32c-36046e90e195,2026-08-24T12:43:00.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,cb8f7f16-72eb-4fbc-9de2-d47714d0e7b2,,125000,,,10,2026-11-14,,d3b2d43a-b9fe-485f-b2c2-6078c3775560,2026-08-24T12:43:07.954Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,aa93e760-fa03-4eca-be28-cd72a7b0e37c,,125000,,,10,2027-04-14,,3c1c5346-0122-4095-b269-0c23a2b24b67,2026-08-24T12:43:12.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,ca54fd18-7837-4407-a53a-4023fd5ecf8c,,62500,,,5,2027-05-03,,afdd74e4-0949-4b8c-a5a6-091e15bd95cc,2026-08-24T12:43:54.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,2f8e7a3b-e5fb-4c29-8894-fd9c08cb6649,,62500,,,5,2027-06-13,,8e898c71-25de-4591-a51c-6c94cdbc869f,2026-08-24T12:43:59.859Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,7f775cc9-bb96-44e0-9395-79eadb28397b,Manufacture materials,480000,400000,0.2,60,2026-09-15,,a9e4cb35-9de3-469b-b33e-67a2b7853395,2026-08-24T13:26:20.473Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,9bdaf3f7-fe3a-43c8-80d8-c27d3ddf1733,Manufacture materials,80000,66666.67,0.2,10,2026-10-30,,2058a3ac-426a-4a85-b32c-36046e90e195,2026-08-24T13:26:20.473Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,3c7f7da4-82ab-4f9d-bc94-711ed485c735,Manufacture materials,80000,66666.67,0.2,10,2026-11-14,,d3b2d43a-b9fe-485f-b2c2-6078c3775560,2026-08-24T13:26:20.473Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,4edad7c2-3730-480d-a718-8629ed75afab,Manufacture materials,80000,66666.67,0.2,10,2027-04-14,,3c1c5346-0122-4095-b269-0c23a2b24b67,2026-08-24T13:26:20.473Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,268604ba-36c5-42f5-ae20-a7704bb298bb,Manufacture materials,40000,33333.33,0.2,5,2027-05-03,,afdd74e4-0949-4b8c-a5a6-091e15bd95cc,2026-08-24T13:26:20.473Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,026abed1-da54-4f08-bd47-506a47758333,Algeria 1MW with Stargate,3cf401e5-d07b-43f7-8919-9445c051124c,Manufacture materials,40000,33333.33,0.2,5,2027-06-13,,8e898c71-25de-4591-a51c-6c94cdbc869f,2026-08-24T13:26:20.473Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
project,07cda257-fbf6-4e75-8854-4a821d67387c,IHMIE H2 Powered UAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,d38d2ca5-53ca-4423-87f0-08a785fa05e4,ETEM Gestamp CNG Burners Optimisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,,,,,,,,,,,700000,,,,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,40783b41-367c-44e7-8e21-8bfa0baed809,,420000,,,60,2027-03-01,,a7f656ac-40c3-4dc0-9ebf-071f70b43ff5,2026-08-24T13:00:49.435Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,06e921c5-f69e-4abf-b223-99215404ab7d,,70000,,,10,2027-04-10,,58065d40-bd51-4afd-919e-f98258a6dab2,2026-08-24T13:01:10.176Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,af396fd1-e9a4-472e-b30b-875fec832aa9,,70000,,,10,2027-04-30,,e72b6bc6-ea90-4f56-92a2-c8735340bd68,2026-08-24T13:01:18.291Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,3b48f2c8-8cac-4e0d-8c15-2e83d314c9c9,,70000,,,10,2027-08-30,,1efb11cb-9716-4db5-b27a-35681f1640b4,2026-08-24T13:01:26.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,ad5853e5-4777-40ce-81f3-e363b309071b,,35000,,,5,2027-09-18,,c87ac13a-d494-420c-8c7f-952642d29b8c,2026-08-24T13:01:43.548Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,85ed1576-ccb8-4594-a657-d7122adde169,,35000,,,5,2027-10-29,,f7c383fe-b41e-431d-9cfc-f124b98fa115,2026-08-24T13:01:48.191Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,e1d19d1a-6f9f-465e-9ece-9ccd000c2b7f,Manufacture materials,228000,190000,0.2,60,2027-03-01,,a7f656ac-40c3-4dc0-9ebf-071f70b43ff5,2026-08-24T13:29:31.124Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,4118a8ba-9874-40f4-b56d-1b03fa984784,Manufacture materials,38000,31666.67,0.2,10,2027-04-10,,58065d40-bd51-4afd-919e-f98258a6dab2,2026-08-24T13:29:31.124Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,f0849536-0342-4866-9e88-8813fe53d1fb,Manufacture materials,38000,31666.67,0.2,10,2027-04-30,,e72b6bc6-ea90-4f56-92a2-c8735340bd68,2026-08-24T13:29:31.124Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,8e5bf016-2ec4-489b-a6cf-f23c3073e708,Manufacture materials,38000,31666.67,0.2,10,2027-08-30,,1efb11cb-9716-4db5-b27a-35681f1640b4,2026-08-24T13:29:31.124Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,1a621075-9910-47cc-9e7f-ede045db3f96,Manufacture materials,19000,15833.33,0.2,5,2027-09-18,,c87ac13a-d494-420c-8c7f-952642d29b8c,2026-08-24T13:29:31.124Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ab827b1d-b692-42ce-9b0e-265e34358715,ICODOS w/ Stargate,5d104098-c130-4f48-ac7b-a5852c4884ba,Manufacture materials,19000,15833.33,0.2,5,2027-10-29,,f7c383fe-b41e-431d-9cfc-f124b98fa115,2026-08-24T13:29:31.124Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
project,1d8bc7da-e246-43a2-b451-8399548bb049,ENSA,,,,,,,,,,,308450.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,1d8bc7da-e246-43a2-b451-8399548bb049,ENSA,e1f1603a-655c-44e7-8902-ddac82a5ddd3,Prepayment,215915.65,,,70,2026-09-15,,,2026-08-11T10:46:23.680Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,1d8bc7da-e246-43a2-b451-8399548bb049,ENSA,707d5446-519b-44e4-92fd-063e62d64dd6,Material purchase,100000,83333.33,0.2,,2026-10-01,,,2026-08-11T13:35:15.708Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,1d8bc7da-e246-43a2-b451-8399548bb049,ENSA,bd76c1e0-464e-4dae-9ffd-087ec5245aba,Comission,80000,66666.67,0.2,,2026-10-01,,,2026-08-13T07:57:09.162Z,,,,,,,,,,,,,,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,
project,721b9904-5a51-4584-872b-2606f5bb9c7a,Afrisam Plant - South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,2a26c93a-d972-445e-b673-e0cf8b3b7c1f,LE Electrolyzer H2 Wind Saar GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,449ed1ad-f491-47e9-b448-3a99003244c8,Power Box for Film Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,e74987ce-e334-4f35-ae8c-f05d28c9760e,HYPERGRID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,15f20fea-518c-468f-a52f-592a8348c6f1,Maple Leaf Coal-fired Steam Power Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,9a47e289-8702-4908-8f16-fe0ead38d16a,Calcit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,4ec92b16-dcaf-4348-9e47-69d06802758f,Royal Cement Line 2 in Egypt,,,,,,,,,,,3250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,5be79015-4859-473a-be38-10cabff0b0af,Italy 10kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,5be79015-4859-473a-be38-10cabff0b0af,Italy 10kW,8764ceb8-c1d0-4147-8e8d-519f84027972,Manufacture materials (warehouse),3518.94,2932.56,0.2,,2026-08-08,2026-08-08,,2026-08-08T08:03:55.021Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,4077.95,,,,,,,,,,,,,,,
project,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,9cdc40c6-77b8-4bf4-8610-83e21cfd85e7,BA Glass Sofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,28bd60c4-becc-4311-a9db-62917590546d,Royal Cement Line 1 in Egypt,,,,,,,,,,,3250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,,,,,,,,,,,1000000,,,,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,1d574f83-2744-4b39-9b70-7bb301da0aef,Prepayment,600000,,,60,2026-09-01,,c8976971-9ef2-4729-b433-61037833ad99,2026-08-24T13:26:49.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,61c07641-1a5d-439f-abcc-bb1ebff4512b,Design approval,100000,,,10,2026-10-01,,2ff98b0a-e8f6-40be-88f2-4e55fc2b4d11,2026-08-24T13:26:49.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,da87937c-199f-4ea7-943e-e1e73696e6d6,Engineering done,100000,,,10,2026-10-01,,5b0f2026-0473-4010-bb57-d077d1ea27ff,2026-08-24T13:26:49.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,0ebf6e09-2ac2-4c41-8490-a4503349a251,FAT,100000,,,10,2027-03-01,,4f384ce9-4fb2-46eb-98c0-18e166332291,2026-08-24T13:26:49.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,9a672002-d54d-4eaf-9740-f538c48d3d27,Site prep and delivery,50000,,,5,2027-03-01,,,2026-08-24T13:26:49.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,ac489556-b86a-41b3-9156-3d4b5d041470,Final certificate,50000,,,5,2027-05-01,,0637c335-54e9-4be8-825f-a6d3820e0172,2026-08-24T13:26:49.593Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,764337ab-de52-4d7b-8789-b13565db946a,Manufacture materials · Prepayment,156000,130000,0.2,60,2026-09-01,,c8976971-9ef2-4729-b433-61037833ad99,2026-08-24T13:28:07.344Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,47ce8011-3901-4073-8684-1cc1decd15a8,Manufacture materials · Design approval,26000,21666.67,0.2,10,2026-10-01,,2ff98b0a-e8f6-40be-88f2-4e55fc2b4d11,2026-08-24T13:28:07.344Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
