type,project_id,project_name,id,label,amount,amount_ex_vat,vat_rate,percent,due_date,actual_date,milestone_id,created_at,contract_value,contract_signed_date,expenses,expected_profit,max_materials_expense,max_man_hr_expense,milestone_kind,milestone_note,month,status,opening_cash,opening_cash_as_of,min_working_capital,prob_cold_lead,prob_hot_lead,prob_under_development,prob_commissioned,fixed_monthly,category,subcategory,warehouse_lot_id,warehouse_item_id,qty,is_maintenance,budget_amount,source_sklad,wh_site,wh_slot,event_id,intentional,actor_user_id,actor_name,action,field,old_value,new_value,summary,occurred_at,entity_type,entity_id
expense,5be79015-4859-473a-be38-10cabff0b0af,Italy 10kW,8764ceb8-c1d0-4147-8e8d-519f84027972,Manufacture materials (warehouse),4077.95,3398.38,0.2,,2026-08-08,2026-08-08,,2026-08-08T08:03:55.021Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,2e85b111-5f9c-4d3d-8f17-77520b1132ac,Warsaw 20kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,341b58e0-d52d-438b-bddf-8b0ca2053fe7,Workshop 30kW (Цех),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,9cdc40c6-77b8-4bf4-8610-83e21cfd85e7,BA Glass Sofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,28bd60c4-becc-4311-a9db-62917590546d,Royal Cement Line 1 in Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,b2fd32ac-9d24-4ac4-8092-a5a106618c96,Ceramika PARADYŻ from Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
project,ffa5c116-6ce2-4653-9508-1da0bb910a53,Titan Zlatna Panega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,ffa5c116-6ce2-4653-9508-1da0bb910a53,Titan Zlatna Panega,c5c5376a-37c5-4d91-bbe2-9f1d8d8cfd28,Manufacture materials (warehouse),7472.67,6227.2,0.2,,2026-08-08,2026-08-08,,2026-08-08T08:03:55.021Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,00dfd447-c3fa-4085-b87d-c73a96520219,Brikel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,00dfd447-c3fa-4085-b87d-c73a96520219,Brikel,c7e70934-c398-4b1e-a6f4-e67553203629,Manufacture materials (warehouse),15290.59,12745.71,0.2,,2026-08-08,2026-08-08,,2026-08-08T08:03:55.021Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,,,,,,,,,,,583000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,40bcc400-c787-439f-b44e-94780173a38d,,174900,,,30,2026-02-02,2026-02-02,e30352de-fb84-4f14-9faa-96f945514280,2026-08-04T05:39:46.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,c2d90f8f-2ea1-4189-9841-11f68402c709,,174900,,,30,2027-10-01,,b37f49c3-343a-4d73-bfde-c469f21e7462,2026-08-04T05:40:11.363Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,55229b88-f6e8-41dc-befd-207de2979672,,174900,,,30,2027-10-22,,6c043b2a-7558-4262-93da-7cedc77f972d,2026-08-04T05:41:05.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,26e0931e-d33b-4520-b7dc-1ca5178a5aa2,,58300,,,10,2027-11-30,,0ff4e688-ffc7-46b0-b7ba-02065613c085,2026-08-04T05:41:18.599Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,fb169941-66bd-464b-9dc2-2463f5bcbb11,Stargate Stack Paymetn 1/2,52000,43333.33,0.2,,2026-09-01,,,2026-08-04T05:43:16.281Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,ee994a13-e24f-453e-bf8f-8c43f0c1b6db,FBK,7201c602-0e4a-4a54-96b7-f99ab1312457,Â· Stargate Stack Paymetn 2/2,52000,43333.33,0.2,,2026-12-01,,,2026-08-04T05:43:37.331Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,,,,,,,,,,,8000000,,6400000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,63817e9e-4e22-4a31-8f35-0114b16b6dc3,Prepayment,4800000,,,60,2026-12-01,,b9e98095-fe04-4016-958a-47c550d620cb,2026-08-04T06:19:11.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,886ff57b-51e6-433f-b34a-c714e5c3f1ef,Engineering approval,800000,,,10,2027-02-01,,438dce7c-76d7-4aa0-b4f8-c7d04a22af19,2026-08-04T06:22:55.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,887ac5a9-3073-43ef-9688-66e22a2fd3b3,Engineering done,800000,,,10,2027-03-15,,a95b0e3a-d529-40b0-b7bb-cacd0ba348e8,2026-08-04T06:23:37.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,58c4a1c7-3086-46da-bc44-053f17153724,FAT 4MW 1/2,400000,,,5,2028-01-04,,03080915-6989-4232-a9b0-0c037f5a4241,2026-08-04T06:25:38.965Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,e041b483-cfeb-4880-b12f-4ef10cd9a88f,FAT 4MW 2/2,400000,,,5,2028-05-15,,efced869-796b-46fa-aab0-4cde491758a7,2026-08-04T06:26:32.477Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,8eaf4be8-78b7-4185-9713-1a7a443c1faf,SAT 4MW 1/2,200000,,,2.5,2028-07-04,,31d24a73-27d8-43a5-81f3-76e5877d8bc6,2026-08-04T06:27:26.747Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,0a64471c-0ad5-474c-8660-b37494840d4b,SAT 4MW 2/2,200000,,,2.5,2028-11-04,,6258aa14-55f7-4b90-98e8-36a3f5eef1e0,2026-08-04T06:27:55.198Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,420458ea-c227-49ec-895f-a2f3fdba7f9e,FAC,400000,,,5,2028-12-05,,a0ed2b1c-ef92-4c53-ae52-d700437dc7f2,2026-08-04T06:28:37.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,c0aeeb27-eb97-42cc-9296-58cd3f98e254,Costs Â· Prepayment,3840000,3200000,0.2,60,2027-01-01,,b9e98095-fe04-4016-958a-47c550d620cb,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,f5c94817-8686-48a4-80d7-0d9dc1c54e4f,Engineering approval,640000,533333.33,0.2,10,2027-02-01,,438dce7c-76d7-4aa0-b4f8-c7d04a22af19,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,fadd98ee-1943-4092-b3a6-4aab11f5886e,Engineering done,640000,533333.33,0.2,10,2027-03-15,,a95b0e3a-d529-40b0-b7bb-cacd0ba348e8,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,1ef5cf1c-cc9d-418b-8760-7ecd19cea2cc,FAT 4MW 1/2,320000,266666.67,0.2,5,2028-01-04,,03080915-6989-4232-a9b0-0c037f5a4241,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,4d855702-63c4-4ac1-8767-904a30b094c9,FAT 4MW 2/2,320000,266666.67,0.2,5,2028-05-15,,efced869-796b-46fa-aab0-4cde491758a7,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,ac241365-5509-44c6-a9ef-f55a0e8650d8,SAT 4MW 1/2,160000,133333.33,0.2,2.5,2028-07-04,,31d24a73-27d8-43a5-81f3-76e5877d8bc6,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,05e44880-b496-448a-be8d-b11da5692eed,SAT 4MW 2/2,160000,133333.33,0.2,2.5,2028-11-04,,6258aa14-55f7-4b90-98e8-36a3f5eef1e0,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,140dfb68-fb1b-482c-8ba4-34d6c389028a,Metlen,da3f50aa-d922-4ebb-9c61-3a0c5499efb7,FAC,320000,266666.67,0.2,5,2028-12-05,,a0ed2b1c-ef92-4c53-ae52-d700437dc7f2,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,,,,,,,,,,,750000,,380000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,c19e1e38-b205-4dd6-9e85-0d165fce8f9b,Prepayment,450000,,,60,2026-11-05,,184353bc-b2da-4d45-89e2-5f5acb92b3ec,2026-08-04T07:02:12.391Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,d178e4ae-21aa-46a1-bd30-baf09edb9579,Design done,75000,,,10,2027-01-01,,16a049fc-3365-4740-890c-312bed713690,2026-08-04T07:04:59.459Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,831a3573-6556-4c05-b1aa-5530cbbbbe04,Engineering done,75000,,,10,2027-02-01,,cc57191d-525d-4fbc-8afb-ea07775cc950,2026-08-04T07:05:21.010Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,ee3cbd14-2253-4414-92db-b995067b806a,FAT,75000,,,10,2027-05-03,,4c33b7f2-b0e1-4b94-ad1e-64ec7c162f5f,2026-08-04T07:05:39.927Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,3f508ea1-2e44-4eba-9a1a-9cbd9fbc837d,SAT,37500,,,5,2027-07-01,,0b5184d5-3750-44c5-b286-16cb5cd621f8,2026-08-04T07:06:07.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,5a47686d-7987-4cbd-809f-289c6a0d048d,FAC,37500,,,5,2027-08-02,,5086c146-63f3-4131-b898-fcb60ded447a,2026-08-04T07:06:36.530Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,5317aa2d-b1ae-4ac2-96bd-a38d74aaf9aa,Costs Â· Prepayment,228000,190000,0.2,60,2026-12-05,,184353bc-b2da-4d45-89e2-5f5acb92b3ec,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,a95e4270-868b-431c-ba02-069e41ce0a6f,Design done,38000,31666.67,0.2,10,2027-01-01,,16a049fc-3365-4740-890c-312bed713690,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,b54ea12b-b27c-4208-9344-5e45c6d120e5,Engineering done,38000,31666.67,0.2,10,2027-02-01,,cc57191d-525d-4fbc-8afb-ea07775cc950,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,7f08416b-9e05-4144-b58b-53ee5ef8cb34,FAT,38000,31666.67,0.2,10,2027-05-03,,4c33b7f2-b0e1-4b94-ad1e-64ec7c162f5f,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,3155206a-924e-465d-9091-d34c8733bc2f,SAT,19000,15833.33,0.2,5,2027-07-01,,0b5184d5-3750-44c5-b286-16cb5cd621f8,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,fb6aa2a2-46a3-48dd-bf78-d162a7a38219,VW Poznan,7ea7219f-2579-4c20-9e65-7345c30041bc,FAC,19000,15833.33,0.2,5,2027-08-02,,5086c146-63f3-4131-b898-fcb60ded447a,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,,,,,,,,,,,300000,,190000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,388aded7-4ee4-474e-967a-bcc213e38673,Prepayment,180000,,,60,2026-12-07,,2c0cd5ad-58c4-45dc-af29-b2e8bdf5eb7e,2026-08-04T07:16:24.168Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,5bb3b285-aca2-454c-99e7-b802f347a7d9,Design approval,30000,,,10,2027-03-01,,1141ffec-28ef-4687-a5f4-8de86b938cf7,2026-08-04T07:16:55.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,022eb4e2-3e3e-4a53-86b5-f387a846f0ac,Engineering done,30000,,,10,2027-05-03,,fa16988e-6a63-4d3c-be53-54567f5bebe8,2026-08-04T07:17:10.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,e37f46d5-f777-4e19-9f59-14ff9a68ed52,FAT,30000,,,10,2027-10-01,,783b486b-9a11-44c1-acc7-42d71d597370,2026-08-04T07:18:10.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,ee2ed293-e128-41c8-8b84-050f223c97f4,SAT,15000,,,5,2027-11-01,,a6cdefb2-8d75-4ad4-a0f2-3ec867936a22,2026-08-04T07:18:29.483Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,90d63ae5-aed5-40dc-8ccc-4165f746d366,FAC,15000,,,5,2027-12-01,,8ffe8b79-9e09-481f-8552-7e786a0c5bd3,2026-08-04T07:18:39.905Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,8c07a0f6-1491-47f7-9a97-4712d2ae3e32,Prepayment,114000,95000,0.2,60,2026-12-07,,2c0cd5ad-58c4-45dc-af29-b2e8bdf5eb7e,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,1ca56e0e-204c-4596-b64f-dbb9483cea8a,Costs Â· Design approval,19000,15833.33,0.2,10,2027-04-01,,1141ffec-28ef-4687-a5f4-8de86b938cf7,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,d3cc07c5-4430-401f-b5b8-c7961042b87e,Engineering done,19000,15833.33,0.2,10,2027-05-03,,fa16988e-6a63-4d3c-be53-54567f5bebe8,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,4c210583-b81b-477a-801a-c72e7f2918b2,FAT,19000,15833.33,0.2,10,2027-10-01,,783b486b-9a11-44c1-acc7-42d71d597370,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,300db751-b926-4e91-857f-cd55884987d7,SAT,9500,7916.67,0.2,5,2027-11-01,,a6cdefb2-8d75-4ad4-a0f2-3ec867936a22,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
expense,6371ba92-ec34-41d1-94ac-e3e9dd0cde4f,UBE Spain,79a091db-b476-46e5-80f5-4cb71847e590,FAC,9500,7916.67,0.2,5,2027-12-01,,8ffe8b79-9e09-481f-8552-7e786a0c5bd3,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,
project,63dc26f0-58e3-4160-9619-c9dcabe33e7e,5MW BoP/BoS Ushgorod with N1,,,,,,,,,,,7500000,,2000000,5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,63dc26f0-58e3-4160-9619-c9dcabe33e7e,5MW BoP/BoS Ushgorod with N1,be8ceeae-fa0c-4ec1-b984-78871f4adc6c,Prepayment,4500000,,,60,2026-11-02,,9a24c164-6294-42de-958c-06030bb546b0,2026-08-04T07:50:02.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,63dc26f0-58e3-4160-9619-c9dcabe33e7e,5MW BoP/BoS Ushgorod with N1,b930e09d-6200-431c-b0c1-1d65b78edd52,Design approval,750000,,,10,2027-03-01,,9de12942-b5ad-4c22-a872-43ca34a14900,2026-08-04T07:50:34.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,63dc26f0-58e3-4160-9619-c9dcabe33e7e,5MW BoP/BoS Ushgorod with N1,79141cf6-d285-4ca3-9d21-b4a3da79b769,Engineering Done,750000,,,10,2027-04-01,,ec288437-dbec-4e73-9c8c-0ff0e82739cf,2026-08-04T07:51:04.416Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,63dc26f0-58e3-4160-9619-c9dcabe33e7e,5MW BoP/BoS Ushgorod with N1,6514fae8-2d42-4618-adab-dfa96b740af0,FAT,750000,,,10,2028-03-01,,b33b89b8-cd58-4308-8270-5df4ce7093f9,2026-08-04T07:51:43.947Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,63dc26f0-58e3-4160-9619-c9dcabe33e7e,5MW BoP/BoS Ushgorod with N1,67f3cfe7-6fb5-48b0-9990-3d6945ce9ad1,SAT,375000,,,5,2028-04-03,,ae1d7fb7-9b1e-4749-9a1c-04b2521076a1,2026-08-04T07:51:59.207Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
