relation_id,table,csv_file,rows_exported,field_count,latest_format,formats_seen,row_errors
190,KUPUWA,tables/KUPUWA.csv,463,51,1,1:463,0
191,KUPUWA_ITEMS,tables/KUPUWA_ITEMS.csv,1407,63,5,2:49;5:1358,0
192,KURS,tables/KURS.csv,207,9,1,1:207,0
193,LOCK_PERIOD,tables/LOCK_PERIOD.csv,0,7,1,,0
194,LOCKED,tables/LOCKED.csv,0,35,1,,0
195,LOCKED_ITEMS,tables/LOCKED_ITEMS.csv,0,35,1,,0
196,LOCKED_BGR_MAT,tables/LOCKED_BGR_MAT.csv,0,15,1,,0
197,LOCKED_BGR_OBR,tables/LOCKED_BGR_OBR.csv,0,12,1,,0
198,LOCKED_BGR_SER,tables/LOCKED_BGR_SER.csv,0,7,1,,0
199,LOG,tables/LOG.csv,17078,7,1,1:17078,0
200,LOG_1,tables/LOG_1.csv,5602,12,1,1:5602,0
201,LOG_2,tables/LOG_2.csv,5224,10,1,1:5224,0
202,LOG_3,tables/LOG_3.csv,3996,7,1,1:3996,0
203,LOG_4,tables/LOG_4.csv,0,20,1,,0
204,LOG_5,tables/LOG_5.csv,2256,17,1,1:2256,0
205,LOG_EMAILS,tables/LOG_EMAILS.csv,0,14,1,,0
206,LOG_ERROR,tables/LOG_ERROR.csv,0,6,1,,0
207,LOG_SEARCH,tables/LOG_SEARCH.csv,64,4,1,1:64,0
208,OFFER,tables/OFFER.csv,0,34,1,,0
209,OFFER_ITEMS,tables/OFFER_ITEMS.csv,0,34,4,,0
210,OPER_ITEMS,tables/OPER_ITEMS.csv,0,14,1,,0
211,ORG_EVENTS,tables/ORG_EVENTS.csv,3,3,1,1:3,0
212,ORG_FIELDS,tables/ORG_FIELDS.csv,12,24,1,1:12,0
213,ORG_ALARMS,tables/ORG_ALARMS.csv,2,14,1,1:2,0
214,PARAMS,tables/PARAMS.csv,477,3,1,1:477,0
215,PASSBOOK,tables/PASSBOOK.csv,0,22,1,,0
216,PASSBOOKFIELD,tables/PASSBOOKFIELD.csv,0,16,1,,0
217,PASSBOOKLOCATION,tables/PASSBOOKLOCATION.csv,0,7,1,,0
218,PERA,tables/PERA.csv,0,5,1,,0
219,PERA_ITEMS,tables/PERA_ITEMS.csv,0,12,1,,0
220,PLAN_STOKI,tables/PLAN_STOKI.csv,0,12,1,,0
221,PLASHTA,tables/PLASHTA.csv,0,45,1,,0
222,PLASHTA_ITEMS,tables/PLASHTA_ITEMS.csv,0,36,1,,0
223,R_OPER_DEF,tables/R_OPER_DEF.csv,0,4,1,,0
224,R_OPER_LIST,tables/R_OPER_LIST.csv,0,9,1,,0
225,R_OPER_WORKERS,tables/R_OPER_WORKERS.csv,0,6,1,,0
226,RAZFAS,tables/RAZFAS.csv,20,4,1,1:20,0
227,REVALUE,tables/REVALUE.csv,0,40,1,,0
228,REVALUE_ITEMS,tables/REVALUE_ITEMS.csv,0,25,1,,0
229,PRODAWA,tables/PRODAWA.csv,0,54,1,,0
230,PRODAWA_ITEMS,tables/PRODAWA_ITEMS.csv,0,66,5,,0
231,PROD_GRUPI,tables/PROD_GRUPI.csv,5,2,1,1:5,0
232,PROD_PLNS,tables/PROD_PLNS.csv,0,4,1,,0
233,PROD,tables/PROD.csv,187,48,1,1:187,0
234,PROD_VARS,tables/PROD_VARS.csv,199,13,1,1:199,0
235,PROD_ROWS,tables/PROD_ROWS.csv,3582,16,1,1:3582,0
236,PROD_CELS,tables/PROD_CELS.csv,3618,13,1,1:3618,0
237,PROD_SERS,tables/PROD_SERS.csv,649,10,1,1:649,0
238,PROD_WRKS,tables/PROD_WRKS.csv,0,7,1,,0
239,PROD_DAYS,tables/PROD_DAYS.csv,0,11,1,,0
240,PROTECT,tables/PROTECT.csv,2077,2,1,1:2077,0
241,PROTECT2,tables/PROTECT2.csv,624,4,1,1:624,0
242,PROTECT3,tables/PROTECT3.csv,0,4,1,,0
243,PROTECT4,tables/PROTECT4.csv,0,4,1,,0
244,PROTECT5,tables/PROTECT5.csv,0,4,1,,0
245,PROTECT6,tables/PROTECT6.csv,0,4,1,,0
246,PROTECT7,tables/PROTECT7.csv,0,4,1,,0
247,P_OFFER,tables/P_OFFER.csv,0,33,1,,0
248,P_OFFER_ITEMS,tables/P_OFFER_ITEMS.csv,0,31,6,,0
249,P_ORDER,tables/P_ORDER.csv,1,44,1,1:1,0
250,P_ORDER_ITEMS,tables/P_ORDER_ITEMS.csv,2,38,2,2:2,0
251,T_ORDER,tables/T_ORDER.csv,0,34,1,,0
252,T_ORDER_ITEMS,tables/T_ORDER_ITEMS.csv,0,35,2,,0
253,RAZHODI,tables/RAZHODI.csv,4,14,1,1:4,0
254,RAZHODI_ITEMS,tables/RAZHODI_ITEMS.csv,0,12,1,,0
255,REWIZIA,tables/REWIZIA.csv,147,13,1,1:147,0
256,REWIZIA_ITEMS,tables/REWIZIA_ITEMS.csv,4101,15,1,1:4101,0
257,SER_NO,tables/SER_NO.csv,2450,27,1,1:2450,0
258,SHIPMENTS,tables/SHIPMENTS.csv,0,6,1,,0
259,SKLADS,tables/SKLADS.csv,20,17,1,1:20,0
260,CENI_LIST,tables/CENI_LIST.csv,0,13,1,,0
261,CENI_LIST_FIRMI,tables/CENI_LIST_FIRMI.csv,0,2,1,,0
262,SPEC_CENI,tables/SPEC_CENI.csv,0,19,1,,0
263,STOKI,tables/STOKI.csv,3728,24,1,1:3728,0
264,STOKI_DEF,tables/STOKI_DEF.csv,1821,67,1,1:1821,0
265,SUPPORT,tables/SUPPORT.csv,0,9,1,,0
266,S_ORDER,tables/S_ORDER.csv,0,51,1,,0
267,S_ORDER_ITEMS,tables/S_ORDER_ITEMS.csv,0,51,2,,0
268,SERVICE,tables/SERVICE.csv,0,24,1,,0
269,SERVICE_ITEMS,tables/SERVICE_ITEMS.csv,0,12,1,,0
270,SERVICE_STEPS,tables/SERVICE_STEPS.csv,10,8,1,1:10,0
271,SHABLONI,tables/SHABLONI.csv,2,2,1,1:2,0
272,PROPS_DEF,tables/PROPS_DEF.csv,57,8,1,1:57,0
273,PROPS_VAL,tables/PROPS_VAL.csv,669,5,1,1:669,0
274,TRANSFER,tables/TRANSFER.csv,289,34,1,1:289,0
275,TRANSFER_ITEMS,tables/TRANSFER_ITEMS.csv,2373,38,3,3:2373,0
276,USERS_ACTIONS,tables/USERS_ACTIONS.csv,590,7,1,1:590,0
277,VALUTS,tables/VALUTS.csv,0,7,1,,0
278,WNOSKI,tables/WNOSKI.csv,0,53,1,,0
279,WORK_TIME,tables/WORK_TIME.csv,366,6,1,1:366,0
280,F_GRUPI,tables/F_GRUPI.csv,0,1,1,,0
281,WEB_CART,tables/WEB_CART.csv,0,14,1,,0
282,WEB_CATALOGS,tables/WEB_CATALOGS.csv,0,6,1,,0
283,WEB_CATEGORIES,tables/WEB_CATEGORIES.csv,0,18,1,,0
284,WEB_PRODUCTS,tables/WEB_PRODUCTS.csv,0,6,1,,0
285,WMS_STORES_DEF,tables/WMS_STORES_DEF.csv,0,14,1,,0
286,WMS_STORES,tables/WMS_STORES.csv,0,2,1,,0
287,WMS_TYPES,tables/WMS_TYPES.csv,0,10,1,,0
288,WMS_ITEMS,tables/WMS_ITEMS.csv,0,10,1,,0
289,WMS_CELLS,tables/WMS_CELLS.csv,0,16,1,,0
290,WMS_STOKI_ACCESS,tables/WMS_STOKI_ACCESS.csv,0,7,1,,0
291,WMS_STOKI,tables/WMS_STOKI.csv,0,11,1,,0
292,WMS_DOCS,tables/WMS_DOCS.csv,0,9,2,,0
293,WMS_DOCS_ITEMS,tables/WMS_DOCS_ITEMS.csv,0,20,2,,0
294,PROPS_GRP,tables/PROPS_GRP.csv,0,3,1,,0
295,PROPS_GRP_ITEMS,tables/PROPS_GRP_ITEMS.csv,0,6,1,,0
296,ACC_ADD_EXPENSE,tables/ACC_ADD_EXPENSE.csv,0,8,1,,0
297,ACC_BANK,tables/ACC_BANK.csv,0,11,1,,0
298,ACC_BOOKNUMS,tables/ACC_BOOKNUMS.csv,0,4,1,,0
299,ACC_BOOKTYPES,tables/ACC_BOOKTYPES.csv,6,2,1,1:6,0
300,ACC_CONDUCIVEBOOK,tables/ACC_CONDUCIVEBOOK.csv,0,9,1,,0
301,ACC_CONDUCIVECODE,tables/ACC_CONDUCIVECODE.csv,0,8,1,,0
302,ACC_CONTO,tables/ACC_CONTO.csv,0,21,1,,0
303,ACC_CONTRAGENTS,tables/ACC_CONTRAGENTS.csv,0,24,1,,0
304,ACC_DOCTYPES,tables/ACC_DOCTYPES.csv,52,11,1,1:52,0
305,ACC_DOCUMENTS,tables/ACC_DOCUMENTS.csv,0,30,1,,0
306,ACC_DOCTYPES_SUB,tables/ACC_DOCTYPES_SUB.csv,21,3,1,1:21,0
307,ACC_DOCUMENTS_ITEMS,tables/ACC_DOCUMENTS_ITEMS.csv,0,20,1,,0
308,ACC_FORMATACCOUNT,tables/ACC_FORMATACCOUNT.csv,1,2,1,1:1,0
309,ACC_MEASURES,tables/ACC_MEASURES.csv,7,4,1,1:7,0
310,ACC_MEASURES_ITEMS,tables/ACC_MEASURES_ITEMS.csv,35,9,1,1:35,0
311,ACC_PARAMS_DEF,tables/ACC_PARAMS_DEF.csv,0,4,1,,0
312,ACC_PERIODS,tables/ACC_PERIODS.csv,0,7,1,,0
313,ACC_REASONS,tables/ACC_REASONS.csv,0,5,1,,0
314,ACC_SALDOPERIOD,tables/ACC_SALDOPERIOD.csv,0,9,1,,0
315,ACC_SMETKOPLANNS,tables/ACC_SMETKOPLANNS.csv,236,9,1,1:236,0
316,ACC_SMETKOPLANUSER,tables/ACC_SMETKOPLANUSER.csv,0,16,1,,0
317,ACC_STOCKS,tables/ACC_STOCKS.csv,0,12,1,,0
318,ACC_STOCKS_TYPES,tables/ACC_STOCKS_TYPES.csv,13,3,1,1:13,0
319,ACC_STOCKSSALDO,tables/ACC_STOCKSSALDO.csv,0,14,1,,0
320,ACC_STORE_ASSOCIATE,tables/ACC_STORE_ASSOCIATE.csv,0,3,1,,0
321,ACC_FX_REPORT_DEF,tables/ACC_FX_REPORT_DEF.csv,0,4,1,,0
322,ACC_DMA,tables/ACC_DMA.csv,0,30,1,,0
323,ACC_DMA_PLAN,tables/ACC_DMA_PLAN.csv,0,12,1,,0
324,ACC_DMA_STATES,tables/ACC_DMA_STATES.csv,0,9,1,,0
325,ACC_DAN_AMORTNORM,tables/ACC_DAN_AMORTNORM.csv,0,4,1,,0
326,ACC_TYPE_AKTIV,tables/ACC_TYPE_AKTIV.csv,7,2,1,1:7,0
327,ACC_BOOKPURCH,tables/ACC_BOOKPURCH.csv,0,11,1,,0
328,ACC_BOOKSALES,tables/ACC_BOOKSALES.csv,0,22,1,,0
329,ACC_CONTRAGENTS_SALDO,tables/ACC_CONTRAGENTS_SALDO.csv,0,9,1,,0
330,ACC_DOCTYPES_ITEMS,tables/ACC_DOCTYPES_ITEMS.csv,24,3,1,1:24,0
331,ACC_STOCKS_TYPES_ITEMS,tables/ACC_STOCKS_TYPES_ITEMS.csv,6,3,1,1:6,0
332,ACC_VALUT_RATE,tables/ACC_VALUT_RATE.csv,0,4,1,,0
333,ACC_ANALYTIC_ACCOUNTS,tables/ACC_ANALYTIC_ACCOUNTS.csv,0,2,1,,0
334,ACC_ANALYTIC,tables/ACC_ANALYTIC.csv,14,7,1,1:14,0
335,ACC_ANALYTIC_CONTO,tables/ACC_ANALYTIC_CONTO.csv,0,11,1,,0
336,ACC_ANALYTIC_SALDO,tables/ACC_ANALYTIC_SALDO.csv,0,11,1,,0
337,ACC_DOCFOLDERS,tables/ACC_DOCFOLDERS.csv,0,7,1,,0
338,ACC_STORES,tables/ACC_STORES.csv,0,5,1,,0
339,ACC_ANALYTIC_SUB,tables/ACC_ANALYTIC_SUB.csv,6,7,1,1:6,0
340,ACC_UNITED_DOC_IMPORT,tables/ACC_UNITED_DOC_IMPORT.csv,0,8,1,,0
353,ORG_1,tables/ORG_1.csv,2,6,3,1:1;3:1,0
354,ORG_2,tables/ORG_2.csv,0,7,1,,0
355,ORG_3,tables/ORG_3.csv,0,8,1,,0
356,CRM_SHABLON,tables/CRM_SHABLON.csv,0,4,1,,0
357,CRM_STEPS,tables/CRM_STEPS.csv,0,3,1,,0
358,CRM_TASK_STEP,tables/CRM_TASK_STEP.csv,0,8,1,,0
359,LOG_WMS,tables/LOG_WMS.csv,0,6,1,,0
360,S_INQUIRY,tables/S_INQUIRY.csv,0,10,1,,0
361,S_INQUIRY_ITEMS,tables/S_INQUIRY_ITEMS.csv,0,19,1,,0
362,P_INQUIRY,tables/P_INQUIRY.csv,0,11,1,,0
363,P_INQUIRY_ITEMS,tables/P_INQUIRY_ITEMS.csv,0,16,1,,0
364,RAZHOD,tables/RAZHOD.csv,0,36,1,,0
365,FACTURI,tables/FACTURI.csv,0,11,1,,0
366,FACTURI_BAY,tables/FACTURI_BAY.csv,0,11,1,,0
367,FACTURI_D,tables/FACTURI_D.csv,0,11,1,,0
368,SALDOS,tables/SALDOS.csv,0,29,1,,0
369,VIEW_PROD,tables/VIEW_PROD.csv,0,45,1,,0
370,PRODAWA_OVER_ENDDATE,tables/PRODAWA_OVER_ENDDATE.csv,0,1,1,,0
371,KUPUWA_OVER_ENDDATE,tables/KUPUWA_OVER_ENDDATE.csv,0,1,1,,0
372,NORMA_PLAN,tables/NORMA_PLAN.csv,0,7,1,,0
373,WMS_DOC_SKLAD_IN,tables/WMS_DOC_SKLAD_IN.csv,0,16,1,,0
374,WMS_DOC_SKLAD_OUT,tables/WMS_DOC_SKLAD_OUT.csv,0,16,1,,0
375,WMS_SKLAD_IN,tables/WMS_SKLAD_IN.csv,0,16,1,,0
376,WMS_SKLAD_OUT,tables/WMS_SKLAD_OUT.csv,0,16,1,,0
377,WMS_SKLAD_ALL_IN,tables/WMS_SKLAD_ALL_IN.csv,0,7,1,,0
378,WMS_SKLAD_ALL_OUT,tables/WMS_SKLAD_ALL_OUT.csv,0,7,1,,0
379,DOUBLE_BARCODE,tables/DOUBLE_BARCODE.csv,0,1,1,,0
380,DOUBLE_STOKA,tables/DOUBLE_STOKA.csv,0,1,1,,0
381,DOUBLE_CODE,tables/DOUBLE_CODE.csv,0,1,1,,0
