__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,DT_DOC,DT_DOC_2S,DT_CHANGED,KASA,SMETKA,FIRMA,AGENT,PREWOZ,P_CONTACT,F_CONTACT,USD,DM,LV,S_1,S_2,S_3,S_4,S_5,LV_ZA_USD,LV_ZA_DM,DM_ZA_USD,LV_ZA_1,LV_ZA_2,LV_ZA_3,LV_ZA_4,LV_ZA_5,OWNER,SIGN_BY,FACTUR_ID,FACTUR_BY,FACTUR_NO,FACTUR_DT,FACTUR_EX,FACTUR_PN,FACTUR_PD,FACTUR_OS,ISTAT_DEAL_TYPE,ISTAT_STAT_PROC,ISTAT_TERMS,ISTAT_TRANS_TYPE,ISTAT_TRANS_FROM,ISTAT_REGION,PROPS,NOTE,IS_OPEN,DT_AVANS,CD_J_NUMBER,CD_J_DATE,CD_DDS,CD_DUTY
5594,17,1,41028384,1305235075,1305235113,1305235177,Z,0000000038,ВАЛЕРУС - ВАЛЕРИ РУСИНОВ ЕТ,,,,,0.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,122846,1304435160,,,0,,,,,,,,,,,0,,1305200000,0.0,0.0
5594,18,1,37174955,1305236180,1305236333,1305236402,Z,0000000039,ДФ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,43508.3,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1216,1304936385,,,0,,,,,,,,,,,0,,1305200000,0.0,0.0
5658,0,1,48811369,1305237529,1305237557,1305237595,Z,0000000040,СИМЕЙ ООД,,,,,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,63082,1304337580,,,0,,,,,,,,,,,0,,1305200000,0.0,0.0
5658,1,1,49937682,1305238695,1305238720,1305238794,Z,0000000041,АНГЕЛ СТОИЛОВ-96 АД,,,,,0.0,0.0,128.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,6722,1304438782,,,0,,,,,,,,,,,0,,1305200000,0.0,0.0
5658,2,1,50259698,1305239404,1305239521,1305239579,Z,0000000042,ИВДА-ГЕО ООД,,,,,0.0,0.0,59.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,165685,1304939570,,,0,,,,,,,,,,,0,,1305200000,0.0,0.0
5658,3,1,48350534,1305242582,1305242602,1305242690,Z,0000000043,ВАЛЕРУС - ВАЛЕРИ РУСИНОВ ЕТ,,,,,0.0,0.0,379.2,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,74922,1305242658,,,0,,,,,,,,,74922-проформа ф-ра,,0,,1305200000,0.0,0.0
5658,4,1,41029011,1305262766,1305262766,1305263239,Z,0000000044,ИНВЕСТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,7752.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,213814,1303963222,,,0,,,,,,,,,,,0,,1305200000,0.0,0.0
5658,5,1,44204736,1305538838,1305538878,1305538991,Z,0000000045,ЛД ООД,,,,,0.0,0.0,593.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261188,1303538979,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,6,1,40574174,1305538994,1305539023,1305539071,Z,0000000046,ЛД ООД,,,,,0.0,0.0,318.24,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261121,1303139061,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,7,1,48311715,1305539734,1305539755,1305539827,Z,0000000047,ЛД ООД,,,,,0.0,0.0,636.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261508,1304139811,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,8,1,47201478,1305539864,1305539882,1305539938,Z,0000000048,ЛД ООД,,,,,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261509,1304139929,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,9,1,42312747,1305542037,1305542054,1305542604,Z,0000000049,ЛД ООД,,,,,0.0,0.0,3541.44,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261780,1304542583,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,10,1,37379396,1305542754,1305542825,1305543079,Z,0000000050,ЛД ООД,,,,,0.0,0.0,1179.14,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261920,1305043059,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,11,1,46974319,1305543191,1305543209,1305543266,Z,0000000051,ЛД ООД,,,,,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,261922,1305043255,,,0,,,,,,,,,,,0,,1305500000,0.0,0.0
5658,12,1,46788486,1305637064,1305637100,1305637403,Z,0000000052,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,181.19,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459015834,1304337375,,,0,,,,,,,,,,,0,,1305600000,0.0,0.0
5658,13,1,38832036,1305644564,1305644585,1305644746,Z,0000000053,АКВАФОР БЪЛГАРИЯ ООД,,,,,0.0,0.0,2892.120000000001,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,81066,1303044731,,,0,,,,,,,,,,,0,,1305600000,0.0,0.0
5658,14,1,38629448,1305655240,1305655260,1305655730,Z,0000000054,GEMMECOTTI SRL,,,,,0.0,3087.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1/862,1303655715,,,0,,,,,,,,,,,0,,1305600000,0.0,0.0
5658,15,1,38833811,1305741580,1305741636,1305741853,Z,0000000055,SCHUBERT & SALZER,,,,,0.0,13605.46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,R2025.10.06788,1305641827,,,0,,,,,,,,,,,0,,1305700000,0.0,0.0
5658,16,1,46148290,1305749917,1305749941,1305750182,Z,0000000056,BROOKS INSTRUMENT GmbH,,,,,0.0,7037.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,928991,1303750150,,,0,,,,,,,,,,,0,,1305700000,0.0,0.0
5658,17,1,49596078,1305834204,1305834234,1305835996,Z,0000000057,ADEV S.R.L.,,,,,0.0,18585.103208,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,333/E/25,1305035620,,,0,,,,,,,,,,,0,,1305800000,0.0,0.0
5658,18,1,39355756,1305862067,1305862109,1305863547,Z,0000000058,CENTRAL FLUIDSYSTEMS S.R.O. / SWAGELOK,,,,,0.0,4060.91,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,25002999,1305663482,,,0,,,,,,,,,,,0,,1305800000,0.0,0.0
5696,0,1,37685575,1305932796,1305932849,1305933617,Z,0000000059,КРИСМЕТАЛ,,,,,0.0,0.0,3102.05,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10144231,1305733607,,,0,,,,,,,,,,,0,,1305900000,0.0,0.0
5696,1,1,38071344,1305934831,1305934847,1305934925,Z,0000000060,БАКТРЕЙД ООД,,,,,0.0,0.0,176.52,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,36392,1305634897,,,0,,,,,,,,,,,0,,1305900000,0.0,0.0
5696,2,1,43137882,1305961200,1305961220,1305961321,Z,0000000061,АНГЕЛ СТОИЛОВ-96 АД,,,,,0.0,0.0,7238.48,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,7753,1300161299,,,0,,,,,,,,,,,0,,1305900000,0.0,0.0
5696,3,1,38058525,1305961816,1305961834,1305961990,Z,0000000062,МИКРОМАКС ТРЕЙД ООД,,,,,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,192741,1305961980,,,0,,,,,,,,,,,0,,1305900000,0.0,0.0
5696,4,1,47079747,1306264576,1306264605,1306333569,Z,0000000063,ФИЛИПЕКС - ИЛИЯ ФИЛИПОВ ЕТ,,,,,0.0,0.0,97556.28,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,97611,1300833559,,,0,,,,,,,,,,,0,,1306200000,0.0,0.0
5696,5,1,45871328,1306342150,1306342188,1306342241,Z,0000000064,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,108.7,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459016267,1305042228,,,0,,,,,,,,,,,0,,1306300000,0.0,0.0
5696,6,1,40262814,1306343407,1306343457,1306343679,Z,0000000065,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,213.41,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459015258,1303543627,,,0,,,,,,,,,,,0,,1306300000,0.0,0.0
5696,7,1,47987999,1306345470,1306345504,1306345552,Z,0000000066,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,56.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459016513,1305545535,,,0,,,,,,,,,,,0,,1306300000,0.0,0.0
5696,8,1,34378253,1306352692,1306352712,1306352762,Z,0000000067,КРИСМЕТАЛ,,,,,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10144259,1305852750,,,0,,,,,,,,,,,0,,1306300000,0.0,0.0
5696,9,1,45509107,1306432704,1306432734,1306432812,Z,0000000068,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10514758,1305832794,,,0,,,,,,,,,,,0,,1306400000,0.0,0.0
5696,10,1,34507893,1306434709,1306434723,1306434776,Z,0000000069,ДЖУСИТА-ДЕС ООД,,,,,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,18834,1305134759,,,0,,,,,,,,,,,0,,1306400000,0.0,0.0
5696,11,1,42570068,1306435711,1306435724,1306435774,Z,0000000070,ДЕАТРЕЙД БГ ЕООД,,,,,0.0,0.0,847.92,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,4170,1305835758,,,0,,,,,,,,,,,0,,1306400000,0.0,0.0
5696,12,1,46155776,1306451983,1306452027,1306452262,Z,0000000071,AFP TECH S.R.L.,,,,,0.0,2050.01725,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,246/2025,1305952231,,,0,,,,,,,,,,,0,,1306400000,0.0,0.0
