__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,SMTYPE,DATETIME,NUM,DT_DOC,SMETKA,SKLAD,GRUPA,STOKA,SER_NO,RAZHOD,OLD_VALUE,OLD_TEXT,NEW_VALUE,NEW_TEXT,FIRMA
5258,22,1,341,2,6,36157225,4,1301443470,0000000007,Склад,304L,"коляно 90°, 304L, вътр./вън. резба, 1`",16843651,,0.0,,0.0,,
5258,23,1,342,2,6,36157225,5,1301443470,0000000007,Склад,Фитинги 316,преход м/ж 102114 1х1/2,,,0.0,,0.0,,
5258,24,1,343,2,6,36157225,6,1301443470,0000000007,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,0.0,,0.0,,
5258,25,1,344,2,6,36157225,2,1301443470,0000000007,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,6.0,бр.,7.0,бр.,
5258,26,1,345,2,6,36157225,6,1301443470,0000000007,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,0.0,,0.0,,
5258,27,1,367,2,6,43025231,2,1301635788,0000000009,Склад,фитинги за заварки,коляно 90? зав. 316 106406 33.7х2,,,0.0,,0.0,,
5426,0,1,368,2,6,43025231,3,1301635788,0000000009,Склад,фитинги за заварки,"коляно 90?, зав. 316 106408 48.3х2",,,0.0,,0.0,,
5426,1,1,372,2,3,44607876,3,1301442025,0000000008,Склад,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",202529294004,,395.95,L,475.14,L,
5426,2,1,373,2,3,44607876,3,1301442025,0000000008,Склад,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",202529294004,,0.0,%,-20.0,%,
5426,3,1,374,2,3,44607876,4,1301442025,0000000008,Склад,магнетвентил,пружина TOSACA 2.1-4.0 obarg 442892 M2170,10142820/19082025,,67.93,L,81.52,L,
5426,4,1,375,2,3,44607876,4,1301442025,0000000008,Склад,магнетвентил,пружина TOSACA 2.1-4.0 obarg 442892 M2170,10142820/19082025,,0.0,%,-20.0058884145444,%,
5426,5,1,376,2,3,44607876,5,1301442025,0000000008,Склад,Заваръчни връзки,Капа 316L заварка (168.3x2.0) 6``,10142820/19082025,,31.04,L,35.544,L,
5426,6,1,377,2,3,44607876,5,1301442025,0000000008,Склад,Заваръчни връзки,Капа 316L заварка (168.3x2.0) 6``,10142820/19082025,,0.0,%,-14.5103092783505,%,
5426,7,1,378,2,3,44607876,6,1301442025,0000000008,Склад,Заваръчни връзки,"Капа нер.ст. 304L, 168.3х2",10142820/19082025,,35.54,L,39.5,L,
5426,8,1,379,2,3,44607876,6,1301442025,0000000008,Склад,Заваръчни връзки,"Капа нер.ст. 304L, 168.3х2",10142820/19082025,,0.0,%,-11.1423747889702,%,
5426,9,1,387,2,6,39250253,2,1302038926,0000000011,Склад,Фитинги 316,преход м/ж 102108 3/4х1/4,,,0.0,,0.0,,
5426,10,1,391,2,6,39250253,3,1302038926,0000000011,Склад,Фитинги 316,коляно 45гр.  вътр. резба 100004 1/2`,,,0.0,,0.0,,
5426,11,1,392,2,6,39250253,4,1302038926,0000000011,Склад,Фитинги 316,тройник вътр. резба 102304 1/2`,,,0.0,,0.0,,
5426,12,1,393,2,6,39250253,5,1302038926,0000000011,Склад,304L,"нипел шестостен 304L, 1/2`",,,0.0,,0.0,,
5426,13,1,394,2,6,39250253,6,1302038926,0000000011,Склад,Фитинги 316,муфа вътр. резба 101804 1/2`,,,0.0,,0.0,,
5426,14,1,405,2,6,39250253,7,1302038926,0000000011,Склад,Фитинги 316,коляно 90гр. вътр. резба 100204 1/2`,,,0.0,,0.0,,
5426,15,1,406,2,6,39250253,8,1302038926,0000000011,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,0.0,,0.0,,
5426,16,1,407,2,6,39250253,9,1302038926,0000000011,Склад,Фитинги 316,муфа вътр. резба 101804 1/2`,,,0.0,,0.0,,
5426,17,1,408,2,6,39250253,6,1302038926,0000000011,Склад,Фитинги 316,муфа вътр. резба 101804 1/2`,,,1.0,бр.,7.0,бр.,
5426,18,1,409,2,6,39250253,9,1302038926,0000000011,Склад,Фитинги 316,муфа вътр. резба 101804 1/2`,,,0.0,,0.0,,
5426,19,1,410,2,6,39250253,5,1302038926,0000000011,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,1.0,бр.,7.0,бр.,
5426,20,1,411,2,6,39250253,8,1302038926,0000000011,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,0.0,,0.0,,
5426,21,1,413,2,6,39250253,5,1302038926,0000000011,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,7.0,бр.,13.0,бр.,
5426,22,1,414,2,6,39250253,6,1302038926,0000000011,Склад,Фитинги 316,муфа вътр. резба 101804 1/2`,,,7.0,бр.,9.0,бр.,
5426,23,1,415,2,6,39250253,7,1302038926,0000000011,Склад,Фитинги 316,коляно 90гр. вътр. резба 100204 1/2`,,,6.0,бр.,7.0,бр.,
5426,24,1,416,2,6,39250253,4,1302038926,0000000011,Склад,Фитинги 316,тройник вътр. резба 102304 1/2`,,,1.0,бр.,2.0,бр.,
5426,25,1,417,2,6,39250253,8,1302038926,0000000011,Склад,304L,Преход 304L 1/2`` x 1/4``,16981613,,0.0,,0.0,,
5447,0,1,419,2,6,39250253,9,1302038926,0000000011,Склад,Разни консумативи,сферичен кран с резба VP704000 1/2 - DN15,16814612,,0.0,,0.0,,
5447,1,1,444,2,6,45941293,1,1302153122,0000000012,Склад,магнетвентил,Ф2.5 21L2K1T25 R42,12345,,0.0,,0.0,,
5447,2,1,445,2,6,45941293,1,1302153122,0000000012,Склад,магнетвентил,Ф2.5 21L2K1T25 R42,12345,,0.0,,0.0,,
5447,3,1,453,2,6,38343640,3,1302242686,0000000013,Склад,М8,гайка цинк 00934 8001 8 М8,12345,,0.0,,0.0,,
5447,4,1,459,2,6,38343640,4,1302242686,0000000013,Склад,Фитинги 316,"холендер PTFE ж/ж, BSP 959496 1`",10143120/27082025/1,,0.0,,0.0,,
5447,5,1,509,2,6,36445432,2,1302341934,0000000014,Склад,Метални елементи,"Профилна тръба ЕЗ 30х30х1,5",28082025/10,,0.0,,0.0,,
5447,6,1,510,2,6,36445432,3,1302341934,0000000014,Склад,Метални елементи,Профилна тръба ЕЗ 40х20х2,28082025/11,,0.0,,0.0,,
5447,7,1,511,2,6,36445432,4,1302341934,0000000014,Склад,Метални елементи,Профилна тръба ЕЗ 40х40х2,28082025/12,,0.0,,0.0,,
5447,8,1,512,2,6,36445432,5,1302341934,0000000014,Склад,Метални елементи,Профилна тръба ЕЗ 50х50х2,28082025/13,,0.0,,0.0,,
5447,9,1,513,2,6,36445432,6,1302341934,0000000014,Склад,Метални елементи,Профилна тръба ЕЗ 60х60х2,28082025/14,,0.0,,0.0,,
5447,10,1,533,2,6,36445432,7,1302341934,0000000014,Склад,Електролизьор,Композитна мембрана за алкални електролизни с-ве,VMA2025081801/18082025,,0.0,,0.0,,
5447,11,1,534,2,6,36445432,8,1302341934,0000000014,Склад,Услуги,Транспорт Китай,,,0.0,,0.0,,
5447,12,1,541,2,6,36445432,9,1302341934,0000000014,Склад,PP компоненти,ПП тръба за т. вода Ф25/PN25,164578/1,,0.0,,0.0,,
5447,13,1,542,2,6,36445432,10,1302341934,0000000014,Склад,PP компоненти,Тапа за У.К.Б.,164578/2,,0.0,,0.0,,
5447,14,1,561,2,6,35652614,6,1302433775,0000000015,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",28082025/27,,0.0,,0.0,,
5447,15,1,562,2,6,35652614,6,1302433775,0000000015,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",28082025/27,,1.0,бр.,15.0,бр.,
5447,16,1,577,2,6,35652614,7,1302433775,0000000015,Склад,Устройства,Поплавъчен нивомер тип 8181,po32235,,0.0,,0.0,,
5447,17,1,584,2,6,33898063,2,1302753912,0000000016,Склад,304L,"нипел шестостен 304L, 1/2`",10142820/19082025,,0.0,,0.0,,
5447,18,1,588,2,6,33898063,3,1302753912,0000000016,Склад,Фитинги 316,коляно 90гр. вътр./вън. резба 101504 1/2`,07082025,,0.0,,0.0,,
5447,19,1,589,2,6,33898063,4,1302753912,0000000016,Склад,Фитинги 316,тройник вътр. резба 102304 1/2`,07082025,,0.0,,0.0,,
5447,20,1,590,2,6,33898063,5,1302753912,0000000016,Склад,Фитинги 316,нипел намалител 106105 1/2х1/4,,,0.0,,0.0,,
5447,21,1,591,2,6,33898063,6,1302753912,0000000016,Склад,Фитинги 316,муфа вътр. резба 101804 1/2`,07082025,,0.0,,0.0,,
5447,22,1,605,2,6,35508917,3,1302933171,0000000017,Склад,Кранове,Valve 3PC full bore ball (welded ends) 1```` wit,28082025/40,,0.0,,0.0,,
5447,23,1,606,2,6,35508917,4,1302933171,0000000017,Склад,Тръби,Тръба шевна 304L (21.3x2) 1/2``,28082025/2,,0.0,,0.0,,
5447,24,1,608,2,6,35508917,5,1302933171,0000000017,Склад,М12,болт цинк 00933 8801 12 45 М12х45,,,0.0,,0.0,,
5447,25,1,609,2,6,35508917,6,1302933171,0000000017,Склад,М12,гайка цинк 00934 8001 12 М12,,,0.0,,0.0,,
5447,26,1,610,2,6,35508917,7,1302933171,0000000017,Склад,М12,федер шайба цинк 00127 0021 12 М12,,,0.0,,0.0,,
5603,0,1,611,2,6,35508917,8,1302933171,0000000017,Склад,Тръби,Тръба шевна 304L (33.7x2.6) 1``,28082025/3,,0.0,,0.0,,
5603,1,1,621,2,6,35508917,9,1302933171,0000000017,Склад,Camozzi,ъглова връзка 1500 8/6х1/4,,,0.0,,0.0,,
5603,2,1,625,2,6,35508917,10,1302933171,0000000017,Склад 3,Други,"Тефлонова лента, 13м 3/4`",3901-00,,0.0,,0.0,,
5603,3,1,626,2,6,35508917,11,1302933171,0000000017,Склад 3,Други,"Тефлонова лента, 7м. 1/2`",3899-00,,0.0,,0.0,,
5603,4,1,628,2,6,35508917,12,1302933171,0000000017,Склад,Други,Калиева основа *2,122170/14082025,,0.0,,0.0,,
5603,5,1,633,2,3,37387668,3,1303052648,0000000023,Склад,Кранове,"3PCS full bore B.V., 1“",,,0.0,,0.0,,
5603,6,1,636,2,6,38097640,7,1303135467,0000000019,Склад,Устройства,Температурен датчик,ta-025clem14-a-zvg/us,,0.0,,0.0,,
5603,7,1,639,2,3,43579242,4,1303137901,0000000024,Склад,Кранове,Valve 2PC full bore ball (flanges ends) 2```` wi,,,0.0,,0.0,,
5603,8,1,644,2,3,43579242,5,1303137901,0000000024,Склад,Кранове,"Valve 2528, 1 1/2“ with GE-05, 24/24",,,0.0,,0.0,,
5603,9,1,645,2,3,43579242,6,1303137901,0000000024,Склад,Кранове,Valve 3PC full bore ball (welded ends) 1````,,,0.0,,0.0,,
5603,10,1,653,2,6,36687580,7,1303534067,0000000020,Склад,304L,"Щуцер маркуч 304, 1/2",090925/5,,0.0,,0.0,,
5603,11,1,655,2,6,36687580,8,1303534067,0000000020,Склад,магнетвентил,уплътнение CF3000 PTFE 453986 DN25,,,0.0,,0.0,,
5603,12,1,656,2,6,36687580,9,1303534067,0000000020,Склад,магнетвентил,уплътнение CF3000 PTFE 453988 DN40,,,0.0,,0.0,,
5603,13,1,660,2,6,36687580,10,1303534067,0000000020,Склад,Schrack,предпазители LQA01230 16А,,,0.0,,0.0,,
5603,14,1,684,2,6,34581046,2,1303638698,0000000021,Склад,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",202529294008,,0.0,,0.0,,
5603,15,1,686,2,6,34581046,3,1303638698,0000000021,Склад,Метални компоненти,Материал за фитинги - шестостен S22,1172012/090925,,0.0,,0.0,,
5603,16,1,688,2,6,34581046,4,1303638698,0000000021,Склад,М8,болт цинк 00933 8801 8 25 М8х25,,,0.0,,0.0,,
5603,17,1,689,2,6,34581046,5,1303638698,0000000021,Склад,М8,гайка цинк 00934 8001 8 М8,12345,,0.0,,0.0,,
5603,18,1,696,2,3,48827536,10,1303865207,0000000027,Склад,Тръби,"Тръба (323,9х3) 12``",,,0.0,,0.0,,
5603,19,1,697,2,3,48827536,11,1303865207,0000000027,Склад,304L,"Муфа 304 резба, 1/4`",,,0.0,,0.0,,
5603,20,1,698,2,3,48827536,12,1303865207,0000000027,Склад,304L,Муфа 304L резбa 150LBS L25/30  1/2``,,,0.0,,0.0,,
5603,21,1,699,2,3,48827536,13,1303865207,0000000027,Склад,304L,Муфа 304L резбa 150LBS L42 1``,,,0.0,,0.0,,
5603,22,1,700,2,3,48827536,14,1303865207,0000000027,Склад,304L,Муфа 304L резбa 150LBS L45 1 1/2``,,,0.0,,0.0,,
5603,23,1,701,2,3,48827536,15,1303865207,0000000027,Склад,304L,Муфа 304L резбa 150LBS L54 2``,,,0.0,,0.0,,
5603,24,1,702,2,3,48827536,16,1303865207,0000000027,Склад,Фитинги 316,преход м/ж 102108 3/4х1/4,,,0.0,,0.0,,
5603,25,1,703,2,3,48827536,17,1303865207,0000000027,Склад,Заваръчни връзки,"Капа 316L заварка (114,3х2) 4``",,,0.0,,0.0,,
5603,26,1,704,2,3,48827536,18,1303865207,0000000027,Склад,Заваръчни връзки,Капа 316L заварка (168.3x2.0) 6``,,,0.0,,0.0,,
5603,27,1,705,2,3,48827536,19,1303865207,0000000027,Склад,Фланцови връзки,Фланец плосък 304 T8 PN16 DN25,,,0.0,,0.0,,
5603,28,1,706,2,3,48827536,20,1303865207,0000000027,Склад,Фланцови връзки,Фланец плосък 304 T10 PN16 DN40,,,0.0,,0.0,,
5635,0,1,707,2,3,48827536,21,1303865207,0000000027,Склад,Фланцови връзки,Фланец плосък 304 T10 PN16 DN50,,,0.0,,0.0,,
5635,1,1,708,2,3,48827536,22,1303865207,0000000027,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",,,0.0,,0.0,,
5635,2,1,709,2,3,48827536,23,1303865207,0000000027,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (48,3х2) 1 1/2``",,,0.0,,0.0,,
5635,3,1,710,2,3,48827536,24,1303865207,0000000027,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (60,3x2) 2``",,,0.0,,0.0,,
5635,4,1,711,2,3,48827536,25,1303865207,0000000027,Склад,фитинги за заварки,"коляно 45?, зав. 316 106448 48.3х2",,,0.0,,0.0,,
5635,5,1,722,2,3,48827536,26,1303865207,0000000027,Склад,Заваръчни връзки,"тройник 304,заварка 33.7х2, 1`",,,0.0,,0.0,,
5635,6,1,723,2,3,48827536,27,1303865207,0000000027,Склад,Заваръчни връзки,"тройник 304, заварка, 48.3х2, 1 1/2`",,,0.0,,0.0,,
5635,7,1,724,2,3,48827536,28,1303865207,0000000027,Склад,Заваръчни връзки,"Тройник 304L заварка (60,3х2) 2``",,,0.0,,0.0,,
5635,8,1,727,2,3,48827536,29,1303865207,0000000027,Склад,фитинги за заварки,"Намалител концентричен 316, зав. 60.3х33.7х2",,,0.0,,0.0,,
5635,9,1,728,2,3,48827536,30,1303865207,0000000027,Склад,Фитинги 316,полунипел 108608 1 1/2`,,,0.0,,0.0,,
5635,10,1,729,2,3,48827536,31,1303865207,0000000027,Склад,магнетвентил,уплътнение CF3000 PTFE 453986 DN25,,,0.0,,0.0,,
5635,11,1,730,2,3,48827536,32,1303865207,0000000027,Склад,магнетвентил,уплътнение CF3000 PTFE 453988 DN40,,,0.0,,0.0,,
5635,12,1,731,2,3,48827536,33,1303865207,0000000027,Склад,магнетвентил,уплътнение CF3000 PTFE 453989 DN50,,,0.0,,0.0,,
5635,13,1,732,2,3,48827536,34,1303865207,0000000027,Склад,Фланцови връзки,Фланец плосък с резба 304L PN10/16/40 DN25x1````,,,0.0,,0.0,,
5635,14,1,733,2,3,48827536,35,1303865207,0000000027,Склад,Фланцови връзки,Фланец плосък с резба 304L PN10/16/40 DN40x1 1/2,,,0.0,,0.0,,
5635,15,1,734,2,3,48827536,36,1303865207,0000000027,Склад,Фланцови връзки,Фланец плосък с резба 304L PN10/16 DN50x2````,,,0.0,,0.0,,
5635,16,1,736,2,3,48827536,37,1303865207,0000000027,Склад,Фланцови връзки,Филтър INOX 316 Фл. PN16 DN50,,,0.0,,0.0,,
5635,17,1,748,2,6,42927623,2,1303736122,0000000022,Склад,Заваръчни връзки,"Капа 316L заварка (114,3х2) 4``",10143544/110925,,0.0,,0.0,,
5635,18,1,754,2,6,46134798,10,1304934343,0000000023,Склад,Други,"Тефлонова лента, 7м. 1/2`",3899-00,,0.0,,0.0,,
5635,19,1,756,2,6,46134798,11,1304934343,0000000023,Склад,магнетвентил,датчици за налягане 1877 0-15 bar,,,0.0,,0.0,,
5635,20,1,759,2,6,46134798,12,1304934343,0000000023,Склад,Schrack,захранване за DIN шина SDR-120-24 24V/5A,,,0.0,,0.0,,
5635,21,1,761,2,6,46134798,13,1304934343,0000000023,Склад,Други,"Тефлонова лента, 7м. 1/2`",3899-00,,0.0,,0.0,,
5635,22,1,762,2,6,46134798,10,1304934343,0000000023,Склад,Други,"Тефлонова лента, 7м. 1/2`",3899-00,,2.0,бр.,3.0,бр.,
5635,23,1,763,2,6,46134798,13,1304934343,0000000023,Склад,Други,"Тефлонова лента, 7м. 1/2`",3899-00,,0.0,,0.0,,
5635,24,1,764,2,6,46134798,13,1304934343,0000000023,Склад,М16,"Шайба пружинна, цинк, М16, 100бр./оп.",10505475/020925,,0.0,,0.0,,
5635,25,1,765,2,6,46134798,7,1304934343,0000000023,Склад,М16,"Шайба пружинна, цинк, М16, 100бр./оп.",10505475/020925,,136.0,бр.,200.0,бр.,
5635,26,1,766,2,6,46134798,13,1304934343,0000000023,Склад,М16,"Шайба пружинна, цинк, М16, 100бр./оп.",10505475/020925,,0.0,,0.0,,
5648,0,1,768,2,6,46134798,13,1304934343,0000000023,Склад,Разни консумативи,кран за задвижка VP703000 1/2 - DN15,1658148,,0.0,,0.0,,
5648,1,1,769,2,6,46134798,6,1304934343,0000000023,Склад,Разни консумативи,кран за задвижка VP703000 1/2 - DN15,1658148,,1.0,бр.,2.0,бр.,
5648,2,1,770,2,6,46134798,13,1304934343,0000000023,Склад,Разни консумативи,кран за задвижка VP703000 1/2 - DN15,1658148,,0.0,,0.0,,
5648,3,1,829,2,6,46838331,3,1305238009,0000000025,Склад,Фитинги 316,коляно 90гр. вътр. резба 100202 1/4`,,,0.0,,0.0,,
5648,4,1,830,2,6,46838331,4,1305238009,0000000025,Склад,Фитинги 316,коляно 90гр. вътр./вън. резба 101504 1/2`,07082025,,0.0,,0.0,,
5648,5,1,831,2,6,46838331,5,1305238009,0000000025,Склад,Schrack,захранване за DIN шина SDR-120-24 24V/5A,,,0.0,,0.0,,
5648,6,1,832,2,6,46838331,6,1305238009,0000000025,Склад,Schrack,реле с цокъл  6A/24V,080825/49,,0.0,,0.0,,
5648,7,1,833,2,6,46838331,7,1305238009,0000000025,Склад,Schrack,предпазители LQA01230 16А,,,0.0,,0.0,,
5648,8,1,834,2,6,46838331,8,1305238009,0000000025,Склад,Разни консумативи,сферичен кран с резба VP704000 1/2 - DN15,16814612,,0.0,,0.0,,
5648,9,1,835,2,6,46838331,9,1305238009,0000000025,Склад,Разни консумативи,кран за задвижка VP703000 1/2 - DN15,1658148,,0.0,,0.0,,
5648,10,1,836,2,6,46838331,10,1305238009,0000000025,Склад,свързващи кабели с конектор,"PUR кабел, М12 конектор EVC006 10 м.",28082025/30,,0.0,,0.0,,
5648,11,1,837,2,6,46838331,11,1305238009,0000000025,Склад,Устройства,Температурен датчик,ta-025clem14-a-zvg/us,,0.0,,0.0,,
5648,12,1,843,2,21,16031876,1,1300247417,0000000001,Склад,Camozzi,права връзка 1511 8/6х1/4,,,0.0,,0.0,,
5648,13,1,857,2,6,46838331,12,1305238009,0000000025,Склад,Устройства,Актуатор електрически 24V,PBC875692,,0.0,,0.0,,
5648,14,1,860,2,6,46838331,13,1305238009,0000000025,Склад,ЛД,Гайки,261188/090925/2,,0.0,,0.0,,
5648,15,1,862,2,6,46838331,14,1305238009,0000000025,Склад,ЛД,Гайки,261922/240925,,0.0,,0.0,,
5648,16,1,906,2,6,46433949,6,1305634437,0000000026,Склад,Разни консумативи,сферичен кран с резба VP704000 1/2 - DN15,261780/190925,,0.0,,0.0,,
5648,17,1,909,2,6,46433949,7,1305634437,0000000026,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",10143532/110925/k1`,,0.0,,0.0,,
5648,18,1,912,2,6,46433949,1,1305634437,0000000026,Склад,Фитинги 316,"Холендър 316, м/ж PTFE 1/2`",10143120/27082025/3,,0.0,,0.0,,
5648,19,1,914,2,6,46433949,8,1305634437,0000000026,Склад 3,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",10143532/110925/k1`,,0.0,,0.0,,
5648,20,1,915,2,6,46433949,7,1305634437,0000000026,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",10143532/110925/k1`,,0.0,,0.0,,
5648,21,1,917,2,6,46433949,8,1305634437,0000000026,Склад 3,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",10143532/110925/k1`,,0.0,,0.0,,
5648,22,1,919,2,6,46433949,7,1305634437,0000000026,Склад,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",10143532/110925/k1`,,0.0,,0.0,,
5648,23,1,1024,2,6,46433949,8,1305634437,0000000026,Склад,М16,болт цинк 00933 8801 16 40 М16х40,,,0.0,,0.0,,
5648,24,1,1057,2,3,49596078,11,1305834204,0000000057,Склад,ADEV,"Flow meter in Plexiglass for hydrogen, 0,02-0,5",,,0.0,,0.0,,
5648,25,1,1058,2,3,49596078,12,1305834204,0000000057,Склад,ADEV,"Flow meter in Plexiglass for oxygen, Scale 0,2-3",,,0.0,,0.0,,
5743,0,1,1059,2,3,49596078,13,1305834204,0000000057,Склад,ADEV,Анализатор на общозапалими вещества Sirius 8866,E250569/222,,0.0,,0.0,,
5743,1,1,1060,2,3,49596078,14,1305834204,0000000057,Склад,ADEV,Електрохимичен кислороден анализатор OxyTrend E2,E250569/2,,0.0,,0.0,,
5743,2,1,1061,2,3,49596078,15,1305834204,0000000057,Склад,ADEV,Електрохимичен кислороден анализатор OxyTrend E2,E250569/3,,0.0,,0.0,,
5743,3,1,1062,2,3,49596078,16,1305834204,0000000057,Склад,ADEV,Електрохимичен кислороден анализатор OxyTrend E2,E250569/4,,0.0,,0.0,,
5743,4,1,1063,2,3,49596078,17,1305834204,0000000057,Склад,ADEV,Universal control unit,E250569/2222,,0.0,,0.0,,
5743,5,1,1064,2,3,49596078,18,1305834204,0000000057,Склад,ADEV,Electrochemical sensor,05G034462,,0.0,,0.0,,
5743,6,1,1065,2,3,49596078,19,1305834204,0000000057,Склад,ADEV,Electrochemical sensor,05G034467,,0.0,,0.0,,
5743,7,1,1066,2,3,49596078,11,1305834204,0000000057,Склад,ADEV,"Flow meter in Plexiglass for hydrogen, 0,02-0,5",E250569/11,,385.31,L,195.3,M,
5743,8,1,1067,2,3,49596078,11,1305834204,0000000057,Склад,ADEV,"Flow meter in Plexiglass for hydrogen, 0,02-0,5",E250569/11,,0.0,%,0.865900443798487,%,
5743,9,1,1068,2,3,49596078,12,1305834204,0000000057,Склад,ADEV,"Flow meter in Plexiglass for oxygen, Scale 0,2-3",E250569/10,,410.74,L,195.3,M,
5743,10,1,1069,2,3,49596078,12,1305834204,0000000057,Склад,ADEV,"Flow meter in Plexiglass for oxygen, Scale 0,2-3",E250569/10,,0.0,%,7.00355480352534,%,
5743,11,1,1072,2,6,42818507,2,1305836466,0000000027,Склад,304L,"Тапа шестостен 304, 1/4`",16816512,,0.0,,0.0,,
5743,12,1,1074,2,6,42818507,3,1305836466,0000000027,Склад,Явор-М,"Тефлонова лента, 7м. 1/2`",3899-00,,0.0,,0.0,,
5743,13,1,1085,2,6,42818507,4,1305836466,0000000027,Склад,ЛД,Магнетвентил 1``,pbc853533,,0.0,,0.0,,
5743,14,1,1098,2,3,39355756,6,1305862067,0000000058,Склад,Swagelok,Male connector 6MM SWA-1/4`` GAS-CONICO,,,0.0,,0.0,,
