__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DT_CHANGED,SKLAD,GRUPA,STOKA,SER_NO,ID,SER_NOTE,PROPS,WARRANTY,KOLICH,KOLICH2,MIN_KOLICH,MAX_KOLICH,TMP_KOLICH,TMP_KOLICH2,VALUTA_KUP,VALUTA_PROD_ED,VALUTA_PROD_DR,CENA_KUP,CENA_PROD_ED1,CENA_PROD_DR1,PROCES_ID,IN_USE,KOLICH_LOCKED,KOLICH_LOCKED2,DATA_CHANGED,KOLICH_CHANGED
1756,30,1,1320962477,Склад,Машини,Пистолет за топъл въздух Stainel,SN506000660,6694873696768622623,,|1—Пистолет за топъл въздух|3—Stainel|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.535,2026-02-16 12:40:58.215
1758,0,1,1320962477,Склад,Машини,Виноверт Bavaria BCD14,01BG-14-2026,6694873696768622624,,|1—Виноверт|3—Bavaria|4—BCD14|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.551,2026-02-16 12:40:58.743
1758,2,1,1320962477,Склад,Машини,Зеге Raider RDP-JS21,50201,6694873696768622625,,|1—Зеге|3—Raider|4—RDP-JS21|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.551,2026-02-16 12:40:58.522
1758,4,1,1320962477,Склад,Машини,Дигитален термометър PeakTeck 5110,200204430,6694873696768622626,,|1—Дигитален термометър|3—PeakTeck|4—5110|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.551,2026-02-16 12:40:58.620
1758,6,1,1320962477,Склад,Машини,Мултицет Schneider IMT23202,8A-2021-11-23,6694873696768622627,,|1—Мултицет|3—Schneider|4—IMT23202|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.566,2026-02-16 12:40:58.337
1758,8,1,1320962477,Склад,Машини,Мултишлайф Dremel 4000,F013400046,6694873696768622628,,|1—Мултишлайф|3—Dremel|4—4000|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.566,2026-02-16 12:40:58.306
1758,10,1,1320962477,Склад,Машини,Електрическа отвертка Makita DF011D,6854,6694873696768622629,,|1—Електрическа отвертка|3—Makita|4—DF011D|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.566,2026-02-16 12:40:58.565
1758,12,1,1320962477,Склад,Машини,Електрическа отвертка Makita,0569316Y,6694873696768622630,,|1—Електрическа отвертка|3—Makita|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.566,2026-02-16 12:40:58.584
1758,14,1,1320962477,Склад,Машини,Газ анализатор Testo 300 633300250,62649073,6694873696768622631,,|1—Газ анализатор|3—Testo 300|4—633300250|5—хале/склад|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.582,2026-02-16 12:40:58.669
1758,16,1,1320962477,Склад,Машини,Мултицет CAT JTW838,201007751,6694873696768622632,,|1—Мултицет|3—CAT|4—JTW838|5—хале|,«0000N0000000000,1.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.582,2026-02-16 12:40:58.367
1758,17,1,1320962477,Склад,1) Грийн Иновейшън АД,AEM-Z-500kW,4566546,6694873696768622633,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.0,0.0,0.0,0,,0.0,0.0,2025-08-07 11:36:13.522,2025-08-07 11:36:13.522
1758,18,1,1320962477,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,3681312,1785439929539493972,,,«0000N0000000000,13.0,0.0,,,0.0,0.0,M,L,L,1.104390463383832,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.597,2025-08-18 08:09:19.957
1758,19,1,1320962477,"Склад производство, 500kW",Муфи на резба,Муфа 304L резбa 150LBS  1/2``,16818,1785439929539493973,,,«0000N0000000000,29.0,0.0,,,0.0,0.0,M,L,L,0.7822765782302143,0.0,0.0,0,,0.0,0.0,2026-03-04 08:11:02.079,2026-03-04 08:11:02.079
1758,21,1,1316451278,Склад,Муфи на резба,Муфа 316L резба 150LBS 1/2“,07082025,6694873696768622635,,|1—муфа вътр. резба|2—1/2`|,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,1.840644,0.0,0.0,0,,0.0,0.0,2026-01-16 12:21:34.768,2026-01-16 12:21:34.768
1758,23,1,1320962477,Склад,Тройници на резба,Тройник 316L резба вътрешна 1/2“,07082025,6694873696768622636,,|1—тройник вътр. резба|2—1/2`|,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,2.325355475680402,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.613,2025-12-18 14:25:34.384
1758,25,1,1320962477,Склад,Колена на резба,Коляно 90° 316L резба М/Ж 1/2“,07082025,6694873696768622637,,|1—коляно 90гр. вътр./вън. резба|2—1/2`|,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,2.0001738392396065,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.613,2026-01-28 13:40:12.583
1758,31,1,1320962477,"Склад производство, 500kW",Колена на резба,Коляно 90° 316L резба М/Ж 1/2“,07082025,6694873696768622638,,|1—коляно 90гр. вътр./вън. резба|2—1/2`|,«0000N0000000000,17.0,0.0,,,0.0,0.0,M,L,L,2.0001738392396065,0.0,0.0,0,,0.0,0.0,2026-03-04 08:11:01.376,2026-03-04 08:11:01.376
5263,0,1,1320962477,"Склад производство, 500kW",Тройници на резба,Тройник 316L резба вътрешна 1/2“,07082025,6694873696768622640,,|1—тройник вътр. резба|2—1/2`|,«0000N0000000000,23.0,0.0,0.0,0.0,0.0,0.0,M,L,L,2.325355475680402,0.0,0.0,0,,0.0,0.0,2026-03-04 08:11:02.173,2026-03-04 08:11:02.173
5263,1,1,1318956547,Склад,2.5.4. Вентили,Вентил предпазен 2“G x 2“G,25/2119,6694873696768622641,,|1—Предпазен вентил|3—Genebre|5—склад|,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,247.1482695326281,0.0,0.0,0,,0.0,0.0,2026-02-10 13:34:16.421,2025-12-18 09:48:18.558
5263,3,1,1320962478,Склад,Газ анализ - Сензори,Анализатор на общозапалими вещества Sirius 8866,E240801-5,6694873696768622642,,|1—Анализатор на общозапалими вещества|2—E240801-5|,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,1527.6787859885574,0.0,0.0,0,,0.0,0.0,2026-01-07 14:16:42.378,2026-01-07 14:16:42.378
5263,4,1,1318956547,Склад,2.5.4. Вентили,Магнетвентил 1“,pbc853533,1785439929539494337,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,191.6577616664025,0.0,0.0,0,,0.0,0.0,2025-10-02 12:59:30.006,2025-10-02 12:59:30.006
5263,5,1,1316433400,Склад,2.5.4. Вентили,Магнетвентил 1“,pbc853531,1785439929539494336,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,191.66,0.0,0.0,0,,0.0,0.0,2026-01-16 07:54:59.301,2026-01-16 07:54:59.301
5263,7,1,,Склад,Газ анализ - Сензори,Анализатор на общозапалими вещества Sirius 8866,E250569/111,1785439929539494349,,|1—Анализатор на общозапалими вещества|5—склад|,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,3033.6,0.0,0.0,0,,0.0,0.0,2026-01-28 08:04:08.019,2026-01-28 08:04:08.019
5263,9,1,1317163020,Склад,2.5.1. Кранове на фланци,Кран сфер. на фл. 2-части 316L PN40 1“,84818081/101225,1785439929539494975,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,66.73,0.0,0.0,0,,0.0,0.0,2026-01-28 12:56:23.369,2026-01-28 12:56:23.369
5263,13,1,1320962478,"Склад производство, 500kW",Муфи на резба,Муфа 316L резба 150LBS 1/2“,07082025,6694873696768622650,,|1—муфа вътр. резба|2—1/2`|,«0000N0000000000,20.0,0.0,,,0.0,0.0,M,L,L,1.8406507723063865,0.0,0.0,0,,0.0,0.0,2026-03-04 08:11:01.704,2026-03-04 08:11:01.704
5263,14,1,1320962478,Склад,"Прекъсвачи, Предпазители",Прекъсвач мин.авт. C 32/1 6kA,BMS6,6694873696768622651,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.644,2026-01-28 10:14:49.016
5263,15,1,1318956547,Склад,Сензори,Датчик за температура,ta-025clem14-a-zvg/us,1785439929539493948,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,103.31675043331987,0.0,0.0,0,,0.0,0.0,2026-02-10 13:34:16.421,2025-11-04 09:37:45.482
5263,16,1,1320962478,Склад,Муфи на резба,Муфа 304L резбa 150LBS  1/2``,16818,1785439929539493949,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.7822765782302143,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.644,2025-11-19 07:46:02.163
5263,17,1,1320962478,Склад,Муфи на резба,Муфа 304L резбa 150LBS L42 1``,56198161,1785439929539493950,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,2.970605829750029,0.0,0.0,0,,0.0,0.0,2025-08-15 12:17:00.290,2025-08-15 12:17:00.290
5263,18,1,1320962478,Склад,М/Ж резба,Преход 304L резба М/Ж 1/2``x1/4``,16981613,1785439929539493951,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.8947607920933823,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.660,2025-12-18 11:59:03.737
5263,19,1,1316439018,Склад,Тапи на резба,Тапа 304L резба 1/2``,16584381,1785439929539493952,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.690241,0.0,0.0,0,,0.0,0.0,2026-01-16 14:38:28.003,2026-01-16 14:38:28.003
5263,20,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба вътрешна 1 1/2“,169835468,1785439929539493953,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2025-11-24 13:59:07.699,2025-11-24 13:59:07.699
5263,21,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба вътрешна 1 1/4“,16984615,1785439929539493954,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:07:56.922,2026-01-27 14:07:56.922
5263,22,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба М/Ж 1 1/2“,16813615,1785439929539493955,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:09:41.146,2026-01-27 14:09:41.146
5263,23,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба М/Ж 1 1/4“,16846425,1785439929539493956,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:09:50.162,2026-01-27 14:09:50.162
5263,24,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба М/Ж 2“,1684354,1785439929539493957,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:09:58.149,2026-01-27 14:09:58.149
5263,25,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба М/Ж 1/2“,263836135,1785439929539493958,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2025-08-18 08:07:55.759,2025-08-18 08:07:55.759
5363,0,1,1320962478,Склад,Колена на резба,Коляно 90° 304L резба М/Ж 1“,16843651,1785439929539493959,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:10:16.848,2026-01-27 14:10:16.848
5363,1,1,1320962478,Склад,Нипели на резба,Нипел шест. 304L резба 150LBS 1 1/4“,138546123,1785439929539493960,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:13:38.018,2026-01-27 14:13:38.018
5363,2,1,1320962478,Склад,Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,3681312,1785439929539493961,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,1.104390463383832,0.0,0.0,0,,0.0,0.0,2025-08-18 08:09:19.941,2025-08-18 08:09:19.941
5363,3,1,1320962478,Склад,Нипели на резба,Нипел шест. 304L резба 150LBS 1“,135843612,1785439929539493962,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.707,2026-01-27 14:14:00.169
5363,4,1,1320962478,Склад,М/Ж резба,Преход 304L резба М/Ж 1“x1/2“,684625513,1785439929539493963,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,2.2343455208274747,0.0,0.0,0,,0.0,0.0,2026-01-27 14:15:42.001,2026-01-27 14:15:42.001
5363,5,1,1320962478,Склад,М/Ж резба,Преход 304L резба М/Ж 3/4“x1/2“,168453146,1785439929539493964,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.722,2026-01-27 14:15:49.103
5363,6,1,1320962478,Склад,Тапи на резба,Тапа 304L резба 1 1/2“,354136123,1785439929539493965,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,2.9194766416304074,0.0,0.0,0,,0.0,0.0,2026-01-27 14:15:59.374,2026-01-27 14:15:59.374
5363,7,1,1320962478,Склад,Тапи на резба,Тапа 304L резба 1“,16846123,1785439929539493966,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,1.5645531564604287,0.0,0.0,0,,0.0,0.0,2026-01-15 10:15:23.337,2026-01-15 10:15:23.337
5363,8,1,1320962478,Склад,Тройници на резба,Тройник 304L резба вътрешна 1 1/2“,16841351,1785439929539493967,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:16:10.103,2026-01-27 14:16:10.103
5363,9,1,1320962478,Склад,Тройници на резба,Тройник 304L резба вътрешна 1 1/4“,36814861,1785439929539493968,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:16:17.818,2026-01-27 14:16:17.818
5363,10,1,1320962478,Склад,Тройници на резба,Тройник 304L резба вътрешна 1/2“,10614665,1785439929539493969,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,1.9991512554772144,0.0,0.0,0,,0.0,0.0,2026-03-02 14:59:40.738,2025-08-15 11:02:03.262
5363,11,1,1320962478,Склад,Тройници на резба,Тройник 304L резба вътрешна 1“,16814681,1785439929539493970,,,«0000N0000000000,0.0,0.0,,,0.0,0.0,M,L,L,0.5112918811962185,0.0,0.0,0,,0.0,0.0,2026-01-27 14:16:26.129,2026-01-27 14:16:26.129
5363,12,1,1317535730,Склад,Тройници на резба,Тройник 304L резба вътрешна 3/4“,16813512,1785439929539493971,,,«0000N0000000000,0.0,0.0,0.0,0.0,0.0,0.0,M,L,L,0.51129,0.0,0.0,0,,0.0,0.0,2026-01-27 14:16:54.909,2026-01-27 14:16:54.909
