__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,DT_DOC,DT_CHANGED,SMETKA,SKLAD,CENA_TIP,PROPS,NOTE,OWNER,SIGN_BY,KASA,IS_OPEN,IS_BLOCKED
7155,15,1,42796368,1321333791,1321364244,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,16,1,43115975,1321363251,1321363251,ръчна редакция,Склад,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,17,1,47808361,1321655695,1321660824,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,18,1,33939240,1321735969,1321735969,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,19,1,50073588,1321859712,1321864374,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,20,1,34332956,1321864388,1321864388,ръчна редакция,System - 60kW Brikel (60),4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,21,1,46673894,1321934249,1321961713,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7155,22,1,43915574,1322033573,1322057692,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,0,1,42324727,1322063210,1322063215,ръчна редакция,2. МЕТАЛХИДРИД,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,1,1,39649191,1322334348,1322359521,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,2,1,45149519,1322438499,1322438499,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,3,1,35885452,1322532507,1322554887,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,4,1,39133561,1322637942,1322661259,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,5,1,37937578,1322757093,1322757098,ръчна редакция,Неактивен 3,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,6,1,42729216,1322758420,1322758427,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,7,1,40186842,1323144895,1323155210,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,8,1,42427168,1323232197,1323233580,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,9,1,34594145,1323750067,1323754202,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,10,1,37533029,1323839994,1323839994,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,11,1,46768049,1323840502,1323840526,ръчна редакция,System - 60kW Brikel (60),4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,12,1,42633005,1323963067,1323963606,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,13,1,35663615,1324639452,1324654345,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,14,1,39240599,1324754698,1324755160,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,Yordan Markov,,Z,,N
7794,15,1,39773179,1325436188,1325451844,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,ADMIN,,Z,,N
7794,16,1,45209550,1326541129,1326559370,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,ADMIN,,Z,,N
7794,17,1,38402785,1328142152,1328142274,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,ADMIN,,Z,,N
7794,19,1,35488316,1326835120,1326840094,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,ADMIN,,Z,,N
7794,26,1,39409165,1327259096,1327260658,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,ADMIN,,Z,,N
7794,33,1,43690998,1327551515,1327551521,ръчна редакция,0. СКЛАД - ОСНОВЕН,4,,Автогенерирана ревизия от ръчна редакция на количествата,ADMIN,,Z,,N
