__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DT_CREATED,DT_VAR,DT_ROW,DT_STP,SER_NO,NUM,ED_CENA,VALUTA,KOLICH,KOLICH2
5836,4,1,34055391,1312062665,1312062784,49540274,10143532/110925/25,1,5.4,M,4.0,0.0
5836,5,1,35768859,1312049510,1312049565,48482632,031225/1,1,0.51129,M,0.44,0.0
5836,6,1,35768859,1312049510,1312049612,48482632,246/141025,1,160.38,L,4.0,0.0
5836,7,1,35768859,1312049510,0,43763387,090226/4,1,169.689965745717,L,4.0,0.0
5836,8,1,35768859,1312049510,1312049565,43763387,031225/1,1,0.51129,M,0.44,0.0
5836,9,1,47656930,1308351747,1308351779,41414878,271025/cap,1,1.47586206896552,L,35.0,0.0
5836,10,1,47656930,1308351747,1308351791,41414878,271025/bot,1,1.18888888888889,L,35.0,0.0
5836,11,1,47656930,1308351747,1308351801,41414878,271025/body,1,3.73138686131387,L,35.0,0.0
5836,12,1,47048524,1308356621,1308356653,40407933,271025/ppb,1,6.39613781916828,L,10.0,0.0
5836,13,1,47048524,1308356621,1308356672,40407933,0005245092,1,17.02,L,10.0,0.0
5836,14,1,47048524,1308356621,1308356693,40407933,0005450661,1,76.94,M,10.0,0.0
5836,15,1,47048524,1308356621,1308356769,40407933,5166101/081025/1,1,28.36,L,1.0,0.0
5836,16,1,47048524,1308356621,1308356802,40407933,5166101/081025/2,1,36.18,L,2.3,0.0
5836,17,1,47048524,1308356621,0,48865886,271025/fpb,1,185.0550980191683,L,10.0,0.0
5836,24,1,47048524,1308356621,1308356653,48865886,271025/ppb,1,6.39613781916828,L,10.0,0.0
5836,25,1,47048524,1308356621,1308356672,48865886,0005245092,1,17.02,L,10.0,0.0
5836,26,1,47048524,1308356621,1308356693,48865886,0005450661,1,76.94,M,10.0,0.0
5836,27,1,47048524,1308356621,1308356769,48865886,5166101/081025/1,1,28.36,L,1.0,0.0
5836,28,1,47048524,1308356621,1308356802,48865886,5166101/081025/2,1,36.18,L,2.3,0.0
5836,29,1,49132890,1300860839,1300861131,37874140,28675/25082025,1,1814.4,L,1.0,0.0
5836,30,1,49132890,1300860839,1305654176,37874140,1459015834/170925/4,1,2.45,L,1.0,0.0
5836,31,1,49132890,1300860839,1305654315,37874140,1459015834/170925/6,1,14.65,L,4.0,0.0
5836,32,1,49132890,1300860839,1305654609,37874140,1459015834/170925/1,1,23.47,L,1.0,0.0
5836,33,1,49132890,1300860839,1305654639,37874140,1459015834/170925/3,1,3.77,L,1.0,0.0
5836,34,1,49132890,1300860839,1306461044,37874140,250825/1,1,180.0,L,5.0,0.0
5836,35,1,49132890,1300860839,1306633119,37874140,340044944/011025,1,0.73,L,2.0,0.0
5836,36,1,49132890,1300860839,1306644712,37874140,10144259/021025,1,960.0,L,2.0,0.0
5836,37,1,49132890,1300860839,1306930016,37874140,080825/1,1,52.84,L,1.0,0.0
5836,38,1,49132890,1300860839,1306930016,37874140,1459017125/061025,2,52.84,L,1.0,0.0
5836,39,1,49132890,1300860839,1311460582,37874140,134696/271125,1,31.39,L,2.0,0.0
5836,40,1,49132890,1300860839,1311938701,37874140,07082025,1,4.548,L,6.0,0.0
5836,41,1,49132890,1300860839,1311938717,37874140,061125/1,1,1.83,L,18.0,0.0
5836,43,1,38624603,1310539391,0,48005959,230126/10,1,46.807831553333344,L,3.3,0.0
5836,44,1,49132890,1300860839,1312232425,37874140,122170/14082025,1,6.48,L,250.0,0.0
5836,45,1,49132890,1300860839,1312232425,37874140,122846/180925,2,6.48,L,100.0,0.0
5836,46,1,49132890,1300860839,1313632769,37874140,4046/121225,1,105.0,L,4.0,0.0
5836,47,1,49132890,1300860839,1316158847,37874140,42502651/200825,1,1314.96,M,1.0,0.0
5836,48,1,49132890,1300860839,1316158854,37874140,42502593/140825,1,1519.55,M,1.0,0.0
5798,1,1,38624603,1310539391,1310539433,48005959,181125/2,1,0.51,M,0.21999999999999997,0.0
5798,2,1,38624603,1310539391,1310634354,48005959,5166101/081025/2,1,18.5,M,2.53,0.0
5798,3,1,38624603,1310539391,1310634540,48005959,5166101/081025/1,1,14.5,M,1.1,0.0
5798,4,1,49070797,1308348189,0,33627471,230126/11,1,1.4756400137931034,L,10.0,0.0
5798,5,1,49070797,1308348189,1308348266,33627471,6722/180925,1,32.82,M,0.22988505747126436,0.0
5798,6,1,45748066,1308344164,0,34698093,230126/12,1,1.188710011111111,L,10.0,0.0
5798,7,1,45748066,1308344164,1308344271,34698093,6722/180925,1,32.82,M,0.18518518518518517,0.0
5798,8,1,39297021,1300860839,1300860841,36945574,28082025/10,1,2.26368,L,7.0,0.0
5798,9,1,39297021,1300860839,1300860842,36945574,28082025/11,1,0.0,L,0.07,0.0
5798,10,1,39297021,1300860839,1300860843,36945574,28082025/10,1,3.15594,L,6.0,0.0
5798,11,1,39297021,1300860839,1300860844,36945574,28082025/12,1,3.81654,L,36.0,0.0
5798,12,1,47854542,1308344782,0,50108062,230126/13,1,3.7313730182131386,L,10.0,0.0
5798,13,1,35768859,1312049510,1312049612,43763387,246/141025,1,160.38,L,4.0,0.0
5798,14,1,45794728,1312063269,1312063346,45274291,090226/2,1,51.45129650886,L,8.0,0.0
5798,15,1,39297021,1300860839,1300860845,36945574,28082025/13,1,4.84848,L,56.5,0.0
5798,16,1,39297021,1300860839,1300860846,36945574,28082025/14,1,5.22249,L,1.5,0.0
5798,17,1,39297021,1300860839,1300860847,36945574,132017/28082025,1,11.5,L,2.6,0.0
5798,18,1,39297021,1300860839,1300860861,36945574,28082025/2,1,11.19,L,1.75,0.0
5798,19,1,49669910,1308356621,1308356653,46936188,271025/ppb,1,6.39613781916828,L,15.0,0.0
5798,20,1,49669910,1308356621,1308356672,46936188,0005245092,1,17.02,L,4.0,0.0
5798,21,1,49669910,1308356621,1308356672,46936188,0005268320,2,17.02,L,11.0,0.0
5798,22,1,49669910,1308356621,1308356693,46936188,0005484599,1,69.26,M,15.0,0.0
5798,23,1,49669910,1308356621,1308356769,46936188,5166101/081025/1,1,28.36,L,1.5,0.0
5798,24,1,49669910,1308356621,1308356802,46936188,5166101/081025/2,1,36.18,L,3.45,0.0
5798,25,1,49669910,1308356621,0,34282710,301025/fpb,1,170.0343236191683,L,15.0,0.0
5798,26,1,49669910,1308356621,1308356653,34282710,271025/ppb,1,6.39613781916828,L,15.0,0.0
5798,27,1,49669910,1308356621,1308356672,34282710,0005245092,1,17.02,L,4.0,0.0
5798,28,1,49669910,1308356621,1308356672,34282710,0005268320,2,17.02,L,11.0,0.0
5798,29,1,49669910,1308356621,1308356693,34282710,0005484599,1,69.26,M,15.0,0.0
5798,30,1,49669910,1308356621,1308356769,34282710,5166101/081025/1,1,28.36,L,1.5,0.0
5798,31,1,49669910,1308356621,1308356802,34282710,5166101/081025/2,1,36.18,L,3.45,0.0
5798,32,1,39297021,1300860839,1300860862,36945574,10143532/110925/33.7,1,22.58,L,10.0,0.0
5798,33,1,39297021,1300860839,1300860862,36945574,28082025/3,2,22.58,L,11.0,0.0
5798,34,1,39297021,1300860839,1300860873,36945574,10143532/110925/k2`,1,11.196,L,8.0,0.0
5798,35,1,39297021,1300860839,1300860876,36945574,10143532/110925/t2`,1,21.65,L,2.0,0.0
5798,37,1,36425042,1300860756,1300860781,44872595,07082025,1,3.912,L,11.0,0.0
5798,38,1,36425042,1300860756,1300860783,44872595,300925,1,0.0,L,2.0,0.0
5798,39,1,36425042,1300860756,1307151063,44872595,81066/040925/1,1,100.0,L,9.0,0.0
5798,40,1,36425042,1300860756,1307151093,44872595,24295/141025,1,63.79,L,3.0,0.0
5798,41,1,36425042,1300860756,1307151100,44872595,2025Y06M,1,33.33,L,3.0,0.0
5798,42,1,36425042,1300860756,1307630841,44872595,201025/3,1,0.0,L,3.0,0.0
5798,43,1,36425042,1300860756,1307630870,44872595,201025/2,1,0.0,L,3.0,0.0
5849,1,1,40169806,1312037749,1312037816,40874321,10143532/110925/6`,1,39.49,L,8.0,0.0
5849,2,1,40169806,1312037749,0,41883175,041225/1,1,39.49,L,8.0,0.0
5849,3,1,40169806,1312037749,1312037816,41883175,10143532/110925/6`,1,39.49,L,8.0,0.0
5849,4,1,44730875,1312040009,1312038593,43777570,041225/1,1,39.49,L,8.0,0.0
5849,5,1,44730875,1312040009,1312038665,43777570,28082025/3,1,22.58,L,0.5,0.0
5849,6,1,44730875,1312040009,1312038711,43777570,10143532/110925/25,1,11.1132,L,8.0,0.0
5849,7,1,44730875,1312040009,0,44252665,041225/2,1,52.00316,L,8.0,0.0
5849,8,1,44730875,1312040009,1312038593,44252665,041225/1,1,39.49,L,8.0,0.0
5849,9,1,44730875,1312040009,1312038665,44252665,28082025/3,1,22.58,L,0.496,0.0
5849,10,1,39297021,1300860839,1300860882,36945574,10142820/19082025,1,31.04,L,1.0,0.0
5849,11,1,39297021,1300860839,1300860882,36945574,10143532/110925/6`,2,39.49,L,4.0,0.0
5849,12,1,39297021,1300860839,1300860883,36945574,10143532/110925/4`,1,15.619999999999997,L,6.0,0.0
5849,13,1,39297021,1300860839,1300860885,36945574,10143532/110925/40,1,21.5437,L,22.0,0.0
5849,14,1,39297021,1300860839,1300860886,36945574,10143532/110925/50,1,20.7466,L,2.0,0.0
5849,15,1,47854542,1308344782,1308344841,50108062,10144596/101025/1,1,13.068572,M,1.4598540145985404,0.0
5849,16,1,39314364,1308356621,0,45253756,121225/1,1,170.0343236191683,L,10.0,0.0
5849,21,1,36654702,1311532157,0,45335126,281125/1,1,12023.313954199997,L,1.0,0.0
5849,22,1,36654702,1311532157,1311532225,45335126,0005315211,1,14.53,L,11.0,0.0
5849,23,1,36654702,1311532157,1311532278,45335126,0005358918,1,302.39,L,1.0,0.0
5849,24,1,36654702,1311532157,1311532317,45335126,0005235216,1,59.79,L,1.0,0.0
5849,25,1,36654702,1311532157,1311532317,45335126,0005285068,2,59.79,L,5.0,0.0
5849,26,1,36654702,1311532157,1311532475,45335126,0005272023,1,25.39,L,8.0,0.0
5849,27,1,36654702,1311532157,1311532533,45335126,0005292001,1,39.53,L,4.0,0.0
5849,28,1,36654702,1311532157,1311532822,45335126,0004494882,1,45.18,L,4.0,0.0
5849,29,1,36654702,1311532157,1311532910,45335126,0005326933,1,230.94,L,2.0,0.0
5849,30,1,36654702,1311532157,1311532982,45335126,0005205716,1,6.83,L,10.0,0.0
5849,31,1,36654702,1311532157,1311533088,45335126,271125/1,1,22.39,L,2.0,0.0
5849,32,1,36654702,1311532157,1311533163,45335126,E250569/1,1,3214.41,L,1.0,0.0
5849,33,1,36654702,1311532157,1311533209,45335126,E240801-5,1,5933.21,L,1.0,0.0
5849,34,1,36654702,1311532157,1311533247,45335126,E250569/11,1,381.97,L,1.0,0.0
5849,35,1,36654702,1311532157,1311533272,45335126,E250569/10,1,381.97,L,1.0,0.0
5849,41,1,44730875,1312040009,1312038711,44252665,10143532/110925/25,1,11.1132,L,8.0,0.0
5849,42,1,50173966,1312049510,1312049543,34717919,29416/271125/1,1,4.6,L,8.0,0.0
5849,50,1,36654702,1311532157,1311532225,44481939,0005315211,1,14.53,L,11.0,0.0
5849,51,1,36654702,1311532157,1311532278,44481939,0005358918,1,302.39,L,1.0,0.0
5849,52,1,36654702,1311532157,1311532317,44481939,0005235216,1,59.79,L,1.0,0.0
5849,53,1,36654702,1311532157,1311532317,44481939,0005285068,2,59.79,L,5.0,0.0
5849,54,1,36654702,1311532157,1311532475,44481939,0005272023,1,25.39,L,8.0,0.0
5849,55,1,36654702,1311532157,1311532533,44481939,0005292001,1,39.53,L,4.0,0.0
5849,56,1,36654702,1311532157,1311532822,44481939,0004494882,1,45.18,L,4.0,0.0
5849,57,1,36654702,1311532157,1311532910,44481939,0005326933,1,230.94,L,2.0,0.0
5849,58,1,36654702,1311532157,1311532982,44481939,0005205716,1,6.83,L,10.0,0.0
6160,1,1,36654702,1311532157,1311533088,44481939,271125/1,1,22.39,L,2.0,0.0
6160,2,1,36654702,1311532157,1311533163,44481939,E250569/1,1,3214.41,L,1.0,0.0
6160,3,1,36654702,1311532157,1311533209,44481939,E240801-5,1,5933.21,L,1.0,0.0
6160,4,1,36425042,1300860756,1307630889,44872595,201025/1,1,0.0,L,4.0,0.0
6160,5,1,36425042,1300860756,1307630906,44872595,201025/4,1,0.0,L,2.0,0.0
6160,6,1,36425042,1300860756,1307630925,44872595,090925/6,1,1.0,L,10.0,0.0
6160,7,1,36425042,1300860756,1307630943,44872595,201025/6,1,0.0,L,2.0,0.0
6160,8,1,36425042,1300860756,1307630951,44872595,181225/6,1,0.0,L,2.0,0.0
6160,9,1,36425042,1300860756,1307631886,44872595,PBC875690,1,393.72,L,1.0,0.0
6160,10,1,36425042,1300860756,1307631886,44872595,PBC875691,2,393.72,L,1.0,0.0
6160,11,1,36425042,1300860756,1307631886,44872595,PBC875692,3,393.72,L,1.0,0.0
6160,12,1,36425042,1300860756,1307631886,44872595,PBC875693,4,393.72,L,1.0,0.0
6160,13,1,36425042,1300860756,1307631886,44872595,PBC875695,5,393.72,L,1.0,0.0
6160,14,1,39314364,1308356621,1308356653,45253756,271025/ppb,1,6.39613781916828,L,10.0,0.0
6160,15,1,39314364,1308356621,1308356672,45253756,0005245092,1,17.02,L,10.0,0.0
6160,16,1,39314364,1308356621,1308356693,45253756,0005484599,1,69.26,M,10.0,0.0
6160,17,1,39314364,1308356621,1308356769,45253756,5166101/081025/1,1,28.36,L,1.0,0.0
6160,18,1,39314364,1308356621,1308356802,45253756,5166101/081025/2,1,36.18,L,2.3,0.0
6160,19,1,41682963,1308351747,1308351779,35692777,230126/11,1,1.4756400137931,L,10.0,0.0
6160,20,1,41682963,1308351747,1308351791,35692777,230126/12,1,1.188710011111111,L,10.0,0.0
6160,21,1,41682963,1308351747,1308351801,35692777,230126/13,1,3.7313730182131386,L,10.0,0.0
6160,22,1,41682963,1308351747,0,41101048,230126/20,1,6.39572304311735,L,10.0,0.0
6160,23,1,41682963,1308351747,1308351779,41101048,230126/11,1,1.4756400137931,L,10.0,0.0
6160,24,1,41682963,1308351747,1308351791,41101048,230126/12,1,1.188710011111111,L,10.0,0.0
6160,25,1,41682963,1308351747,1308351801,41101048,230126/13,1,3.7313730182131386,L,10.0,0.0
6160,26,1,36650426,1308356621,1308356653,42476671,230126/20,1,3.27,M,10.0,0.0
6160,27,1,36650426,1308356621,1308356672,42476671,0005245092,1,8.7,M,6.0,0.0
6160,28,1,36650426,1308356621,1308356672,42476671,0005335353,2,8.7,M,4.0,0.0
6160,29,1,36650426,1308356621,1308356693,42476671,0005484599,1,69.26,M,6.0,0.0
6160,30,1,36650426,1308356621,1308356693,42476671,0005550271,2,69.26,M,4.0,0.0
6160,31,1,36650426,1308356621,1310744658,42476671,230126/10,1,23.94,M,3.3,0.0
6160,32,1,36650426,1308356621,0,49022476,301025/fpb,1,176.55316526600004,L,10.0,0.0
6160,33,1,36650426,1308356621,1308356653,49022476,230126/20,1,3.27,M,10.0,0.0
6160,34,1,36650426,1308356621,1308356672,49022476,0005245092,1,8.7,M,6.0,0.0
6160,35,1,36650426,1308356621,1308356672,49022476,0005335353,2,8.7,M,4.0,0.0
6160,36,1,36650426,1308356621,1308356693,49022476,0005484599,1,69.26,M,6.0,0.0
6160,37,1,36650426,1308356621,1308356693,49022476,0005550271,2,69.26,M,4.0,0.0
6160,38,1,36650426,1308356621,1310744658,49022476,230126/10,1,23.94,M,3.3,0.0
6160,39,1,36425042,1300860756,1307631886,44872595,PBC875696,6,393.72,L,1.0,0.0
6160,40,1,36654702,1311532157,1311533247,44481939,E250569/11,1,381.97,L,1.0,0.0
6160,41,1,36654702,1311532157,1311533272,44481939,E250569/10,1,381.97,L,1.0,0.0
6160,42,1,36654702,1311532157,1311533292,44481939,E250569/12,1,19.11,L,2.0,0.0
6160,43,1,36425042,1300860756,1307631886,44872595,PBC875697,7,393.72,L,1.0,0.0
6160,44,1,36425042,1300860756,1307639604,44872595,GI1KTL03,1,40.34,L,4.0,0.0
6133,1,1,36654702,1311532157,1311533347,44481939,10143532/110925/6x1,1,9.88,L,12.0,0.0
6133,2,1,36654702,1311532157,1315559353,44481939,E250569/13,1,8.74,M,1.0,0.0
6133,3,1,36654702,1311532157,1311533292,45335126,E250569/12,1,19.11,L,2.0,0.0
6133,4,1,36654702,1311532157,1311533347,45335126,10143532/110925/6x1,1,9.88,L,12.0,0.0
6133,5,1,36654702,1311532157,1315559353,45335126,E250569/13,1,8.74,M,1.0,0.0
6133,6,1,36425042,1300860756,1307658183,44872595,263197/161025/3,1,77.18,L,2.0,0.0
6133,7,1,36425042,1300860756,1307658191,44872595,263197/161025/1,1,45.73,L,2.0,0.0
6133,8,1,36425042,1300860756,1307658197,44872595,263197/161025/2,1,41.57,L,2.0,0.0
6133,9,1,36425042,1300860756,1311156258,44872595,3907/2208.2025,1,18.7,L,80.0,0.0
6133,10,1,45794728,1312063269,1312063363,45274291,090226/3,1,18.00205965697,L,4.0,0.0
6133,11,1,45794728,1312063269,1312063383,45274291,090226/4,1,169.689965745717,L,4.0,0.0
6133,12,1,45794728,1312063269,0,48988758,090226/5,1,149.42000000000002,M,4.0,0.0
6133,13,1,45794728,1312063269,1312063346,48988758,090226/2,1,26.59,M,8.0,0.0
6133,14,1,45794728,1312063269,1312063363,48988758,090226/3,1,9.48,M,4.0,0.0
6133,15,1,45794728,1312063269,1312063383,48988758,090226/4,1,86.76,M,4.0,0.0
6133,16,1,34704435,1308348189,0,41327675,120226/1,1,1.152590851724138,L,20.0,0.0
6133,17,1,43116945,1300860652,1300860680,47139275,16584381,1,1.35,L,2.0,0.0
6133,18,1,43116945,1300860652,1305659958,47139275,261780/190925,1,78.336,L,2.0,0.0
6133,19,1,34704435,1308348189,1308348266,41327675,6722/180925,1,25.635,M,0.46,0.0
6133,20,1,38161649,1308344164,0,41023831,120226/2,1,0.928475963888889,L,20.0,0.0
6133,21,1,38161649,1308344164,1308344271,41023831,1184242/270126/2,1,25.635,M,0.37,0.0
6133,22,1,34897389,1308344782,0,38130777,120226/3,1,3.7313730182131386,L,20.0,0.0
6133,23,1,34897389,1308344782,1308344841,38130777,10144596/101025/1,1,13.068572,M,2.92,0.0
6133,24,1,40798683,1308351747,0,49937303,120226/4,1,6.3955641,L,20.0,0.0
6133,25,1,40798683,1308351747,1308351779,49937303,120226/1,1,0.76,M,20.0,0.0
6133,26,1,40798683,1308351747,1308351791,49937303,120226/2,1,0.6,M,20.0,0.0
6133,27,1,40798683,1308351747,1308351801,49937303,120226/3,1,1.91,M,20.0,0.0
6133,28,1,48498399,1310539391,0,41850638,120226/5,1,46.80431578666668,L,6.6,0.0
6133,29,1,48498399,1310539391,1310539433,41850638,181125/2,1,0.51,M,0.44,0.0
6133,30,1,48498399,1310539391,1310634354,41850638,5166101/081025/2,1,18.5,M,5.06,0.0
6133,31,1,39297021,1300860839,1300860893,36945574,10143532/110925/f50,1,692.79,L,2.0,0.0
6133,32,1,39297021,1300860839,1300860900,36945574,1419195/040925/2,1,426.24,L,5.0,0.0
6133,33,1,39297021,1300860839,1300860900,36945574,28082025/40,2,355.203,L,5.0,0.0
6133,34,1,39297021,1300860839,1300860910,36945574,10142820/19082025,1,5.81,L,2.0,0.0
6133,35,1,39297021,1300860839,1300860910,36945574,56198161,2,5.81,L,6.0,0.0
6133,36,1,39297021,1300860839,1300860911,36945574,10143532/110925/1.1/2,1,5.44,L,4.0,0.0
6133,37,1,39297021,1300860839,1300860932,36945574,090925/16,1,0.0,L,10.0,0.0
6133,38,1,39297021,1300860839,1300860933,36945574,12345,1,0.0,L,8.0,0.0
6133,39,1,39297021,1300860839,1300860934,36945574,151025,1,0.0,L,50.0,0.0
6133,40,1,39297021,1300860839,1300860935,36945574,12345/12,1,25.97,L,88.0,0.0
6133,41,1,39297021,1300860839,1300860938,36945574,091025/3,1,0.0,L,10.0,0.0
6133,42,1,39297021,1300860839,1300860939,36945574,250725,1,0.0,L,82.0,0.0
6133,43,1,39297021,1300860839,1300860940,36945574,101025,1,0.0,L,16.0,0.0
6165,1,1,48498399,1310539391,1310634540,41850638,5166101/081025/1,1,14.5,M,2.2,0.0
6165,2,1,43480505,1308356621,0,37416099,120226/6,1,176.54671102700001,L,20.0,0.0
6165,3,1,43480505,1308356621,1308356653,37416099,120226/4,1,3.28,M,20.0,0.0
6165,4,1,43480505,1308356621,1308356672,37416099,0005330327,1,8.7,M,19.0,0.0
6165,5,1,43480505,1308356621,1308356672,37416099,0005335353,2,8.7,M,1.0,0.0
6165,6,1,43480505,1308356621,1308356693,37416099,0005550271,1,69.26,M,20.0,0.0
6165,7,1,43480505,1308356621,1310744658,37416099,120226/5,1,23.93,M,6.6,0.0
6165,8,1,43116945,1300860652,1305941685,47139275,3899-00,1,1.56,L,5.0,0.0
6165,9,1,44642751,1312037749,0,46085756,130326/1,1,20.190842,M,2.0,0.0
6165,10,1,46928733,1312040009,0,40771899,130326/2,1,25.98928,M,2.0,0.0
6165,11,1,46928733,1312040009,1312038593,40771899,130326/1,1,20.19,M,2.0,0.0
6165,12,1,43116945,1300860652,1300860680,46613752,16584381,1,1.35,L,2.0,0.0
6165,13,1,43116945,1300860652,1305659958,46613752,261780/190925,1,78.336,L,2.0,0.0
6165,14,1,43116945,1300860652,1305941685,46613752,3899-00,1,1.56,L,5.0,0.0
6165,15,1,43116945,1300860652,1305941975,46613752,031025/3,1,0.0,L,10.0,0.0
6165,16,1,43116945,1300860652,1305941990,46613752,031025/2,1,0.0,L,10.0,0.0
6165,17,1,43116945,1300860652,1305941990,46613752,090925/1,2,0.0,L,20.0,0.0
6165,18,1,43116945,1300860652,1305942006,46613752,031025/1,1,0.0,L,20.0,0.0
6165,19,1,43116945,1300860652,1305943164,46613752,ta-025clem14-a-zvg/us,1,202.07,L,6.0,0.0
6165,20,1,43116945,1300860652,1306933188,46613752,25689,1,639.432,L,2.0,0.0
6165,21,1,43116945,1300860652,1306933262,46613752,28082025/31,1,0.0,L,2.0,0.0
6165,22,1,43116945,1300860652,1306955469,46613752,143284/02092025/2,1,4.02,L,6.0,0.0
6165,23,1,43116945,1300860652,1306955493,46613752,07082025,1,4.548,L,4.0,0.0
6165,24,1,43116945,1300860652,1306955518,46613752,143284/02092025/6,1,1.94,L,2.0,0.0
6165,25,1,43116945,1300860652,1306955547,46613752,131025,1,0.0,L,2.0,0.0
6165,26,1,43116945,1300860652,1306955564,46613752,10143120/27082025/3,1,21.62,L,1.0,0.0
6165,27,1,43116945,1300860652,1307032597,46613752,1234567,1,0.0,L,3.0,0.0
6165,28,1,43116945,1300860652,1311156136,46613752,3907/2208.2025,1,18.7,L,130.0,0.0
6165,29,1,33563746,1312062665,0,47875829,130326/3,1,8.2208,M,1.0,0.0
6165,30,1,34223473,1312034596,0,46441739,160226/4,1,15.1392969,M,1.0,0.0
6165,31,1,47052848,1312049510,0,41239097,130326/4,1,86.7601099,M,1.0,0.0
6165,32,1,35253452,1312063269,0,35646698,130326/5,1,163.73000000000002,M,1.0,0.0
6165,33,1,35253452,1312063269,1312063346,35646698,130326/2,1,26.31,M,2.0,0.0
6165,34,1,35253452,1312063269,1312063363,35646698,130326/3,1,9.21,M,1.0,0.0
