__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,LOG_DATE,LOG_USER,LOG_TIP,LOG_MODUL,LOG_COMP
1760,14,1,97,0,2025-08-07 11:21:01.402,ADMIN,10047,"Картотека Доставчици - фирми и лица, от които ни",server
1760,15,1,99,0,2025-08-07 11:33:58.752,ADMIN,10047,"Картотека Превозвачи - фирми и лица, които са от",server
1760,16,1,100,0,2025-08-07 11:34:16.907,ADMIN,10039,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
1760,17,1,101,0,2025-08-07 11:35:46.073,ADMIN,10039,Стъпка PLAN -> WORK,server
1760,18,1,102,0,2025-08-07 11:37:09.712,ADMIN,10040,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
1760,19,1,103,0,2025-08-07 11:41:10.220,ADMIN,10048,Складове и Стоки,server
1760,20,1,104,0,2025-08-07 13:51:55.842,ADMIN,10013,Модифициране на обект,server
1760,21,1,105,0,2025-08-07 14:00:29.587,ADMIN,10025,Производство,server
1760,22,1,106,0,2025-08-07 14:00:29.634,ADMIN,10025,Производство,server
1760,23,1,107,0,2025-08-07 14:25:57.520,ADMIN,10039,ДОСТАВКА,server
1760,24,1,108,0,2025-08-07 14:26:29.895,ADMIN,10029,доставка,server
1760,25,1,109,0,2025-08-07 14:30:12.176,ADMIN,10040,ДОСТАВКА,server
1760,26,1,110,0,2025-08-07 14:31:30.675,ADMIN,10039,в 14:31 през “Редактирай Серийни/Партидни №”,server
1760,27,1,111,0,2025-08-07 14:31:56.190,ADMIN,10040,в 14:31 през “Редактирай Серийни/Партидни №”,server
1760,28,1,112,0,2025-08-07 14:34:06.113,ADMIN,10040,в 14:34 през “Редактирай Серийни/Партидни №”,server
1760,29,1,113,0,2025-08-07 14:38:34.301,ADMIN,10013,Модифициране на обект,server
1760,30,1,114,0,2025-08-07 14:43:42.582,ADMIN,10039,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
1760,31,1,115,0,2025-08-07 14:45:16.441,ADMIN,10028,прехвърляне,server
1760,32,1,116,0,2025-08-07 14:45:16.456,ADMIN,10028,прехвърляне,server
1760,33,1,117,0,2025-08-07 14:45:18.347,ADMIN,10025,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
1760,34,1,118,0,2025-08-07 14:46:13.629,ADMIN,10028,прехвърляне,server
1760,35,1,119,0,2025-08-07 14:46:15.972,ADMIN,10025,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
1760,36,1,120,0,2025-08-08 07:57:57.209,ADMIN,10008,Модифициране на обект,server
1760,37,1,121,0,2025-08-08 07:58:45.752,ADMIN,10039,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
1760,38,1,122,0,2025-08-08 08:15:30.645,ADMIN,10029,прехвърляне,server
5261,0,1,123,0,2025-08-08 08:15:35.019,ADMIN,10040,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5261,1,1,124,0,2025-08-08 08:30:33.141,ADMIN,10028,прехвърляне,server
5261,2,1,125,0,2025-08-08 08:30:58.124,ADMIN,10029,прехвърляне,server
5261,3,1,126,0,2025-08-08 08:31:02.561,ADMIN,10040,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5261,4,1,127,0,2025-08-08 08:51:01.602,ADMIN,10038,прехвърляне,server
5261,5,1,128,0,2025-08-08 08:51:04.430,ADMIN,10040,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5261,6,1,129,0,2025-08-08 13:59:54.265,ADMIN,10029,прехвърляне,server
5261,7,1,130,0,2025-08-08 14:00:13.857,ADMIN,10029,прехвърляне,server
5261,8,1,131,0,2025-08-08 14:00:35.996,ADMIN,10029,прехвърляне,server
5261,9,1,132,0,2025-08-08 14:00:42.793,ADMIN,10040,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5261,10,1,133,0,2025-08-11 09:10:36.680,ADMIN,10049,Складове и Стоки,server
5261,11,1,134,0,2025-08-11 13:55:29.916,ADMIN,10039,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5261,12,1,135,0,2025-08-11 14:42:14.050,ADMIN,10047,"Картотека Доставчици - фирми и лица, от които ни",server
5261,13,1,136,0,2025-08-11 14:44:48.563,ADMIN,10039,ДОСТАВКА,server
5261,14,1,137,0,2025-08-12 12:48:05.434,ADMIN,10023,Складове и Стоки,server
5261,15,1,138,0,2025-08-12 12:48:48.806,ADMIN,10023,Складове и Стоки,server
5261,16,1,139,0,2025-08-12 12:49:13.445,ADMIN,10023,Складове и Стоки,server
5261,17,1,140,0,2025-08-12 12:50:17.550,ADMIN,10023,Складове и Стоки,server
5261,18,1,141,0,2025-08-12 13:01:52.758,ADMIN,10039,в 13:01 през “Складове и Стоки”,server
5261,19,1,142,0,2025-08-12 13:02:17.249,ADMIN,10040,в 13:02 през “Складове и Стоки”,server
5261,20,1,143,0,2025-08-12 13:02:32.008,ADMIN,10040,в 13:02 през “Складове и Стоки”,server
5261,21,1,144,0,2025-08-12 13:15:19.822,ADMIN,10040,в 13:15 през “Редактирай Серийни/Партидни №”,server
5261,22,1,145,0,2025-08-12 13:15:39.209,ADMIN,10040,в 13:15 през “Редактирай Серийни/Партидни №”,server
5261,23,1,146,0,2025-08-12 13:16:04.864,ADMIN,10040,в 13:16 през “Складове и Стоки”,server
5261,24,1,147,0,2025-08-12 13:18:09.467,ADMIN,10040,в 13:18 през “Редактирай Серийни/Партидни №”,server
5261,25,1,148,0,2025-08-12 13:18:16.465,ADMIN,10004,Партиди за “Електрохимичен кислороден анализатор,server
5261,26,1,149,0,2025-08-12 13:18:22.886,ADMIN,10040,в 13:18 през “Редактирай Серийни/Партидни №”,server
5261,27,1,150,0,2025-08-12 13:18:42.564,ADMIN,10004,Партиди за “Електрохимичен кислороден анализатор,server
5261,28,1,151,0,2025-08-12 13:18:59.148,ADMIN,10040,в 13:18 през “Редактирай Серийни/Партидни №”,server
5261,29,1,152,0,2025-08-12 13:19:16.251,ADMIN,10040,в 13:19 през “Редактирай Серийни/Партидни №”,server
5261,30,1,153,0,2025-08-12 13:19:23.251,ADMIN,10004,Партиди за “Електрохимичен кислороден анализатор,server
5261,31,1,154,0,2025-08-12 13:19:24.032,ADMIN,10004,Партиди за “Електрохимичен кислороден анализатор,server
5261,32,1,155,0,2025-08-12 13:19:37.167,ADMIN,10040,в 13:19 през “Редактирай Серийни/Партидни №”,server
5261,33,1,156,0,2025-08-12 13:19:55.236,ADMIN,10040,в 13:19 през “Редактирай Серийни/Партидни №”,server
5261,34,1,157,0,2025-08-12 13:20:26.327,ADMIN,10040,в 13:20 през “Складове и Стоки”,server
5261,35,1,158,0,2025-08-12 14:19:25.937,ADMIN,10010,Модифициране на обект,server
5261,36,1,159,0,2025-08-12 14:19:42.327,ADMIN,10010,Модифициране на обект,server
5267,0,1,160,0,2025-08-12 14:20:00.883,ADMIN,10010,Модифициране на обект,server
5267,1,1,161,0,2025-08-12 14:20:15.889,ADMIN,10010,Модифициране на обект,server
5267,2,1,162,0,2025-08-12 14:20:25.504,ADMIN,10010,Модифициране на обект,server
5267,3,1,163,0,2025-08-12 14:20:37.107,ADMIN,10010,Модифициране на обект,server
5267,4,1,164,0,2025-08-12 14:20:53.112,ADMIN,10010,Модифициране на обект,server
5267,5,1,165,0,2025-08-12 14:21:09.700,ADMIN,10010,Модифициране на обект,server
5267,6,1,166,0,2025-08-12 14:21:20.720,ADMIN,10010,Модифициране на обект,server
5267,7,1,167,0,2025-08-12 14:26:57.907,ADMIN,10049,Складове и Стоки,server
5267,8,1,168,0,2025-08-12 14:30:15.118,ADMIN,10002,Складове и Стоки,server
5267,9,1,169,0,2025-08-12 14:33:00.425,ADMIN,10002,Складове и Стоки,server
5267,10,1,170,0,2025-08-13 09:09:10.967,ADMIN,10039,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5267,11,1,171,0,2025-08-13 09:11:04.117,ADMIN,10039,в 09:11 през “Складове и Стоки”,server
5267,12,1,172,0,2025-08-13 09:15:57.569,ADMIN,10029,прехвърляне,server
5267,13,1,173,0,2025-08-13 09:16:14.568,ADMIN,10038,прехвърляне,server
5267,14,1,174,0,2025-08-13 09:16:17.817,ADMIN,10040,ПРЕХВЪРЛЯНЕ НА СТОКИ,server
5267,15,1,175,0,2025-08-13 09:17:40.984,ADMIN,10040,в 09:17 през “Складове и Стоки”,server
5267,16,1,176,0,2025-08-13 09:20:31.517,ADMIN,10049,Складове и Стоки,server
5267,17,1,177,0,2025-08-13 09:21:01.780,ADMIN,10047,"Картотека Доставчици - фирми и лица, от които ни",server
5267,18,1,178,0,2025-08-13 09:22:13.261,ADMIN,10039,ДОСТАВКА,server
5267,19,1,179,0,2025-08-13 09:25:00.836,ADMIN,10040,в 09:25 през “Складове и Стоки”,server
5267,20,1,180,0,2025-08-13 09:38:41.093,ADMIN,10047,"Картотека Доставчици - фирми и лица, от които ни",server
5267,21,1,181,0,2025-08-13 09:39:19.403,ADMIN,10048,Складове и Стоки,server
5267,22,1,182,0,2025-08-13 09:40:41.507,ADMIN,10049,Складове и Стоки,server
5267,23,1,183,0,2025-08-13 09:41:17.551,ADMIN,10023,Складове и Стоки,server
5267,24,1,184,0,2025-08-13 09:41:28.238,ADMIN,10022,Складове и Стоки,server
5267,25,1,185,0,2025-08-13 09:42:20.045,ADMIN,10039,ДОСТАВКА,server
5267,26,1,186,2,2025-08-13 15:02:12.374,ADMIN,10039,от план (АЕM-Z 500 kW),server
5267,27,1,187,2,2025-08-13 15:02:13.127,ADMIN,10039,от план (АЕМ 10 kW),server
5267,28,1,188,2,2025-08-13 15:02:14.216,ADMIN,10039,от план (АЕМ-Z 30 kW),server
5267,29,1,189,2,2025-08-13 15:02:28.095,ADMIN,10003,Складове и Стоки,server
5267,30,1,190,2,2025-08-13 15:02:55.936,ADMIN,10025,Производство,server
5267,31,1,191,2,2025-08-13 15:26:56.530,ADMIN,10003,Складове и Стоки,server
5267,32,1,192,2,2025-08-13 15:26:57.655,ADMIN,10040,от план (АЕМ-Z 30 kW),server
5267,33,1,194,2,2025-08-13 15:28:05.219,ADMIN,10010,Модифициране на обект,server
5267,34,1,195,2,2025-08-13 15:28:14.910,ADMIN,10003,Складове и Стоки,server
5267,35,1,196,2,2025-08-13 15:28:16.070,ADMIN,10040,от план (АЕМ-Z 30 kW),server
5267,36,1,197,2,2025-08-14 15:27:54.430,ADMIN,10039,в 15:27 през “Складове и Стоки”,server
5267,37,1,198,2,2025-08-14 15:28:13.507,ADMIN,10040,в 15:28 през “Складове и Стоки”,server
5267,38,1,199,2,2025-08-15 07:54:59.690,ADMIN,10047,"Картотека Доставчици - фирми и лица, от които ни",server
5400,0,1,200,2,2025-08-15 07:59:56.764,ADMIN,10003,Складове и Стоки,server
5400,1,1,201,2,2025-08-15 08:02:23.034,ADMIN,10049,Складове и Стоки,server
5400,2,1,202,2,2025-08-15 08:05:32.057,ADMIN,10003,Складове и Стоки,server
5400,3,1,203,2,2025-08-15 08:05:34.010,ADMIN,10040,от план (АЕM-Z 500 kW),server
5400,4,1,204,2,2025-08-15 08:05:34.698,ADMIN,10040,от план (АЕМ 10 kW),server
5400,5,1,205,2,2025-08-15 08:05:35.666,ADMIN,10040,от план (АЕМ-Z 30 kW),server
5400,6,1,206,2,2025-08-15 08:07:43.356,ADMIN,10039,ДОСТАВКА,server
5400,7,1,207,2,2025-08-15 08:21:36.992,ADMIN,10049,Складове и Стоки,server
5400,8,1,208,2,2025-08-15 08:24:17.233,ADMIN,10010,Модифициране на обект,server
5400,9,1,209,2,2025-08-15 08:25:05.255,ADMIN,10048,Складове и Стоки,server
5400,10,1,210,2,2025-08-15 08:26:25.242,ADMIN,10023,Складове и Стоки,server
5400,11,1,211,2,2025-08-15 08:26:25.289,ADMIN,10023,Складове и Стоки,server
5400,12,1,212,2,2025-08-15 08:26:25.320,ADMIN,10023,Складове и Стоки,server
5400,13,1,213,2,2025-08-15 08:26:25.352,ADMIN,10023,Складове и Стоки,server
5400,14,1,214,2,2025-08-15 08:26:25.398,ADMIN,10023,Складове и Стоки,server
5400,15,1,215,2,2025-08-15 08:26:25.430,ADMIN,10023,Складове и Стоки,server
5400,16,1,216,2,2025-08-15 08:26:25.461,ADMIN,10023,Складове и Стоки,server
5400,17,1,217,2,2025-08-15 08:27:28.456,ADMIN,10049,Складове и Стоки,server
5400,18,1,218,2,2025-08-15 08:28:29.337,ADMIN,10049,Складове и Стоки,server
5400,19,1,219,2,2025-08-15 08:29:46.859,ADMIN,10049,Складове и Стоки,server
5400,20,1,220,2,2025-08-15 08:30:40.969,ADMIN,10049,Складове и Стоки,server
5400,21,1,221,2,2025-08-15 08:31:40.855,ADMIN,10049,Складове и Стоки,server
5400,22,1,222,2,2025-08-15 08:33:21.331,ADMIN,10049,Складове и Стоки,server
5400,23,1,223,2,2025-08-15 08:38:27.629,ADMIN,10049,Складове и Стоки,server
5400,24,1,224,2,2025-08-15 08:39:25.281,ADMIN,10049,Складове и Стоки,server
5400,25,1,225,2,2025-08-15 08:40:25.511,ADMIN,10049,Складове и Стоки,server
5400,26,1,226,2,2025-08-15 08:41:21.360,ADMIN,10049,Складове и Стоки,server
5400,27,1,227,2,2025-08-15 08:42:56.986,ADMIN,10049,Складове и Стоки,server
5400,28,1,228,2,2025-08-15 08:44:43.244,ADMIN,10049,Складове и Стоки,server
5400,29,1,229,2,2025-08-15 08:45:41.107,ADMIN,10049,Складове и Стоки,server
5400,30,1,230,2,2025-08-15 08:47:11.179,ADMIN,10049,Складове и Стоки,server
5400,31,1,231,2,2025-08-15 08:47:48.635,ADMIN,10049,Складове и Стоки,server
5400,32,1,232,2,2025-08-15 08:48:30.820,ADMIN,10049,Складове и Стоки,server
5400,33,1,233,2,2025-08-15 08:50:36.155,ADMIN,10049,Складове и Стоки,server
5400,34,1,234,2,2025-08-15 08:52:30.147,ADMIN,10049,Складове и Стоки,server
5400,35,1,235,2,2025-08-15 08:53:27.228,ADMIN,10049,Складове и Стоки,server
5400,36,1,236,2,2025-08-15 08:54:38.053,ADMIN,10049,Складове и Стоки,server
5400,37,1,237,2,2025-08-15 08:54:58.741,ADMIN,10048,Складове и Стоки,server
5400,38,1,238,2,2025-08-15 08:56:13.275,ADMIN,10023,Складове и Стоки,server
5400,39,1,239,2,2025-08-15 08:56:13.322,ADMIN,10023,Складове и Стоки,server
5352,0,1,240,2,2025-08-15 08:56:13.353,ADMIN,10023,Складове и Стоки,server
5352,1,1,241,2,2025-08-15 08:56:13.400,ADMIN,10023,Складове и Стоки,server
5352,2,1,242,2,2025-08-15 08:56:13.431,ADMIN,10023,Складове и Стоки,server
5352,3,1,243,2,2025-08-15 08:56:13.462,ADMIN,10023,Складове и Стоки,server
5352,4,1,244,2,2025-08-15 08:56:13.509,ADMIN,10023,Складове и Стоки,server
5352,5,1,245,2,2025-08-15 08:56:13.540,ADMIN,10023,Складове и Стоки,server
5352,6,1,246,2,2025-08-15 08:56:13.572,ADMIN,10023,Складове и Стоки,server
5352,7,1,247,2,2025-08-15 08:56:13.618,ADMIN,10023,Складове и Стоки,server
5352,8,1,248,2,2025-08-15 08:56:13.650,ADMIN,10023,Складове и Стоки,server
5352,9,1,249,2,2025-08-15 08:56:13.681,ADMIN,10023,Складове и Стоки,server
5352,10,1,250,2,2025-08-15 08:56:13.728,ADMIN,10023,Складове и Стоки,server
5352,11,1,251,2,2025-08-15 08:56:13.759,ADMIN,10023,Складове и Стоки,server
5352,12,1,252,2,2025-08-15 08:56:13.790,ADMIN,10023,Складове и Стоки,server
5352,13,1,253,2,2025-08-15 08:56:13.837,ADMIN,10023,Складове и Стоки,server
5352,14,1,254,2,2025-08-15 09:44:31.135,ADMIN,10039,ДОСТАВКА,server
5352,15,1,255,2,2025-08-15 09:46:35.530,ADMIN,10003,Складове и Стоки,server
5352,16,1,256,2,2025-08-15 09:48:49.526,ADMIN,10027,Складове и Стоки,server
5352,17,1,257,2,2025-08-15 09:59:07.214,ADMIN,10027,Складове и Стоки,server
5352,18,1,258,2,2025-08-15 10:01:49.737,ADMIN,10010,Модифициране на обект,server
5352,19,1,259,2,2025-08-15 10:02:18.610,ADMIN,10027,Складове и Стоки,server
5352,20,1,260,2,2025-08-15 10:03:22.471,ADMIN,10010,Модифициране на обект,server
5352,21,1,261,2,2025-08-15 10:03:47.078,ADMIN,10010,Модифициране на обект,server
5352,22,1,262,2,2025-08-15 10:35:55.130,ADMIN,10002,Складове и Стоки,server
5352,23,1,263,2,2025-08-15 10:38:51.358,ADMIN,10023,Складове и Стоки,server
5352,24,1,264,2,2025-08-15 10:38:51.389,ADMIN,10023,Складове и Стоки,server
5352,25,1,265,2,2025-08-15 10:38:51.436,ADMIN,10023,Складове и Стоки,server
5352,26,1,266,2,2025-08-15 10:38:51.467,ADMIN,10023,Складове и Стоки,server
5352,27,1,267,2,2025-08-15 10:38:51.499,ADMIN,10023,Складове и Стоки,server
5352,28,1,268,2,2025-08-15 10:42:58.755,ADMIN,10022,Складове и Стоки,server
5352,29,1,269,2,2025-08-15 10:43:45.534,ADMIN,10009,Модифициране на обект,server
5352,30,1,270,2,2025-08-15 10:46:00.167,ADMIN,10023,Складове и Стоки,server
5352,31,1,271,2,2025-08-15 10:46:00.214,ADMIN,10023,Складове и Стоки,server
5352,32,1,272,2,2025-08-15 10:46:00.245,ADMIN,10023,Складове и Стоки,server
5352,33,1,273,2,2025-08-15 10:46:00.292,ADMIN,10023,Складове и Стоки,server
5352,34,1,274,2,2025-08-15 10:46:00.323,ADMIN,10023,Складове и Стоки,server
5352,35,1,275,2,2025-08-15 10:46:00.355,ADMIN,10023,Складове и Стоки,server
5352,36,1,276,2,2025-08-15 10:46:00.401,ADMIN,10023,Складове и Стоки,server
5352,37,1,277,2,2025-08-15 10:46:00.433,ADMIN,10023,Складове и Стоки,server
5352,38,1,278,2,2025-08-15 10:46:28.290,ADMIN,10027,Складове и Стоки,server
