__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,LV_ZA_USD,LV_ZA_DM,DM_ZA_USD,LV_ZA_1,LV_ZA_2,LV_ZA_3,LV_ZA_4,LV_ZA_5
6149,25,1,2026-02-09 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,26,1,2026-02-10 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,27,1,2026-02-11 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,28,1,2026-02-12 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,29,1,2026-02-13 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,30,1,2026-02-16 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,31,1,2026-02-17 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,32,1,2026-02-18 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,33,1,2026-02-19 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,34,1,2026-02-20 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,35,1,2026-02-23 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,36,1,2026-02-24 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,37,1,2026-02-25 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,38,1,2026-03-02 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,39,1,2026-03-04 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,40,1,2026-03-05 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
6149,41,1,2026-03-06 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,0,1,2026-03-09 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,1,1,2026-03-10 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,2,1,2026-03-11 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,3,1,2026-03-12 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,4,1,2026-03-13 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,5,1,2026-03-16 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,6,1,2026-03-17 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,7,1,2026-03-18 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,8,1,2026-03-19 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,9,1,2026-03-20 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,10,1,2026-03-23 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,11,1,2026-03-24 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,12,1,2026-03-25 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,13,1,2026-03-26 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,14,1,2026-03-27 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,15,1,2026-03-29 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,16,1,2026-03-30 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,17,1,2026-03-31 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,18,1,2026-04-01 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,19,1,2026-03-01 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,20,1,2026-04-02 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,21,1,2026-04-03 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,22,1,2026-04-06 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,23,1,2026-04-07 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,24,1,2026-04-08 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,25,1,2026-04-09 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,26,1,2026-04-14 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,27,1,2026-04-15 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,28,1,2026-04-16 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,29,1,2026-04-17 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,30,1,2026-04-21 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,31,1,2026-04-27 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,32,1,2026-04-30 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,33,1,2026-05-04 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,34,1,2026-05-05 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,35,1,2026-05-07 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,36,1,2026-05-06 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,37,1,2026-05-08 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,38,1,2026-05-13 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,39,1,2026-05-14 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
7700,40,1,2026-05-15 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,0,1,2026-05-18 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,1,1,2026-05-20 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,2,1,2026-05-21 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,3,1,2026-05-27 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,4,1,2026-05-28 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,5,1,2026-06-01 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,6,1,2026-06-03 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,7,1,2026-06-04 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,8,1,2026-06-05 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,9,1,2026-06-08 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,10,1,2026-06-10 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,11,1,2026-06-16 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,12,1,2026-06-17 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,13,1,2026-06-18 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,14,1,2026-06-23 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,15,1,2026-06-24 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,16,1,2026-06-26 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,17,1,2026-06-29 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,18,1,2026-06-30 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,19,1,2026-07-01 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,20,1,2026-07-02 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,21,1,2026-07-03 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,22,1,2026-07-07 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,23,1,2026-07-08 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,24,1,2026-07-09 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,25,1,2026-07-10 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,26,1,2026-07-14 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,27,1,2026-07-15 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,28,1,2026-07-20 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,29,1,2026-07-21 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,30,1,2026-07-22 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,31,1,2026-07-24 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,32,1,2026-07-27 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,33,1,2026-07-28 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,34,1,2026-07-29 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,35,1,2026-07-30 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,36,1,2026-08-03 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
8784,37,1,2026-08-04 00:00:00.000,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0
