__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DT_CHANGED,GRUPA,PARENT_GR,CODE,BARCODE,VALUTA_KUP,VALUTA_PROD_ED,VALUTA_PROD_DR,RAZFAS1,RAZFAS2,RELATOR,CENA_KUP,CENA_PROD_ED1,CENA_PROD_DR1,DDS_DEF,PROPS,NOTE,IS_SER_NO,MIN_KOLICH,MAX_KOLICH,DOSTAW,INTRASTAT,COUNTRY,TEGLO,TREND,IS_ACTIVE,ACC_TIP,EEO_NO,EEO_TEGLO,IS_ACTIVE_WEB,IS_ACTIVE_PARENT,IS_ACTIVE_WEB_PARENT,GROUP_ID,FOLLOW_NUM,ID_PROPS_GRP_G,IS_RESTRICT
5304,7,1,1333634774,ИТТ,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,8,1,1333264099,Suzhou VMA,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,9,1,1333634823,Аронов,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,10,1,1333634956,Delta instruments,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,11,1,1333263885,0. Разни,Неактивни,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,12,1,1323340576,Колена на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,13,1,1317652002,2. Консумативи,Неактивни,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,14,1,1301061286,500,0. Разни,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,15,1,1323161883,Неактивни,,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,16,1,1323166296,1.1.1. Части (Електролизьор),1.1 Електролизьор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,17,1,1333638947,Сензорматик,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,18,1,1320941339,WAGO,6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,ВАГО БЪЛГАРИЯ ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,19,1,1307952844,ЛД,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,20,1,1333634991,Апогей,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,21,1,1333635124,Деатрейд,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,22,1,1333635195,Инвест електроникс,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,23,1,1321252689,Други (Крепежи),4. Крепежи,,,M,M,M,,,,,,,0.0,,,N,,,ИТТ БЪЛГАРИЯ ЕООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,24,1,1323166330,1.1.2. Крепежи (Електролизьор),1.1 Електролизьор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,25,1,1307952791,Крисметал,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,КРИСМЕТАЛ,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,26,1,1323166373,1.1.3. Други (Електролизьор),1.1 Електролизьор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,27,1,1323248086,1. Съдове,,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,28,1,1311461327,ИФМ,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,ИФМ ЕЛЕКТРОНИК ЕООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,29,1,1323248171,2. Тръбни връзки,,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,30,1,1323250463,1.2. Очиска,1. Съдове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,31,1,1323250510,1.3. Металхидрид,1. Съдове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,32,1,1323342256,Муфи на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,33,1,1333637810,Метал-М,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,35,1,1308357732,Swagelok,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,CENTRAL FLUIDSYSTEMS S.R.O. / SWAGELOK,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,38,1,1307952692,АНГЕЛ СТОИЛОВ,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5304,40,1,1306232491,RS COMPONENTS,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,1,1,1310044804,Винтове,Други (Крепежи),,,L,L,L,,,,,,,0.0,,,N,,,ИТТ БЪЛГАРИЯ ЕООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,2,1,1307953003,Сити склад,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,3,1,1307952739,Джусита,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,4,1,1307952621,Genebre,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,GENEBRE,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,5,1,1306960968,Нидакс,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,НИДАКС БЪЛГАРИЯ  ЕООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,6,1,1307952772,Климатех,1. Фирми,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,7,1,1307052163,Burkert,ЛД,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,8,1,1323345409,Нипели на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,9,1,1323349899,Холендри на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,10,1,1306672554,Hard Tech,1. Фирми,,,L,L,L,,,0.0,0.0,0.0,0.0,0.0,,,N,0.0,0.0,,,,0.0,1.5,Y,0,,0.0,Y,Y,Y,0,0.0,,0
5477,11,1,1306672567,2) Материали за платки,1. Фирми,,,L,L,L,,,0.0,0.0,0.0,0.0,0.0,,,N,0.0,0.0,,,,0.0,1.5,Y,0,,0.0,Y,Y,Y,0,0.0,,0
5477,12,1,1323353396,Тройници на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,13,1,1323354695,Преходи на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,14,1,1323355614,Тапи на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,15,1,1323355865,Фитинги - Щуцер на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,16,1,1307952850,Логисофт,6. Електроника,,,L,L,L,,,,,,,0.0,,,P,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,17,1,1307659832,Павирани ООД,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,ПАВИРАНИ ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,18,1,1307861989,A.M.P.E.R.E. ALLOYS,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,A.M.P.E.R.E. ALLOYS SAS,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,19,1,1332244994,1.2.2 Съдове (Очиска),1.2. Очиска,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,20,1,1332245872,Вътрешна резба,Преходи на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,21,1,1323356754,Капи на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,22,1,1308433546,Ивда Гео,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,ИВДА-ГЕО ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,23,1,1323358154,Кръстове на резба,2.3. Фитинги на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,24,1,1323445623,Сензори,5. Устройства,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,25,1,1335154986,Ваго България,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,27,1,1309856783,МЕРКОМ ЕООД,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,МЕРКОМ ЕООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,28,1,1310044804,М3,4. Крепежи,,,L,L,L,,,,,,,0.0,,,P,,,ИТТ БЪЛГАРИЯ ЕООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,31,1,1310751576,ZIEHL-ABEGG,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,ZIEHL-ABEGG,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,32,1,1311132702,KOBOLD,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,33,1,1311142141,Редко,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,РЕДКО,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,35,1,1311233497,Светлю Шишков,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,СВЕТЛЮ ШИШКОВ С ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,37,1,1311450602,Тилком,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,ТИЛКОМ ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
5477,38,1,1311460174,Нирстрой,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,НИРСТРОЙ ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,1,1,1323446970,2.5.4. Вентили,2.5. Кранове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,2,1,1323451613,2.5.5. Клапани,2.5. Кранове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,3,1,1312033224,1.2.1. Части (Очиска),1.2. Очиска,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,4,1,1312156555,Хим - спектър,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,ХИМ-СПЕКТЪР ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,5,1,1323455742,"Прекъсвачи, Предпазители",6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,6,1,1312844172,Патлиджански,1. Фирми,,,L,L,L,,,,,,,0.0,,,N,,,ПАТЛИДЖАНСКИ ООД,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,7,1,1323455798,Клеми,6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,8,1,1323455855,Платки - Green Innovation,1) Грийн Иновейшън АД,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,9,1,1323456108,Контактори,6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,10,1,1323456186,Релета,6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,11,1,1316260612,Автометан,3. Инструменти,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,12,1,1316351890,3. Метални Елементи,,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,13,1,1316352003,Вътрешни изделия и детайли,0. Разни,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,14,1,1316363029,2.1. Тръби,2. Тръбни връзки,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,15,1,1316436703,2.2. Фитинги за заваряване,2. Тръбни връзки,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,16,1,1316439169,2.4. Фланци,2. Тръбни връзки,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,17,1,1316441951,2.3. Фитинги на резба,2. Тръбни връзки,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,18,1,1316441979,2.5. Кранове,2. Тръбни връзки,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,19,1,1316451782,"2.7. PP, Месинг, Хром връзки",2. Тръбни връзки,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,20,1,1316453162,4. Крепежи,,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,21,1,1316461545,5. Устройства,,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,22,1,1316464148,6. Електроника,,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,23,1,1317050399,7. Кабели,,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,24,1,1317061417,Кабелни Канали,7. Кабели,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,25,1,1317132313,1.1 Електролизьор,1. Съдове,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,26,1,1317561531,1. Пречистване на вода,9. Други,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,27,1,1317632742,8. Табло газ анализатор,,,,L,L,L,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,28,1,1323456297,Захранвания,6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,29,1,1323456376,Други (Електроника),6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,30,1,1323456580,Шини (Електроника),6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,31,1,1323457729,"Схеми, софтуери",4. Услуги,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,32,1,1323769391,Комет електроникс,Клеми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,33,1,1325366885,2.8. Маркучи,2. Тръбни връзки,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,34,1,1330247237,0. За фактури,9. Други,,,M,M,M,,,,,,,0.0,,,P,0.0,0.0,ADEV S.R.L.,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
6050,35,1,1330345460,Жиланови,6. Електроника,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,0,1,1330737428,"Кабелни накрайници, обувки",7. Кабели,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,1,1,1332245907,М/Ж резба,Преходи на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,2,1,1332246006,Външна резба,Преходи на резба,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
