__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,DT_DOC,DT_DOC_2S,DT_CHANGED,KASA,SMETKA,FIRMA,F_CONTACT,USD,DM,LV,S_1,S_2,S_3,S_4,S_5,LV_ZA_USD,LV_ZA_DM,DM_ZA_USD,LV_ZA_1,LV_ZA_2,LV_ZA_3,LV_ZA_4,LV_ZA_5,OWNER,SIGN_BY,PROPS,NOTE,IS_OPEN,IS_2S,CD_H_NUMBER,CD_H_DATE,IO_DATE,IO_DATE2
5724,26,1,43625906,1310550661,1310550661,1310642031,Z,0000000056,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5724,27,1,44997332,1310657284,1310657284,1310662837,Z,0000000057,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,0,1,37886824,1310740230,1310740230,1310759224,Z,0000000058,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,1,1,39480179,1310843561,1310843561,1310843623,Z,0000000059,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,2,1,49663305,1311140365,1311140365,1311162936,Z,0000000060,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,3,1,49723446,1311233739,1311233739,1311234185,Z,0000000061,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,4,1,49557151,1311339188,1311339188,1311339217,Z,0000000062,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,5,1,49018087,1311451136,1311451136,1311463516,Z,0000000063,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,6,1,49149689,1311858175,1311858175,1311858226,Z,0000000064,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,7,1,38298100,1311938565,1311938565,1312062479,Z,0000000065,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,8,1,44490305,1312135045,1312135045,1312162222,Z,0000000066,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,9,1,41497903,1312251064,1312251064,1312251099,Z,0000000067,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,10,1,45255950,1312550865,1312550865,1312643117,Z,0000000068,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,11,1,36499861,1312738050,1312738050,1312845088,Z,0000000069,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,12,1,35692654,1312845098,1312845098,1312845147,Z,0000000070,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,13,1,44723633,1312930189,1312930189,1312933937,Z,0000000071,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,14,1,39256853,1313234272,1313234272,1313234402,Z,0000000072,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,15,1,49656560,1313538962,1313538962,1313539018,Z,0000000073,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,16,1,42987026,1313541231,1313541231,1313551341,Z,0000000074,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,17,1,49142060,1313632692,1313632692,1313644548,Z,0000000075,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,18,1,41569782,1314035247,1314035247,1314063172,Z,0000000076,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,19,1,40312398,1315333698,1315333698,1316142743,Z,0000000077,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,20,1,36852337,1315438557,1315438557,1316142623,Z,0000000078,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,21,1,37533511,1315545054,1315545054,1316142787,Z,0000000079,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,22,1,40780478,1316032631,1316032631,1316142882,Z,0000000080,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,23,1,37499944,1316141600,1316141600,1316254266,Z,0000000081,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,24,1,37883119,1316253644,1316253644,1316260576,Z,0000000082,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,25,1,43577413,1316342648,1316342648,1316346011,Z,0000000083,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,26,1,42282840,1316357277,1316357277,1322062955,Z,0000000084,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
5618,27,1,36238823,1316432919,1316432919,1316462370,Z,0000000085,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,0,1,37829421,1317052389,1317052389,1317759886,Z,0000000086,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,1,1,49905712,1317432145,1317432145,1317759933,Z,0000000087,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,2,1,46291449,1317542707,1317542707,1320961566,Z,0000000088,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,3,1,38333754,1317734014,1317734014,1317764750,Z,0000000089,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,4,1,48598038,1317833179,1317833179,1317863362,Z,0000000090,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,5,1,43185378,1318135780,1318135780,1318240163,Z,0000000091,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,6,1,42613800,1318241881,1318241881,1318259069,Z,0000000092,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,7,1,35224292,1318335519,1318335519,1318360534,Z,0000000093,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,,,,N,,,0,0
6382,9,1,37650844,1318346350,1318346350,1318346350,I,0000000094, без превозвач,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,11,1,40231057,1318346353,1318346353,1318346353,I,0000000095, без превозвач,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,13,1,43049009,1318346356,1318346356,1318346368,I,0000000096,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,15,1,35763843,1318348547,1318348547,1318348547,I,0000000097, без превозвач,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,17,1,46804688,1318433239,1318433239,1319032874,I,0000000099,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,Радослав,,N,,,,
6382,19,1,47819542,1318436637,1318436637,1318436966,I,0000000100,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,Тино,,N,,,,
6382,21,1,50175434,1318449003,1318449003,1318456187,Z,0000000103,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,,N,,,0,0
6382,22,1,37006463,1318450478,1318450478,1318533196,Z,0000000104,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,Георги,,N,,,0,0
6382,23,1,44862267,1318437994,1318437994,1318437994,I,0000000102, без превозвач,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,25,1,41890325,1318460551,1318460551,1322754736,I,0000000105,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,,N,,,,
6382,27,1,47119218,1318541421,1318541421,1318862243,Z,0000000109,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,,N,,,0,0
6382,28,1,37753273,1318533368,1318533368,1318533372,I,0000000108,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,29,1,46816866,1318460663,1318460663,1318460663,I,0000000107, без превозвач,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,Y,N,,,,
6382,31,1,40796851,1318855418,1318855418,1318864861,Z,0000000110,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,,,N,,,0,0
6382,32,1,39775059,1318940813,1318940813,1319135085,Z,0000000111,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,Георги,,N,,,0,0
6382,33,1,37772410,1318951854,1318951854,1318956788,Z,0000000112,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,Николай,,N,,,0,0
7098,1,1,37338288,1319034377,1319034377,1319041729,I,0000000113,Склад,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,Yordan Markov,,,Николай,,N,,,,
