__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,USER_ID,KASA,SKLAD,READ_ONLY
7780,14,1,Гост,D,Склад,
7780,15,1,Гост,E,Склад,
7780,16,1,Гост,F,Склад,
7780,17,1,Гост,G,Склад,
7780,18,1,Гост,H,Склад,
7780,19,1,Гост,I,Склад,
7780,20,1,Гост,J,Склад,
7780,21,1,Гост,K,Склад,
7780,22,1,Гост,L,Склад,
7780,23,1,Гост,M,Склад,
7780,24,1,Гост,N,Склад,
7780,25,1,Гост,O,Склад,
7780,26,1,Гост,P,Склад,
7780,27,1,Гост,Q,Склад,
7780,28,1,Гост,R,Склад,
7780,29,1,Гост,S,Склад,
7780,30,1,Гост,T,Склад,
7780,31,1,Гост,U,Склад,
7780,32,1,Гост,V,Склад,
7780,33,1,Гост,W,Склад,
7780,34,1,Гост,X,Склад,
7780,35,1,Гост,Y,Склад,
7780,36,1,Гост,Z,Склад,
7780,37,1,Одитор,A,Склад,
7780,38,1,Одитор,B,Склад,
7780,39,1,Одитор,C,Склад,
7780,40,1,Одитор,D,Склад,
7780,41,1,Одитор,E,Склад,
7780,42,1,Одитор,F,Склад,
7780,43,1,Одитор,G,Склад,
7780,44,1,Одитор,H,Склад,
7780,45,1,Одитор,I,Склад,
7780,46,1,Одитор,J,Склад,
7780,47,1,Одитор,K,Склад,
7780,48,1,Одитор,L,Склад,
7780,49,1,Одитор,M,Склад,
7780,50,1,Одитор,N,Склад,
7780,51,1,Одитор,O,Склад,
7780,52,1,Одитор,P,Склад,
7780,53,1,Одитор,Q,Склад,
7780,54,1,Одитор,R,Склад,
7780,55,1,Одитор,S,Склад,
7780,56,1,Одитор,T,Склад,
7780,57,1,Одитор,U,Склад,
7780,58,1,Одитор,V,Склад,
7780,59,1,Одитор,W,Склад,
7780,60,1,Одитор,X,Склад,
7780,61,1,Одитор,Y,Склад,
7780,62,1,Одитор,Z,Склад,
7780,63,1,ADMIN,A,Склад,
7781,1,1,ADMIN,B,Склад,
7781,2,1,ADMIN,C,Склад,
7781,3,1,ADMIN,D,Склад,
7781,4,1,ADMIN,E,Склад,
7781,5,1,ADMIN,F,Склад,
7781,6,1,ADMIN,G,Склад,
7781,7,1,ADMIN,H,Склад,
7781,8,1,ADMIN,I,Склад,
7781,9,1,ADMIN,J,Склад,
7781,10,1,ADMIN,K,Склад,
7781,11,1,ADMIN,L,Склад,
7781,12,1,ADMIN,M,Склад,
7781,13,1,ADMIN,N,Склад,
7781,14,1,ADMIN,O,Склад,
7781,15,1,ADMIN,P,Склад,
7781,16,1,ADMIN,Q,Склад,
7781,17,1,ADMIN,R,Склад,
7781,18,1,ADMIN,S,Склад,
7781,19,1,ADMIN,T,Склад,
7781,20,1,ADMIN,U,Склад,
7781,21,1,ADMIN,V,Склад,
7781,22,1,ADMIN,W,Склад,
7781,23,1,ADMIN,X,Склад,
7781,24,1,ADMIN,Y,Склад,
7781,25,1,Yordan Markov,A,"Склад 3, 10/30kW",
7781,26,1,Yordan Markov,B,"Склад 3, 10/30kW",
7781,27,1,Yordan Markov,C,"Склад 3, 10/30kW",
7781,28,1,Yordan Markov,D,"Склад 3, 10/30kW",
7781,29,1,Yordan Markov,E,"Склад 3, 10/30kW",
7781,30,1,Yordan Markov,F,"Склад 3, 10/30kW",
7781,31,1,Yordan Markov,G,"Склад 3, 10/30kW",
7781,32,1,Yordan Markov,H,"Склад 3, 10/30kW",
7781,33,1,Yordan Markov,I,"Склад 3, 10/30kW",
7781,34,1,Yordan Markov,J,"Склад 3, 10/30kW",
7781,35,1,Yordan Markov,K,"Склад 3, 10/30kW",
7781,36,1,Yordan Markov,L,"Склад 3, 10/30kW",
7781,37,1,Yordan Markov,M,"Склад 3, 10/30kW",
7781,38,1,Yordan Markov,N,"Склад 3, 10/30kW",
7781,39,1,Yordan Markov,O,"Склад 3, 10/30kW",
7781,40,1,Yordan Markov,P,"Склад 3, 10/30kW",
7781,41,1,Yordan Markov,Q,"Склад 3, 10/30kW",
7781,42,1,Yordan Markov,R,"Склад 3, 10/30kW",
7781,43,1,Yordan Markov,S,"Склад 3, 10/30kW",
7781,44,1,Yordan Markov,T,"Склад 3, 10/30kW",
7781,45,1,Yordan Markov,U,"Склад 3, 10/30kW",
7781,46,1,Yordan Markov,V,"Склад 3, 10/30kW",
7781,47,1,Yordan Markov,W,"Склад 3, 10/30kW",
7781,48,1,Yordan Markov,X,"Склад 3, 10/30kW",
7781,49,1,Yordan Markov,Y,"Склад 3, 10/30kW",
7781,50,1,Yordan Markov,Z,"Склад 3, 10/30kW",
7781,51,1,Гост,A,"Склад 3, 10/30kW",
7781,52,1,ADMIN,Z,Склад,
7781,53,1,ADMIN,A,"Склад 3, 10/30kW",
7781,54,1,ADMIN,B,"Склад 3, 10/30kW",
7781,55,1,ADMIN,C,"Склад 3, 10/30kW",
7781,56,1,ADMIN,D,"Склад 3, 10/30kW",
7784,0,1,Гост,B,"Склад 3, 10/30kW",
7784,1,1,Гост,C,"Склад 3, 10/30kW",
7784,2,1,Гост,D,"Склад 3, 10/30kW",
7784,3,1,Гост,E,"Склад 3, 10/30kW",
7784,4,1,Гост,F,"Склад 3, 10/30kW",
7784,5,1,Гост,G,"Склад 3, 10/30kW",
7784,6,1,Гост,H,"Склад 3, 10/30kW",
7784,7,1,Гост,I,"Склад 3, 10/30kW",
7784,8,1,Гост,J,"Склад 3, 10/30kW",
7784,9,1,Гост,K,"Склад 3, 10/30kW",
7784,10,1,Гост,L,"Склад 3, 10/30kW",
7784,11,1,Гост,M,"Склад 3, 10/30kW",
7784,12,1,Гост,N,"Склад 3, 10/30kW",
7784,13,1,Гост,O,"Склад 3, 10/30kW",
7784,14,1,Гост,P,"Склад 3, 10/30kW",
7784,15,1,Гост,Q,"Склад 3, 10/30kW",
7784,16,1,Гост,R,"Склад 3, 10/30kW",
7784,17,1,Гост,S,"Склад 3, 10/30kW",
7784,18,1,Гост,T,"Склад 3, 10/30kW",
7784,19,1,Гост,U,"Склад 3, 10/30kW",
7784,20,1,Гост,V,"Склад 3, 10/30kW",
7784,21,1,Гост,W,"Склад 3, 10/30kW",
7784,22,1,Гост,X,"Склад 3, 10/30kW",
7784,23,1,Гост,Y,"Склад 3, 10/30kW",
7784,24,1,Гост,Z,"Склад 3, 10/30kW",
7784,25,1,Одитор,A,"Склад 3, 10/30kW",
7784,26,1,Одитор,B,"Склад 3, 10/30kW",
7784,27,1,Одитор,C,"Склад 3, 10/30kW",
7784,28,1,Одитор,D,"Склад 3, 10/30kW",
7784,29,1,Одитор,E,"Склад 3, 10/30kW",
7784,30,1,Одитор,F,"Склад 3, 10/30kW",
7784,31,1,Одитор,G,"Склад 3, 10/30kW",
7784,32,1,Одитор,H,"Склад 3, 10/30kW",
7784,33,1,Одитор,I,"Склад 3, 10/30kW",
7784,34,1,Одитор,J,"Склад 3, 10/30kW",
7784,35,1,Одитор,K,"Склад 3, 10/30kW",
7784,36,1,Одитор,L,"Склад 3, 10/30kW",
7784,37,1,Одитор,M,"Склад 3, 10/30kW",
7784,38,1,Одитор,N,"Склад 3, 10/30kW",
7784,39,1,Одитор,O,"Склад 3, 10/30kW",
7784,40,1,Одитор,P,"Склад 3, 10/30kW",
7784,41,1,Одитор,Q,"Склад 3, 10/30kW",
7784,42,1,Одитор,R,"Склад 3, 10/30kW",
7784,43,1,Одитор,S,"Склад 3, 10/30kW",
7784,44,1,Одитор,T,"Склад 3, 10/30kW",
7784,45,1,Одитор,U,"Склад 3, 10/30kW",
7784,46,1,Одитор,V,"Склад 3, 10/30kW",
7784,47,1,Одитор,W,"Склад 3, 10/30kW",
7784,48,1,Одитор,X,"Склад 3, 10/30kW",
7784,49,1,Одитор,Y,"Склад 3, 10/30kW",
7784,50,1,Одитор,Z,"Склад 3, 10/30kW",
7784,51,1,ADMIN,E,"Склад 3, 10/30kW",
7784,52,1,ADMIN,F,"Склад 3, 10/30kW",
7784,53,1,ADMIN,G,"Склад 3, 10/30kW",
7784,54,1,ADMIN,H,"Склад 3, 10/30kW",
7784,55,1,ADMIN,I,"Склад 3, 10/30kW",
7785,1,1,ADMIN,J,"Склад 3, 10/30kW",
7785,2,1,ADMIN,K,"Склад 3, 10/30kW",
7785,3,1,ADMIN,L,"Склад 3, 10/30kW",
7785,4,1,ADMIN,M,"Склад 3, 10/30kW",
7785,5,1,ADMIN,N,"Склад 3, 10/30kW",
7785,6,1,ADMIN,O,"Склад 3, 10/30kW",
7785,7,1,ADMIN,P,"Склад 3, 10/30kW",
7785,8,1,ADMIN,Q,"Склад 3, 10/30kW",
7785,9,1,ADMIN,R,"Склад 3, 10/30kW",
7785,10,1,ADMIN,S,"Склад 3, 10/30kW",
7785,11,1,ADMIN,T,"Склад 3, 10/30kW",
7785,12,1,ADMIN,U,"Склад 3, 10/30kW",
7785,13,1,ADMIN,V,"Склад 3, 10/30kW",
7785,14,1,ADMIN,W,"Склад 3, 10/30kW",
7785,15,1,ADMIN,X,"Склад 3, 10/30kW",
7785,16,1,ADMIN,Y,"Склад 3, 10/30kW",
7785,17,1,ADMIN,Z,"Склад 3, 10/30kW",
7785,18,1,ADMIN,A,"Склад производство, 500kW",
7785,19,1,ADMIN,B,"Склад производство, 500kW",
7785,20,1,ADMIN,C,"Склад производство, 500kW",
7785,21,1,Yordan Markov,A,"Склад производство, 500kW",
7785,22,1,Yordan Markov,B,"Склад производство, 500kW",
7785,23,1,Yordan Markov,C,"Склад производство, 500kW",
7785,24,1,Yordan Markov,D,"Склад производство, 500kW",
7785,25,1,Yordan Markov,E,"Склад производство, 500kW",
7785,26,1,Yordan Markov,F,"Склад производство, 500kW",
7785,27,1,Yordan Markov,G,"Склад производство, 500kW",
7785,28,1,Yordan Markov,H,"Склад производство, 500kW",
7785,29,1,Yordan Markov,I,"Склад производство, 500kW",
7785,30,1,Yordan Markov,J,"Склад производство, 500kW",
7785,31,1,Yordan Markov,K,"Склад производство, 500kW",
7785,32,1,Yordan Markov,L,"Склад производство, 500kW",
7785,33,1,Yordan Markov,M,"Склад производство, 500kW",
7785,34,1,Yordan Markov,N,"Склад производство, 500kW",
7785,35,1,Yordan Markov,O,"Склад производство, 500kW",
7785,36,1,Yordan Markov,P,"Склад производство, 500kW",
7785,37,1,Yordan Markov,Q,"Склад производство, 500kW",
7785,38,1,Yordan Markov,R,"Склад производство, 500kW",
7785,39,1,Yordan Markov,S,"Склад производство, 500kW",
7785,40,1,Yordan Markov,T,"Склад производство, 500kW",
7785,41,1,Yordan Markov,U,"Склад производство, 500kW",
7785,42,1,Yordan Markov,V,"Склад производство, 500kW",
7785,43,1,Yordan Markov,W,"Склад производство, 500kW",
7785,44,1,Yordan Markov,X,"Склад производство, 500kW",
7785,45,1,Yordan Markov,Y,"Склад производство, 500kW",
7785,46,1,Yordan Markov,Z,"Склад производство, 500kW",
7785,47,1,ADMIN,D,"Склад производство, 500kW",
7785,48,1,ADMIN,E,"Склад производство, 500kW",
7785,49,1,ADMIN,F,"Склад производство, 500kW",
7786,0,1,Гост,A,"Склад производство, 500kW",
7786,1,1,Гост,B,"Склад производство, 500kW",
7786,2,1,Гост,C,"Склад производство, 500kW",
7786,3,1,Гост,D,"Склад производство, 500kW",
7786,4,1,Гост,E,"Склад производство, 500kW",
7786,5,1,Гост,F,"Склад производство, 500kW",
7786,6,1,Гост,G,"Склад производство, 500kW",
7786,7,1,Гост,H,"Склад производство, 500kW",
7786,8,1,Гост,I,"Склад производство, 500kW",
7786,9,1,Гост,J,"Склад производство, 500kW",
7786,10,1,Гост,K,"Склад производство, 500kW",
7786,11,1,Гост,L,"Склад производство, 500kW",
7786,12,1,Гост,M,"Склад производство, 500kW",
7786,13,1,Гост,N,"Склад производство, 500kW",
7786,14,1,Гост,O,"Склад производство, 500kW",
7786,15,1,Гост,P,"Склад производство, 500kW",
7786,16,1,Гост,Q,"Склад производство, 500kW",
7786,17,1,Гост,R,"Склад производство, 500kW",
7786,18,1,Гост,S,"Склад производство, 500kW",
7786,19,1,Гост,T,"Склад производство, 500kW",
7786,20,1,Гост,U,"Склад производство, 500kW",
7786,21,1,Гост,V,"Склад производство, 500kW",
7786,22,1,Гост,W,"Склад производство, 500kW",
7786,23,1,Гост,X,"Склад производство, 500kW",
7786,24,1,Гост,Y,"Склад производство, 500kW",
7786,25,1,Гост,Z,"Склад производство, 500kW",
7786,26,1,Одитор,A,"Склад производство, 500kW",
7786,27,1,Одитор,B,"Склад производство, 500kW",
7786,28,1,Одитор,C,"Склад производство, 500kW",
7786,29,1,Одитор,D,"Склад производство, 500kW",
7786,30,1,Одитор,E,"Склад производство, 500kW",
7786,31,1,Одитор,F,"Склад производство, 500kW",
7786,32,1,Одитор,G,"Склад производство, 500kW",
7786,33,1,Одитор,H,"Склад производство, 500kW",
7786,34,1,Одитор,I,"Склад производство, 500kW",
7786,35,1,Одитор,J,"Склад производство, 500kW",
7786,36,1,Одитор,K,"Склад производство, 500kW",
7786,37,1,Одитор,L,"Склад производство, 500kW",
7786,38,1,Одитор,M,"Склад производство, 500kW",
7786,39,1,Одитор,N,"Склад производство, 500kW",
7786,40,1,Одитор,O,"Склад производство, 500kW",
7786,41,1,Одитор,P,"Склад производство, 500kW",
7786,42,1,Одитор,Q,"Склад производство, 500kW",
7786,43,1,Одитор,R,"Склад производство, 500kW",
7786,44,1,Одитор,S,"Склад производство, 500kW",
7786,45,1,Одитор,T,"Склад производство, 500kW",
7786,46,1,Одитор,U,"Склад производство, 500kW",
7786,47,1,Одитор,V,"Склад производство, 500kW",
7786,48,1,Одитор,W,"Склад производство, 500kW",
7789,0,1,Одитор,X,"Склад производство, 500kW",
7789,1,1,Одитор,Y,"Склад производство, 500kW",
7789,2,1,Одитор,Z,"Склад производство, 500kW",
7789,3,1,ADMIN,G,"Склад производство, 500kW",
7789,4,1,ADMIN,H,"Склад производство, 500kW",
7789,5,1,ADMIN,I,"Склад производство, 500kW",
7789,6,1,ADMIN,J,"Склад производство, 500kW",
7789,7,1,ADMIN,K,"Склад производство, 500kW",
7789,8,1,ADMIN,L,"Склад производство, 500kW",
7789,9,1,ADMIN,M,"Склад производство, 500kW",
7789,10,1,ADMIN,N,"Склад производство, 500kW",
7789,11,1,ADMIN,O,"Склад производство, 500kW",
7789,12,1,ADMIN,P,"Склад производство, 500kW",
7789,13,1,ADMIN,Q,"Склад производство, 500kW",
7789,14,1,ADMIN,R,"Склад производство, 500kW",
7789,15,1,ADMIN,S,"Склад производство, 500kW",
7789,16,1,ADMIN,T,"Склад производство, 500kW",
7789,17,1,ADMIN,U,"Склад производство, 500kW",
7789,18,1,ADMIN,V,"Склад производство, 500kW",
7789,19,1,ADMIN,W,"Склад производство, 500kW",
7789,20,1,ADMIN,X,"Склад производство, 500kW",
7789,21,1,ADMIN,Y,"Склад производство, 500kW",
7789,29,1,Yordan Markov,A,Услуги,
7789,30,1,Yordan Markov,B,Услуги,
7789,31,1,Yordan Markov,C,Услуги,
7789,32,1,Yordan Markov,D,Услуги,
7789,33,1,Yordan Markov,E,Услуги,
7789,34,1,Yordan Markov,F,Услуги,
7789,35,1,Yordan Markov,G,Услуги,
7789,36,1,Yordan Markov,H,Услуги,
7789,37,1,Yordan Markov,I,Услуги,
7789,38,1,Yordan Markov,J,Услуги,
7789,39,1,Yordan Markov,K,Услуги,
7789,40,1,Yordan Markov,L,Услуги,
7789,41,1,Yordan Markov,M,Услуги,
7789,42,1,Yordan Markov,N,Услуги,
7789,43,1,Yordan Markov,O,Услуги,
7789,44,1,Yordan Markov,P,Услуги,
7789,45,1,Yordan Markov,Q,Услуги,
7789,46,1,Yordan Markov,R,Услуги,
7789,47,1,Yordan Markov,S,Услуги,
7789,48,1,Yordan Markov,T,Услуги,
7789,49,1,Yordan Markov,U,Услуги,
7789,50,1,Yordan Markov,V,Услуги,
7789,51,1,Yordan Markov,W,Услуги,
7789,52,1,Yordan Markov,X,Услуги,
7789,53,1,Yordan Markov,Y,Услуги,
7789,54,1,Yordan Markov,Z,Услуги,
7789,55,1,Гост,A,Услуги,
7789,56,1,Гост,B,Услуги,
7789,57,1,Гост,C,Услуги,
7789,58,1,Гост,D,Услуги,
7789,59,1,Гост,E,Услуги,
7789,60,1,Гост,F,Услуги,
7791,0,1,Гост,G,Услуги,
7791,1,1,Гост,H,Услуги,
7791,2,1,Гост,I,Услуги,
7791,3,1,Гост,J,Услуги,
7791,4,1,Гост,K,Услуги,
7791,5,1,Гост,L,Услуги,
7791,6,1,Гост,M,Услуги,
7791,7,1,Гост,N,Услуги,
7791,8,1,Гост,O,Услуги,
7791,9,1,Гост,P,Услуги,
7791,10,1,Гост,Q,Услуги,
7791,11,1,Гост,R,Услуги,
7791,12,1,Гост,S,Услуги,
7791,13,1,Гост,T,Услуги,
7791,14,1,Гост,U,Услуги,
7791,15,1,Гост,V,Услуги,
7791,16,1,Гост,W,Услуги,
7791,17,1,Гост,X,Услуги,
7791,18,1,Гост,Y,Услуги,
7791,19,1,Гост,Z,Услуги,
7791,20,1,Одитор,A,Услуги,
7791,21,1,Одитор,B,Услуги,
7791,22,1,Одитор,C,Услуги,
7791,23,1,Одитор,D,Услуги,
7791,24,1,Одитор,E,Услуги,
7791,25,1,Одитор,F,Услуги,
7791,26,1,Одитор,G,Услуги,
7791,27,1,Одитор,H,Услуги,
7791,28,1,Одитор,I,Услуги,
7791,29,1,Одитор,J,Услуги,
7791,30,1,Одитор,K,Услуги,
7791,31,1,Одитор,L,Услуги,
7791,32,1,Одитор,M,Услуги,
7791,33,1,Одитор,N,Услуги,
7791,34,1,Одитор,O,Услуги,
7791,35,1,Одитор,P,Услуги,
7791,36,1,Одитор,Q,Услуги,
7791,37,1,Одитор,R,Услуги,
7791,38,1,Одитор,S,Услуги,
7791,39,1,Одитор,T,Услуги,
7791,40,1,Одитор,U,Услуги,
7791,41,1,Одитор,V,Услуги,
7791,42,1,Одитор,W,Услуги,
7791,43,1,Одитор,X,Услуги,
7791,44,1,Одитор,Y,Услуги,
7791,45,1,Одитор,Z,Услуги,
7791,46,1,ADMIN,Z,"Склад производство, 500kW",
7791,47,1,ADMIN,A,Суровини,
7791,48,1,ADMIN,B,Суровини,
7791,49,1,ADMIN,C,Суровини,
7791,50,1,ADMIN,D,Суровини,
7791,51,1,ADMIN,E,Суровини,
7791,52,1,ADMIN,F,Суровини,
7791,53,1,ADMIN,G,Суровини,
7791,54,1,ADMIN,H,Суровини,
7791,55,1,ADMIN,I,Суровини,
7791,56,1,ADMIN,J,Суровини,
7791,57,1,ADMIN,K,Суровини,
7791,58,1,ADMIN,L,Суровини,
7791,59,1,ADMIN,M,Суровини,
7791,60,1,ADMIN,N,Суровини,
7791,61,1,ADMIN,O,Суровини,
7791,62,1,ADMIN,P,Суровини,
7791,63,1,ADMIN,Q,Суровини,
7792,1,1,ADMIN,R,Суровини,
7792,2,1,ADMIN,S,Суровини,
7792,3,1,ADMIN,T,Суровини,
7792,4,1,ADMIN,U,Суровини,
7792,5,1,Yordan Markov,A,Цех,
7792,6,1,Yordan Markov,B,Цех,
7792,7,1,Yordan Markov,C,Цех,
7792,8,1,Yordan Markov,D,Цех,
7792,9,1,Yordan Markov,E,Цех,
7792,10,1,Yordan Markov,F,Цех,
7792,11,1,Yordan Markov,G,Цех,
7792,12,1,Yordan Markov,H,Цех,
7792,13,1,Yordan Markov,I,Цех,
7792,14,1,Yordan Markov,J,Цех,
7792,15,1,Yordan Markov,K,Цех,
7792,16,1,Yordan Markov,L,Цех,
7792,17,1,Yordan Markov,M,Цех,
7792,18,1,Yordan Markov,N,Цех,
7792,19,1,Yordan Markov,O,Цех,
7792,20,1,Yordan Markov,P,Цех,
7792,21,1,Yordan Markov,Q,Цех,
7792,22,1,Yordan Markov,R,Цех,
7792,23,1,Yordan Markov,S,Цех,
7792,24,1,Yordan Markov,T,Цех,
7792,25,1,Yordan Markov,U,Цех,
7792,26,1,Yordan Markov,V,Цех,
7792,27,1,Yordan Markov,W,Цех,
7792,28,1,Yordan Markov,X,Цех,
7792,29,1,Yordan Markov,Y,Цех,
7792,30,1,Yordan Markov,Z,Цех,
7792,31,1,Гост,A,Цех,
7792,32,1,Гост,B,Цех,
7792,33,1,Гост,C,Цех,
7792,34,1,Гост,D,Цех,
7792,35,1,Гост,E,Цех,
7792,36,1,Гост,F,Цех,
7792,37,1,Гост,G,Цех,
7792,38,1,Гост,H,Цех,
7792,39,1,Гост,I,Цех,
7792,40,1,Гост,J,Цех,
7792,41,1,Гост,K,Цех,
7792,42,1,Гост,L,Цех,
7792,43,1,Гост,M,Цех,
7792,44,1,Гост,N,Цех,
7792,45,1,Гост,O,Цех,
7792,46,1,Гост,P,Цех,
7792,47,1,Гост,Q,Цех,
7792,48,1,Гост,R,Цех,
7792,49,1,Гост,S,Цех,
7792,50,1,Гост,T,Цех,
7792,51,1,Гост,U,Цех,
7792,52,1,Гост,V,Цех,
7792,53,1,Гост,W,Цех,
7792,54,1,Гост,X,Цех,
7792,55,1,Гост,Y,Цех,
7792,56,1,Гост,Z,Цех,
7792,57,1,Одитор,A,Цех,
7792,58,1,Одитор,B,Цех,
7792,59,1,Одитор,C,Цех,
7792,60,1,Одитор,D,Цех,
7792,61,1,Одитор,E,Цех,
7792,62,1,Одитор,F,Цех,
7792,63,1,Одитор,G,Цех,
7792,64,1,Одитор,H,Цех,
7792,65,1,Одитор,I,Цех,
7793,0,1,Одитор,J,Цех,
7793,1,1,Одитор,K,Цех,
7793,2,1,Одитор,L,Цех,
7793,3,1,Одитор,M,Цех,
7793,4,1,Одитор,N,Цех,
7793,5,1,Одитор,O,Цех,
7793,6,1,Одитор,P,Цех,
7793,7,1,Одитор,Q,Цех,
7793,8,1,Одитор,R,Цех,
7793,9,1,Одитор,S,Цех,
7793,10,1,Одитор,T,Цех,
7793,11,1,Одитор,U,Цех,
7793,12,1,Одитор,V,Цех,
7793,13,1,Одитор,W,Цех,
7793,14,1,Одитор,X,Цех,
7793,15,1,Одитор,Y,Цех,
7793,16,1,Одитор,Z,Цех,
7793,17,1,ADMIN,V,Суровини,
7793,18,1,ADMIN,W,Суровини,
7793,19,1,ADMIN,X,Суровини,
7793,20,1,ADMIN,Y,Суровини,
7793,21,1,ADMIN,Z,Суровини,
7793,22,1,ADMIN,A,Услуги,
7793,23,1,ADMIN,B,Услуги,
7793,24,1,ADMIN,C,Услуги,
7793,25,1,ADMIN,D,Услуги,
7793,26,1,ADMIN,E,Услуги,
7793,27,1,ADMIN,F,Услуги,
7793,28,1,ADMIN,G,Услуги,
7793,29,1,ADMIN,H,Услуги,
7793,30,1,ADMIN,I,Услуги,
7793,31,1,ADMIN,J,Услуги,
7793,32,1,ADMIN,K,Услуги,
7793,33,1,ADMIN,L,Услуги,
7793,34,1,ADMIN,M,Услуги,
7793,35,1,ADMIN,N,Услуги,
7793,36,1,ADMIN,O,Услуги,
7793,37,1,ADMIN,P,Услуги,
7793,38,1,ADMIN,Q,Услуги,
7793,39,1,ADMIN,R,Услуги,
7793,40,1,ADMIN,S,Услуги,
7793,41,1,ADMIN,T,Услуги,
7793,42,1,ADMIN,U,Услуги,
7793,43,1,Yordan Markov,A,Суровини,
7793,44,1,Yordan Markov,B,Суровини,
7793,45,1,Yordan Markov,C,Суровини,
7793,46,1,Yordan Markov,D,Суровини,
7793,47,1,Yordan Markov,E,Суровини,
7793,48,1,Yordan Markov,F,Суровини,
7793,49,1,Yordan Markov,G,Суровини,
7793,50,1,Yordan Markov,H,Суровини,
7793,51,1,Yordan Markov,I,Суровини,
7793,52,1,Yordan Markov,J,Суровини,
7793,53,1,Yordan Markov,K,Суровини,
7793,54,1,Yordan Markov,L,Суровини,
7793,55,1,Yordan Markov,M,Суровини,
7793,56,1,Yordan Markov,N,Суровини,
7793,57,1,Yordan Markov,O,Суровини,
7793,58,1,Yordan Markov,P,Суровини,
7793,59,1,Yordan Markov,Q,Суровини,
7793,60,1,ADMIN,V,Услуги,
7793,61,1,ADMIN,W,Услуги,
7795,0,1,Yordan Markov,R,Суровини,
7795,1,1,Yordan Markov,S,Суровини,
7795,2,1,Yordan Markov,T,Суровини,
7795,3,1,Yordan Markov,U,Суровини,
7795,4,1,Yordan Markov,V,Суровини,
7795,5,1,Yordan Markov,W,Суровини,
7795,6,1,Yordan Markov,X,Суровини,
7795,7,1,Yordan Markov,Y,Суровини,
7795,8,1,Yordan Markov,Z,Суровини,
7795,9,1,Гост,A,Суровини,
7795,10,1,Гост,B,Суровини,
7795,11,1,Гост,C,Суровини,
7795,12,1,Гост,D,Суровини,
7795,13,1,Гост,E,Суровини,
7795,14,1,Гост,F,Суровини,
7795,15,1,Гост,G,Суровини,
7795,16,1,Гост,H,Суровини,
7795,17,1,Гост,I,Суровини,
7795,18,1,Гост,J,Суровини,
7795,19,1,Гост,K,Суровини,
7795,20,1,Гост,L,Суровини,
7795,21,1,Гост,M,Суровини,
7795,22,1,Гост,N,Суровини,
7795,23,1,Гост,O,Суровини,
7795,24,1,Гост,P,Суровини,
7795,25,1,Гост,Q,Суровини,
7795,26,1,Гост,R,Суровини,
7795,27,1,Гост,S,Суровини,
7795,28,1,Гост,T,Суровини,
7795,29,1,Гост,U,Суровини,
7795,30,1,Гост,V,Суровини,
7795,31,1,Гост,W,Суровини,
