__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,DT_DOC,DT_CHANGED,SMETKA,OWNER,SIGN_BY,NOTE,IS_OPEN,BY_MODUL,BY_SMETKA,BY_SMTYPE,IS_REALIZED
7122,28,1,41972014,1319952075,1319952075,0000000118,Yordan Markov,,,N,Ценообразуване,0000000256,3,Y
7122,29,1,47974627,1319958749,1319958749,0000000124,Yordan Markov,,,N,Ценообразуване,0000000257,3,Y
7122,30,1,38581927,1320233920,1320239541,0000000131,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7122,31,1,38352888,1320233922,1320234078,0000000132,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7122,32,1,35601818,1320332924,1320332924,0000000138,Yordan Markov,,,N,Ценообразуване,0000000261,3,Y
7122,33,1,35596812,1320332924,1320332924,0000000139,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,0,1,35395078,1320443826,1320456561,0000000142,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,1,1,39673143,1320443946,1320443946,0000000145,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,2,1,33684371,1320934033,1320966776,0000000150,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,3,1,34835148,1320938340,1320940212,0000000153,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7327,4,1,45058867,1320956528,1320962369,0000000168,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,5,1,41641499,1320962424,1320962477,0000000183,Yordan Markov,,,N,Пакетно Редактиране на Цените,,-1,Y
7327,6,1,38179593,1321150869,1321158071,0000001971,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,7,1,45424326,1321151297,1321151419,0000001973,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7327,8,1,39053648,1321151773,1321151807,0000001978,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,9,1,49013167,1321235667,1321241681,0000001986,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,10,1,36769923,1321235667,1321235667,0000001988,Yordan Markov,,,N,Ценообразуване,0000000135,6,Y
7327,11,1,36551261,1321241119,1321253414,0000001993,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,12,1,45254867,1321252682,1321253083,0000002042,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7327,13,1,34934299,1321332109,1321364151,0000002050,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,14,1,42688129,1321344249,1321364151,0000002055,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,15,1,50224892,1321357424,1321357424,0000002097,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7327,16,1,49444258,1321636808,1321636956,0000002104,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,17,1,42303685,1321637470,1321638732,0000002108,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,18,1,40918342,1321638732,1321638732,0000002109,Yordan Markov,,,N,Ценообразуване,0000000082,30,Y
7327,19,1,47873123,1321732395,1321761858,0000002111,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,20,1,45869941,1321732395,1321763114,0000002112,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,21,1,40680213,1321758382,1321759053,0000002129,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7327,22,1,35629281,1321763114,1321763114,0000002142,Yordan Markov,,,N,Ценообразуване,0000000301,3,Y
7327,23,1,42569376,1321832039,1321851410,0000002145,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,24,1,36645997,1321832120,1321832120,0000002147,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7327,25,1,42176349,1321851383,1321851410,0000002156,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,26,1,40557788,1321956527,1321956528,0000002162,Yordan Markov,,,N,Ценообразуване,0000000142,6,Y
7327,27,1,35243431,1321956527,1321956528,0000002163,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,28,1,38056692,1321961877,1321961878,0000002175,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7327,29,1,48410915,1322037667,1322037667,0000002176,Yordan Markov,,,N,Ценообразуване,0000000084,30,Y
7327,30,1,36645138,1322037667,1322064385,0000002177,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7327,31,1,33687644,1322037694,1322037694,0000002178,Yordan Markov,,,N,Ценообразуване,0000000086,30,Y
7327,32,1,33911758,1322038035,1322038035,0000002180,Yordan Markov,,,N,Ценообразуване,0000000083,30,Y
7327,33,1,45826677,1322041150,1322064385,0000002185,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,0,1,33831539,1322054518,1322054518,0000002188,Yordan Markov,,,N,Ценообразуване,0000000305,3,Y
7767,1,1,43507749,1322057580,1322057580,0000002198,Yordan Markov,,,N,Ценообразуване,0000000308,3,Y
7767,2,1,43769458,1322059346,1322059346,0000002204,Yordan Markov,,,N,Ценообразуване,0000000093,30,Y
7767,3,1,34462287,1322338808,1322362999,0000002213,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,4,1,41725194,1322338810,1322363001,0000002214,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7767,5,1,48968332,1322338959,1322338959,0000002215,Yordan Markov,,,N,Ценообразуване,0000000312,3,Y
7767,6,1,35089679,1322338959,1322342586,0000002216,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7767,7,1,35620446,1322432511,1322432806,0000002388,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,8,1,49279003,1322534971,1322534971,0000002391,Yordan Markov,,,N,Ценообразуване,0000000157,6,Y
7767,9,1,42066023,1322534971,1322555329,0000002392,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7767,10,1,36369645,1322540901,1322554581,0000002399,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,11,1,40376856,1322551061,1322551062,0000002403,Yordan Markov,,,N,Ценообразуване,0000000318,3,Y
7767,12,1,45806390,1322554589,1322554589,0000002420,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7767,13,1,46366495,1322555329,1322555329,0000002421,Yordan Markov,,,N,Ценообразуване,0000000321,3,Y
7767,14,1,40043363,1322643236,1322660931,0000002426,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,15,1,49095107,1322643260,1322643260,0000002427,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7767,16,1,45857413,1322643588,1322661109,0000002429,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7767,17,1,41794536,1322656912,1322656912,0000002436,Yordan Markov,,,N,Ценообразуване,0000000324,3,Y
7767,18,1,36621307,1322661108,1322661108,0000002444,Yordan Markov,,,N,Ценообразуване,0000000325,3,Y
7767,19,1,37295367,1322737558,1322751602,0000002449,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,20,1,41950357,1322738041,1322738041,0000002450,Yordan Markov,,,N,Ценообразуване,0000000327,3,Y
7767,21,1,35155402,1322738041,1322755980,0000002451,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7767,22,1,45565589,1322755980,1322755980,0000002462,Yordan Markov,,,N,Ценообразуване,0000000168,6,Y
7767,23,1,44590692,1323054442,1323056445,0000002472,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,24,1,45552818,1323056445,1323056445,0000002477,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7767,25,1,35344187,1323141238,1323156307,0000002480,Yordan Markov,,,N,Складове и Стоки,,-1,Y
7767,26,1,44770628,1323142757,1323142757,0000002482,Yordan Markov,,,N,Ценообразуване,0000000333,3,Y
7767,27,1,43043218,1323142757,1323157178,0000002483,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
7767,28,1,48416912,1323144171,1323144171,0000002491,Yordan Markov,,,N,Ценообразуване,0000000175,6,Y
7767,29,1,46058289,1323151713,1323151713,0000002496,Yordan Markov,,,N,Ценообразуване,0000000334,3,Y
7767,30,1,34229336,1323153365,1323156309,0000002503,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
7767,31,1,36507221,1323155367,1323155367,0000002505,Yordan Markov,,,N,Ценообразуване,0000000178,6,Y
7767,32,1,45020036,1323157178,1323157178,0000002513,Yordan Markov,,,N,Ценообразуване,0000000337,3,Y
7767,33,1,35499805,1323258274,1323262955,0000002520,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,0,1,42856793,1323259001,1323259001,0000002524,Yordan Markov,,,N,Ценообразуване,0000000338,3,Y
6302,1,1,44141985,1323259001,1323265548,0000002525,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,2,1,36722471,1323262957,1323262957,0000002528,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
6302,3,1,35496840,1323264131,1323264131,0000002529,Yordan Markov,,,N,Ценообразуване,0000000339,3,Y
6302,4,1,48926627,1323365683,1323366355,0000002534,ADMIN,,,N,Складове и Стоки,,-1,Y
6302,5,1,49003092,1323366575,1323366575,0000002537,ADMIN,,,N,Ценообразуване,0000000342,3,Y
6302,6,1,37360956,1323366575,1323366575,0000002538,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,7,1,38707731,1323434723,1323466328,0000002543,ADMIN,,,N,Складове и Стоки,,-1,Y
6302,8,1,38751928,1323435475,1323435475,0000002544,ADMIN,,,N,Ценообразуване,0000000192,6,Y
6302,9,1,40176530,1323435475,1323468639,0000002545,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,10,1,45461623,1323468639,1323468639,0000002561,ADMIN,,,N,Ценообразуване,0000000196,6,Y
6302,11,1,40224688,1323932572,1323958934,0000002567,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,12,1,36048496,1323938922,1323958936,0000002570,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
6302,13,1,48201167,1323955180,1323959955,0000002574,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,14,1,44657271,1323959954,1323959955,0000002580,Yordan Markov,,,N,Ценообразуване,0000000352,3,Y
6302,15,1,39138167,1324152418,1324152418,0000002611,Yordan Markov,,,N,Ценообразуване,0000000353,3,Y
6302,16,1,40912141,1324452564,1324461569,0000002654,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,17,1,43727423,1324563966,1324563966,0000002667,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,18,1,48842520,1324563968,1324563968,0000002668,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
6302,19,1,34261270,1324633423,1324641855,0000002669,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,20,1,42389909,1324633428,1324641856,0000002670,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
6302,21,1,38386157,1324641026,1324641026,0000002678,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,22,1,46998453,1324152418,1324158520,0000002612,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,23,1,36434659,1324755031,1324755031,0000002690,Yordan Markov,,,N,Ценообразуване,0000000368,3,Y
6302,24,1,48386429,1324755031,1324755031,0000002691,Yordan Markov,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,25,1,34558769,1324755282,1324755588,0000002701,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,26,1,44924858,1324456133,1324461571,0000002656,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
6302,27,1,39150809,1324755284,1324755590,0000002702,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
6302,28,1,44335370,1325338766,1325367017,0000002707,ADMIN,,,N,Складове и Стоки,,-1,Y
6302,29,1,35815268,1325339506,1325339506,0000002711,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
6302,45,1,45310470,1324152789,1324158817,0000002621,Yordan Markov,,,N,Складове и Стоки,,-1,Y
6302,64,1,37114325,1324156991,1324156991,0000002628,Yordan Markov,,,N,Ценообразуване,0000000355,3,Y
6302,81,1,47611508,1324158385,1324158386,0000002634,Yordan Markov,,,N,Ценообразуване,0000000358,3,Y
8118,1,1,42485038,1325434431,1325466419,0000002717,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,2,1,45963087,1325464351,1325464351,0000002722,ADMIN,,,N,Складови наличности по стоки,,-1,Y
8118,3,1,46351498,1325466125,1325466419,0000002724,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,4,1,40810625,1326833968,1326835295,0000002760,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,5,1,34120659,1328142102,1328142102,0000002778,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,6,1,44575317,1328853758,1328853758,0000002779,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,7,1,34086668,1330233561,1330263787,0000002780,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,8,1,38828480,1330234349,1330263787,0000002783,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,9,1,38495140,1330252581,1330252581,0000002811,ADMIN,,,N,Ценообразуване,0000000384,3,Y
8118,10,1,34216678,1330256391,1330256391,0000002820,ADMIN,,,N,Ценообразуване,0000000388,3,Y
8118,11,1,39212195,1330332634,1330360739,0000002832,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,12,1,38559984,1330332634,1330359963,0000002833,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,13,1,50049583,1327259009,1327260601,0000002762,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,14,1,35820494,1330352212,1330352212,0000002874,ADMIN,,,N,Ценообразуване,0000000399,3,Y
8118,15,1,43924349,1330352963,1330352963,0000002879,ADMIN,,,N,Ценообразуване,0000000400,3,Y
8118,16,1,49237223,1330731679,1330742442,0000002907,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,17,1,33965262,1330731705,1330742443,0000002909,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,18,1,41631148,1330732598,1330732598,0000002923,ADMIN,,,N,Ценообразуване,0000000411,3,Y
8118,19,1,34142353,1330738639,1330738639,0000002934,ADMIN,,,N,Ценообразуване,0000000416,3,Y
8118,20,1,40696500,1324158634,1324158819,0000002649,Yordan Markov,,,N,Складови наличности по стоки,,-1,Y
8118,21,1,37088648,1331540961,1331541283,0000002955,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,22,1,49268724,1331541000,1331559074,0000002957,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,23,1,38580196,1331541609,1331541609,0000002969,ADMIN,,,N,Ценообразуване,0000000418,3,Y
8118,24,1,47777395,1331558102,1331558102,0000002971,ADMIN,,,N,Ценообразуване,0000000240,6,Y
8118,25,1,35148560,1331558609,1331558609,0000002978,ADMIN,,,N,Ценообразуване,0000000241,6,Y
8118,26,1,48276711,1331559073,1331559074,0000002981,ADMIN,,,N,Ценообразуване,0000000242,6,Y
8118,27,1,36463844,1331633033,1331633974,0000002991,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,28,1,43804949,1331633033,1331659277,0000002992,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,29,1,33726962,1327542448,1327542448,0000002767,ADMIN,,,N,Ценообразуване,0000000376,3,Y
8118,30,1,48360946,1331636296,1331636296,0000003000,ADMIN,,,N,Ценообразуване,0000000254,6,Y
8118,31,1,37609413,1331637492,1331637492,0000003006,ADMIN,,,N,Ценообразуване,0000000258,6,Y
8118,32,1,43542352,1331659277,1331659277,0000003016,ADMIN,,,N,Ценообразуване,0000000260,6,Y
8118,33,1,46292852,1331732275,1331740909,0000003021,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,36,1,48769288,1327542448,1327558390,0000002768,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
8118,47,1,35817929,1327551358,1327561052,0000002771,ADMIN,,,N,Складове и Стоки,,-1,Y
8118,58,1,38557868,1327558390,1327558390,0000002774,ADMIN,,,N,Ценообразуване,0000000378,3,Y
10525,0,1,35318018,1331734629,1331734629,0000003027,ADMIN,,,N,Ценообразуване,0000000422,3,Y
10525,1,1,43006260,1331734629,1331739055,0000003028,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,2,1,49570519,1332333783,1332343387,0000003052,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,3,1,35736011,1332343387,1332343387,0000003060,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,4,1,43435988,1333235608,1333264619,0000003062,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,5,1,43625350,1333235608,1333255772,0000003063,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,6,1,44325380,1333633131,1333635102,0000003087,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,7,1,39218763,1333633131,1333633131,0000003088,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,8,1,36229217,1333932768,1333932875,0000003090,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,9,1,37099362,1333934050,1333934050,0000003092,ADMIN,,,N,Ценообразуване,0000000442,3,Y
10525,10,1,40271678,1333934050,1333942117,0000003093,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,11,1,38516388,1333942117,1333942117,0000003102,ADMIN,,,N,Ценообразуване,0000000278,6,Y
10525,12,1,36160028,1334332268,1334343847,0000003108,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,13,1,41472078,1334341970,1334344295,0000003126,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,14,1,42758480,1334342973,1334342973,0000003129,ADMIN,,,N,Ценообразуване,0000000446,3,Y
10525,15,1,45318526,1334344294,1334344295,0000003139,ADMIN,,,N,Ценообразуване,0000000449,3,Y
10525,16,1,34912235,1335153812,1335161682,0000003144,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,17,1,40585956,1335153814,1335153814,0000003145,ADMIN,,,N,Складови наличности по стоки,,-1,Y
10525,18,1,49290989,1335154022,1335161222,0000003147,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,19,1,46883828,1335154747,1335154747,0000003148,ADMIN,,,N,Ценообразуване,0000000451,3,Y
10525,20,1,44124515,1335155399,1335155399,0000003162,ADMIN,,,N,Ценообразуване,0000000452,3,Y
10525,21,1,44003684,1335159883,1335159885,0000003168,ADMIN,,,N,Ценообразуване,0000000453,3,Y
10525,22,1,39963815,1335160008,1335160008,0000003202,ADMIN,,,N,Ценообразуване,0000000454,3,Y
10525,23,1,47023069,1335160458,1335160458,0000003212,ADMIN,,,N,Ценообразуване,0000000455,3,Y
10525,24,1,38278362,1335160757,1335160757,0000003220,ADMIN,,,N,Ценообразуване,0000000456,3,Y
10525,25,1,47272556,1335161222,1335161222,0000003228,ADMIN,,,N,Ценообразуване,0000000457,3,Y
10525,26,1,38739770,1335332645,1335332645,0000003231,ADMIN,,,N,Ценообразуване,0000000459,3,Y
10525,27,1,39330563,1335332645,1335332645,0000003232,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,28,1,45949208,1335336578,1335336578,0000003233,ADMIN,,,N,Складове и Стоки,,-1,Y
10525,29,1,35944679,1335634678,1335634708,0000003234,ADMIN,,,N,Ценообразуване,0000000460,3,Y
10525,30,1,44833779,1335634678,1335654748,0000003235,ADMIN,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,31,1,39314393,1335654747,1335654747,0000003241,ADMIN,,,N,Ценообразуване,0000000281,6,Y
10525,32,1,34262177,1336334318,1336334318,0000003248,Simeon Spasov,,,N,Ценообразуване,0000000462,3,Y
10525,33,1,46823499,1336334318,1336334318,0000003249,Simeon Spasov,,,N,Синхронизиране на цени по всички складове,,-1,Y
10525,34,1,48691658,1336436666,1336436666,0000003254,Simeon Spasov,,,N,Ценообразуване,0000000463,3,Y
10525,35,1,45763231,1336436666,1336436666,0000003255,Simeon Spasov,,,N,Синхронизиране на цени по всички складове,,-1,Y
