__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DT_CREATED,DT_CHANGED,DT_STP,DT_PLANS,DT_DOC,DT_MADE,DT_TECH,DURATION,SMETKA,FIRMA,F_CONTACT,STP_TIP,RAZPAD,SKLAD,GRUPA,STOKA,CENA_TIP,VALUTA,NOTE,OWNER,SIGN_BY,KASA,PR_GRUPA,PROPS,IS_OPEN,LV_ZA_USD,LV_ZA_DM,DM_ZA_USD,LV_ZA_1,LV_ZA_2,LV_ZA_3,LV_ZA_4,LV_ZA_5,VAR_101,ROW_101,PLN_101,WRK_101,PRD_101,BRK_101,KOLICH_PLN,KOLICH_PLN2,KOLICH_WRK,KOLICH_WRK2,KOLICH_PRD,KOLICH_PRD2,KOLICH_BRK,KOLICH_BRK2,PROD_EX
5910,15,1,47656930,1308356376,41414878,0,1308356134,1308356134,49932569,0,0000000013,Металхидрид,,WR,1,Неактивен 2,1.3. Металхидрид,Бутилки Металхидрид - Полуготови,1,L,,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-35.0,0.0,35.0,0.0,0.0,0.0,
5979,0,1,47048524,1308357508,-1,0,1308357315,1308357315,43187788,0,0000000014,Металхидрид,,TP,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
5979,1,1,47048524,1308357508,40407933,0,1308357393,1308357393,43187788,0,0000000014,Металхидрид,,PW,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
5979,2,1,47048524,1308357508,48865886,0,1308357469,1308357469,43187788,0,0000000014,Металхидрид,,WR,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
5979,4,1,39314364,1317141504,45253756,0,1317141472,1317141472,43187788,0,0000000028,Италия,,WR,1,System - 10kW Italy,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,Ще са готови около 27-28.11,ADMIN,,Z,Бутилки Металхидрид,|101—Стопяване|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
5979,5,1,1306674458,1308732983,-2,0,1308652363,1306674458,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2OUT16,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,6,1,1306674184,1308732983,-2,0,1308654687,1306674184,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI4SYS20,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,7,1,1306673954,1308732983,-2,0,1308654706,1306673954,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2SGM20,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,9,1,39314364,1317141504,48143827,0,1310541966,1310541966,43187788,0,0000000028,Италия,,PW,1,System - 10kW Italy,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,|101—Стопяване|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
5979,10,1,1306673736,1308732983,-2,0,1308654714,1306673736,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI1UART2,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,11,1,1306673534,1308732983,-2,0,1308654721,1306673534,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2LD8AL,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,12,1,1306673342,1308732983,-2,0,1308654730,1306673342,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  G2UART12,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,13,1,49669910,1308634362,-1,0,1308633990,1308633990,43187788,0,0000000018,Металхидрид,,TP,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,
5979,14,1,1306673166,1308732983,-2,0,1308660268,1306673166,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2OUT08,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,15,1,1306673011,1308732983,-2,0,1308660276,1306673011,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2OUT44,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5979,16,1,1306672882,1308732983,-2,0,1308660283,1306672882,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2IGLI2,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5970,0,1,49669910,1308634362,46936188,0,1308634092,1308634092,43187788,0,0000000018,Металхидрид,,PW,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,
5970,1,1,49669910,1308634362,34282710,0,1308634322,1308634322,43187788,0,0000000018,Металхидрид,,WR,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,,ADMIN,,Z,Бутилки Металхидрид,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-15.0,0.0,15.0,0.0,0.0,0.0,
5970,2,1,1306672775,1308732983,-2,0,1308660291,1306672775,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2IGLIU,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5970,3,1,1306672696,1308732983,-2,0,1308660299,1306672696,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI1IN008,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5970,4,1,1306672630,1308732983,-2,0,1308660361,1306672630,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI3CIN16,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5970,5,1,1306672589,1308732983,-2,0,1308660379,1306672589,0,0,,,,TT,1,Неактивен 2,Hard Tech,Платка PCB  GI2PLCH2,1,L,,ADMIN,,B,Електроника,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5970,8,1,40113226,1310744565,-1,0,1310744448,1310744448,38528262,0,0000000031,Металхидрид,,TP,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Пълнеж за бутилка,1,L,,ADMIN,,Z,,|6—Операции и разходи за 1кг. пълнеж|101—Теглене|103—2 мин.|102—Смесване на суровини|105—1 мин.|104—Стопяване в индукционна пещ|106—30 мин.|107—4 KW за 30 мин.|100—Изстиване|108—30 мин.|109—Разпрашаване|110—8 часа|113—500 литра H2|111—Зареждане на реактор|112—30 мин.|114—Пудра|115—Теглене|116—1 мин.|117—Пълнене|118—2-5 мин.|119—Затваряне|120—5 мин.|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
5970,13,1,40113226,1310744565,38754772,0,1310744489,1310744489,38528262,0,0000000031,Металхидрид,,PR,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Пълнеж за бутилка,1,L,,ADMIN,,Z,,|6—Операции и разходи за 1кг. пълнеж|101—Теглене|103—2 мин.|102—Смесване на суровини|105—1 мин.|104—Стопяване в индукционна пещ|106—30 мин.|107—4 KW за 30 мин.|100—Изстиване|108—30 мин.|109—Разпрашаване|110—8 часа|113—500 литра H2|111—Зареждане на реактор|112—30 мин.|114—Пудра|115—Теглене|116—1 мин.|117—Пълнене|118—2-5 мин.|119—Затваряне|120—5 мин.|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,-1,-1,0,1,0,-3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
6108,4,1,39161073,1317538770,-2,0,1317538721,1307737731,0,0,,,,TT,1,Склад,Фитинги - Щуцер на резба,Щуцер за маркуч 304 1/2“,1,M,,ADMIN,,Z,,|101—Челосване|103—2 мин|102—Отнемане на материал за резба|105—3 мин|104—Пробиване с 3 свредла|106—10 мин|109—Взимане на фаски|110—2 мин|114—Нарязване на резба|126—10 мин|127—Отрязване на парче|128—3 мин|129—Обръщане|130—1 час|131—Челосване|132—2 мин|133—Отнемане на материал за резба и шийки|134—9 мин|135—Нарязване на резба|136—10 мин|138—Оформяне на конус|139—4 мин|140—Взимане на фаски|141—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6108,9,1,43987986,1317538938,-1,0,1317538777,1317538777,39161073,0,0000000045,За производство,,TP,1,0. СКЛАД - ОСНОВЕН,Фитинги - Щуцер на резба,Щуцер за маркуч 304 1/2“,1,M,,ADMIN,,Z,,|101—Челосване|103—2 мин|102—Отнемане на материал за резба|105—3 мин|104—Пробиване с 3 свредла|106—10 мин|109—Взимане на фаски|110—2 мин|114—Нарязване на резба|126—10 мин|127—Отрязване на парче|128—3 мин|129—Обръщане|130—1 час|131—Челосване|132—2 мин|133—Отнемане на материал за резба и шийки|134—9 мин|135—Нарязване на резба|136—10 мин|138—Оформяне на конус|139—4 мин|140—Взимане на фаски|141—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,
6335,1,1,36654702,1315559514,44481939,0,1311533402,1311533402,47816762,0,0000000032,Златна Панега,,PW,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Табло Металхидрид,1,L,,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
6335,2,1,36654702,1315559514,45335126,0,1311533895,1311533895,47816762,0,0000000032,Златна Панега,,WR,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Табло Металхидрид,1,L,,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,
6335,16,1,36425042,1317656958,-1,0,1307150628,1307150628,1300860756,1300860756,0000000004,Омуртаг,,TP,1,Склад,1) Грийн Иновейшън АД,АЕМ 10 kW,1,L,Омуртаг,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
5895,2,1,44730875,1312135771,-1,0,1312135484,1312135551,49935511,0,0000000034,VW Полша,,TP,1,Неактивен 2,1.2.1. Части (Очиска),Демистър 4“ - Дъно,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,"|101—Рязане на тръба|103—5 мин|102—Подготовка на краища|105—7 мин|104—Заваряване|106—65 мин всичко!|100—Заваряване дланец DN25 към тръба 1`(двустранен, ъглов шев)|108—30 мин|144—Заваряване на тръба и фланец към капа (челен шев вътр. и ъглов шев вън.)|145—20 мин|146—Притискане на заварено съединение, преса|147—10 мин|148—Стиковане и прихващане|149—5 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,
5895,4,1,40169806,1312135656,-1,0,1312135484,1312135551,42937997,0,0000000035,VW Полша,,TP,1,Неактивен 2,0. Разни,Разпробита капа,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,|101—Фиксиране|103—2 мин|102—Дупчене|105—4 мин|104—Калибриране на отвор|106—5 мин|109—Взимане на фаски|110—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,
5895,6,1,47273863,1312136034,-1,0,1312135484,1312135484,35853460,0,0000000033,VW Полша,,TP,1,"Склад производство, 500kW",1.2.2 Съдове (Очиска),Демистър 4“,1,L,(разбит на под-планове),ADMIN,,Z,Демистър,"|101—Стиковане и точкуване на дъна към тяло|103—20 мин|102—Центриране, стиковане и прихващане на муфи|105—20 мин|104—Центриране на средна сглобка и фиксиране|106—20 мин|109—Фиксиране и прихващане на вътрешна част на 4 места|110—15 мин|114—Затваряне на капи|126—30 мин общо|115—Позициониране|117—Притискане|119—Прихващане|127—Заваряване на капи  към тяло|128—40 мин/ръчно|129—Заваряване на двете муфи|130—20 мин|131—Заваряване на среден фланец с тръба и коляно, ъглов шев|132—15 мин|133—Проход на резбите на муфи с метчик|134—20 мин|135—Елекртохимично почистване|136—20 мин|138—Измиване и изсушаване|139—20 мин|140—Заваряване планки на ъглов шев, двустранно|141—20 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5895,8,1,48413636,1312135941,-1,0,1312135484,1312135551,47990845,0,0000000036,VW Полша,,TP,1,Неактивен 2,0. Разни,Среден фланец с тръба и коляно,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,|101—Рязане|103—5 мин|102—Подготовка краища тръба 1`|105—7 мин|104—Заварка фланец към тръба (двустранен ъглов шев)|106—30 мин|109—Заварка челна на коляно към тръба и фланец|110—5 мин|114—Стиковане и прихващане|126—5 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5895,10,1,50173966,1312135845,-1,0,1312135484,1312135551,44670355,0,0000000037,VW Полша,,TP,1,Неактивен 2,1) Грийн Иновейшън АД,"Вътрешна част(гъба,кръст,ос)",1,L,(автогенериран под-план),ADMIN,,Z,Демистър,"|101—Обезмасляване на кръст|103—12 мин общо|122—КОН, обезмаслител и изплакване|121—10 мин|123—Почистване с ацетон|124—2 мин|102—Рязане на ос|105—1 мин|104—Заваряване челно към кръст|106—2 мин|109—Нанизване на ос през центр. отвор|110—3 мин|114—Челно заваряване на ос|126—2 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5895,12,1,40169806,1312135656,40874321,0,1312135576,1312135576,42937997,0,0000000035,VW Полша,,PW,1,Неактивен 2,0. Разни,Разпробита капа,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,|101—Фиксиране|103—2 мин|102—Дупчене|105—4 мин|104—Калибриране на отвор|106—5 мин|109—Взимане на фаски|110—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,
5895,14,1,43987986,1317538938,44040911,0,1317538868,1317538868,39161073,0,0000000045,За производство,,PW,1,0. СКЛАД - ОСНОВЕН,Фитинги - Щуцер на резба,Щуцер за маркуч 304 1/2“,1,M,,ADMIN,,Z,,|101—Челосване|103—2 мин|102—Отнемане на материал за резба|105—3 мин|104—Пробиване с 3 свредла|106—10 мин|109—Взимане на фаски|110—2 мин|114—Нарязване на резба|126—10 мин|127—Отрязване на парче|128—3 мин|129—Обръщане|130—1 час|131—Челосване|132—2 мин|133—Отнемане на материал за резба и шийки|134—9 мин|135—Нарязване на резба|136—10 мин|138—Оформяне на конус|139—4 мин|140—Взимане на фаски|141—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,
5900,0,1,40169806,1312135656,41883175,0,1312135630,1312135630,42937997,0,0000000035,VW Полша,,WR,1,Неактивен 2,0. Разни,Разпробита капа,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,|101—Фиксиране|103—2 мин|102—Дупчене|105—4 мин|104—Калибриране на отвор|106—5 мин|109—Взимане на фаски|110—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-8.0,0.0,8.0,0.0,0.0,0.0,
5900,2,1,44730875,1312135771,43777570,0,1312135688,1312135687,49935511,0,0000000034,VW Полша,,PW,1,Неактивен 2,1.2.1. Части (Очиска),Демистър 4“ - Дъно,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,"|101—Рязане на тръба|103—5 мин|102—Подготовка на краища|105—7 мин|104—Заваряване|106—65 мин всичко!|100—Заваряване дланец DN25 към тръба 1`(двустранен, ъглов шев)|108—30 мин|144—Заваряване на тръба и фланец към капа (челен шев вътр. и ъглов шев вън.)|145—20 мин|146—Притискане на заварено съединение, преса|147—10 мин|148—Стиковане и прихващане|149—5 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,
