relation_id,table,field_position,field_name,dtype_code,dtype,length,scale,subtype,offset_latest_format,latest_format
177,FIRMI,63,LIMIT_CREDIT_VAL,1,text,1,0,0,1600,2
177,FIRMI,64,LIMIT_DEBIT,12,double,8,0,0,1608,2
177,FIRMI,65,LIMIT_DEBIT_VAL,1,text,1,0,0,1616,2
177,FIRMI,66,IS_LIMIT_PADEZH,1,text,1,0,0,1617,2
177,FIRMI,67,WEB_NAME,1,text,48,0,0,1618,2
177,FIRMI,68,WEB_PASS,1,text,32,0,0,1666,2
177,FIRMI,69,FOTO,17,blob,8,0,0,1704,2
177,FIRMI,70,WOP_IS_USED,1,text,1,0,0,1712,2
177,FIRMI,71,WOP_KONSIGNACIA,1,text,1,0,0,1713,2
177,FIRMI,72,WOP_KB_ID,9,long,4,0,0,1716,2
177,FIRMI,73,WOP_IS_DDS,1,text,1,0,0,1720,2
177,FIRMI,74,WOP_DAYS,9,long,4,0,0,1724,2
177,FIRMI,75,AUTO_FACTUR_ID,1,text,1,0,0,1728,2
177,FIRMI,76,IS_ACTIVE,1,text,1,0,0,1729,2
177,FIRMI,77,ACC_CODE,9,long,4,0,0,1732,2
177,FIRMI,78,ACC_NAME,1,text,48,0,0,1736,2
177,FIRMI,79,IS_SPEC_DISCOUNT,1,text,1,0,0,1784,2
177,FIRMI,80,IS_PARTEX,1,text,1,0,0,1785,2
177,FIRMI,81,SPEC_DISCOUNT_DATE,9,long,4,0,0,1788,2
177,FIRMI,82,SPEC_DISCOUNT_SALDO,12,double,8,0,0,1792,2
177,FIRMI,83,INIT_SALDO_BONUS,12,double,8,0,0,1800,2
177,FIRMI,84,SALDO_BONUS,12,double,8,0,0,1808,2
177,FIRMI,85,WEB_IS_SPEC_CENI,1,text,1,0,0,1816,2
177,FIRMI,86,LIMIT_EXTRA_DAYS,9,long,4,0,0,1820,2
177,FIRMI,87,PRIVATE_SPEC,1,text,1,0,0,1824,2
177,FIRMI,88,IS_PERSON,1,text,1,0,0,1825,2
177,FIRMI,89,IS_CONST_PRICES,1,text,1,0,0,1826,2
177,FIRMI,90,F_ROLE,1,text,48,0,0,1827,2
177,FIRMI,91,DISCOUNT_SCH_ID,9,long,4,0,0,1876,2
177,FIRMI,92,USE_BONUS,1,text,1,0,0,1880,2
177,FIRMI,93,SPEEDY_ADDRESS,3,varying,514,0,0,1882,2
177,FIRMI,94,WAVE,9,long,4,0,0,2396,2
177,FIRMI,95,SROK_DOST,9,long,4,0,0,2400,2
184,GRUPI,0,DT_CHANGED,9,long,4,0,0,8,1
184,GRUPI,1,GRUPA,1,text,48,0,0,12,1
184,GRUPI,2,PARENT_GR,1,text,48,0,0,60,1
184,GRUPI,3,CODE,1,text,48,0,0,108,1
184,GRUPI,4,BARCODE,1,text,32,0,0,156,1
184,GRUPI,5,VALUTA_KUP,1,text,1,0,0,188,1
184,GRUPI,6,VALUTA_PROD_ED,1,text,1,0,0,189,1
184,GRUPI,7,VALUTA_PROD_DR,1,text,1,0,0,190,1
184,GRUPI,8,RAZFAS1,1,text,8,0,0,191,1
184,GRUPI,9,RAZFAS2,1,text,8,0,0,199,1
184,GRUPI,10,RELATOR,12,double,8,0,0,208,1
184,GRUPI,11,CENA_KUP,12,double,8,0,0,216,1
184,GRUPI,12,CENA_PROD_ED1,12,double,8,0,0,224,1
184,GRUPI,13,CENA_PROD_DR1,12,double,8,0,0,232,1
184,GRUPI,14,DDS_DEF,12,double,8,0,0,240,1
184,GRUPI,15,PROPS,17,blob,8,0,1,248,1
184,GRUPI,16,NOTE,17,blob,8,0,1,256,1
184,GRUPI,17,IS_SER_NO,1,text,1,0,0,264,1
184,GRUPI,18,MIN_KOLICH,12,double,8,0,0,272,1
184,GRUPI,19,MAX_KOLICH,12,double,8,0,0,280,1
184,GRUPI,20,DOSTAW,1,text,48,0,0,288,1
184,GRUPI,21,INTRASTAT,1,text,16,0,0,336,1
184,GRUPI,22,COUNTRY,1,text,2,0,0,352,1
184,GRUPI,23,TEGLO,12,double,8,0,0,360,1
184,GRUPI,24,TREND,12,double,8,0,0,368,1
184,GRUPI,25,IS_ACTIVE,1,text,1,0,0,376,1
184,GRUPI,26,ACC_TIP,8,short,2,0,0,378,1
184,GRUPI,27,EEO_NO,1,text,8,0,0,380,1
184,GRUPI,28,EEO_TEGLO,12,double,8,0,0,392,1
184,GRUPI,29,IS_ACTIVE_WEB,1,text,1,0,0,400,1
184,GRUPI,30,IS_ACTIVE_PARENT,1,text,1,0,0,401,1
184,GRUPI,31,IS_ACTIVE_WEB_PARENT,1,text,1,0,0,402,1
184,GRUPI,32,GROUP_ID,9,long,4,0,0,404,1
184,GRUPI,33,FOLLOW_NUM,12,double,8,0,0,408,1
184,GRUPI,34,ID_PROPS_GRP_G,1,text,20,0,0,416,1
184,GRUPI,35,IS_RESTRICT,9,long,4,0,0,436,1
190,KUPUWA,0,DATETIME,9,long,4,0,0,8,1
190,KUPUWA,1,DT_DOC,9,long,4,0,0,12,1
190,KUPUWA,2,DT_DOC_2S,9,long,4,0,0,16,1
190,KUPUWA,3,DT_CHANGED,9,long,4,0,0,20,1
190,KUPUWA,4,KASA,1,text,1,0,0,24,1
190,KUPUWA,5,SMETKA,1,text,32,0,0,25,1
190,KUPUWA,6,FIRMA,1,text,48,0,0,57,1
190,KUPUWA,7,AGENT,1,text,48,0,0,105,1
190,KUPUWA,8,PREWOZ,1,text,48,0,0,153,1
190,KUPUWA,9,P_CONTACT,1,text,48,0,0,201,1
190,KUPUWA,10,F_CONTACT,1,text,48,0,0,249,1
190,KUPUWA,11,USD,12,double,8,0,0,304,1
190,KUPUWA,12,DM,12,double,8,0,0,312,1
190,KUPUWA,13,LV,12,double,8,0,0,320,1
190,KUPUWA,14,S_1,12,double,8,0,0,328,1
190,KUPUWA,15,S_2,12,double,8,0,0,336,1
190,KUPUWA,16,S_3,12,double,8,0,0,344,1
190,KUPUWA,17,S_4,12,double,8,0,0,352,1
190,KUPUWA,18,S_5,12,double,8,0,0,360,1
190,KUPUWA,19,LV_ZA_USD,12,double,8,0,0,368,1
190,KUPUWA,20,LV_ZA_DM,12,double,8,0,0,376,1
190,KUPUWA,21,DM_ZA_USD,12,double,8,0,0,384,1
190,KUPUWA,22,LV_ZA_1,12,double,8,0,0,392,1
190,KUPUWA,23,LV_ZA_2,12,double,8,0,0,400,1
190,KUPUWA,24,LV_ZA_3,12,double,8,0,0,408,1
190,KUPUWA,25,LV_ZA_4,12,double,8,0,0,416,1
190,KUPUWA,26,LV_ZA_5,12,double,8,0,0,424,1
190,KUPUWA,27,OWNER,1,text,48,0,0,432,1
190,KUPUWA,28,SIGN_BY,1,text,48,0,0,480,1
190,KUPUWA,29,FACTUR_ID,1,text,1,0,0,528,1
190,KUPUWA,30,FACTUR_BY,1,text,48,0,0,529,1
190,KUPUWA,31,FACTUR_NO,1,text,16,0,0,577,1
190,KUPUWA,32,FACTUR_DT,9,long,4,0,0,596,1
190,KUPUWA,33,FACTUR_EX,1,text,1,0,0,600,1
190,KUPUWA,34,FACTUR_PN,1,text,16,0,0,601,1
190,KUPUWA,35,FACTUR_PD,9,long,4,0,0,620,1
190,KUPUWA,36,FACTUR_OS,1,text,64,0,0,624,1
190,KUPUWA,37,ISTAT_DEAL_TYPE,1,text,2,0,0,688,1
190,KUPUWA,38,ISTAT_STAT_PROC,1,text,1,0,0,690,1
190,KUPUWA,39,ISTAT_TERMS,1,text,3,0,0,691,1
190,KUPUWA,40,ISTAT_TRANS_TYPE,1,text,1,0,0,694,1
190,KUPUWA,41,ISTAT_TRANS_FROM,1,text,2,0,0,695,1
190,KUPUWA,42,ISTAT_REGION,1,text,3,0,0,697,1
190,KUPUWA,43,PROPS,17,blob,8,0,1,704,1
190,KUPUWA,44,NOTE,1,text,255,0,0,712,1
190,KUPUWA,45,IS_OPEN,1,text,1,0,0,967,1
190,KUPUWA,46,DT_AVANS,9,long,4,0,0,968,1
190,KUPUWA,47,CD_J_NUMBER,1,text,32,0,0,972,1
190,KUPUWA,48,CD_J_DATE,9,long,4,0,0,1004,1
190,KUPUWA,49,CD_DDS,12,double,8,0,0,1008,1
190,KUPUWA,50,CD_DUTY,12,double,8,0,0,1016,1
191,KUPUWA_ITEMS,0,DATETIME,9,long,4,0,0,8,5
191,KUPUWA_ITEMS,1,NUM,8,short,2,0,0,12,5
191,KUPUWA_ITEMS,2,POS,9,long,4,0,0,16,5
191,KUPUWA_ITEMS,3,IS_FACTUR,1,text,1,0,0,20,5
191,KUPUWA_ITEMS,4,SKLAD,1,text,48,0,0,21,5
191,KUPUWA_ITEMS,5,GRUPA,1,text,48,0,0,69,5
191,KUPUWA_ITEMS,6,STOKA,1,text,48,0,0,117,5
191,KUPUWA_ITEMS,7,SER_NO,1,text,48,0,0,165,5
191,KUPUWA_ITEMS,8,KOLICH,12,double,8,0,0,216,5
191,KUPUWA_ITEMS,9,KOLICH2,12,double,8,0,0,224,5
191,KUPUWA_ITEMS,10,PAY_KOLICH,12,double,8,0,0,232,5
191,KUPUWA_ITEMS,11,PAY_KOLICH2,12,double,8,0,0,240,5
191,KUPUWA_ITEMS,12,BACK_KOLICH,12,double,8,0,0,248,5
191,KUPUWA_ITEMS,13,BACK_KOLICH2,12,double,8,0,0,256,5
191,KUPUWA_ITEMS,14,REV_KOLICH,12,double,8,0,0,264,5
191,KUPUWA_ITEMS,15,REV_KOLICH2,12,double,8,0,0,272,5
191,KUPUWA_ITEMS,16,BACK_T_KOLICH,12,double,8,0,0,280,5
191,KUPUWA_ITEMS,17,BACK_T_KOLICH2,12,double,8,0,0,288,5
191,KUPUWA_ITEMS,18,REAL_KOLICH,12,double,8,0,0,296,5
191,KUPUWA_ITEMS,19,REAL_KOLICH2,12,double,8,0,0,304,5
191,KUPUWA_ITEMS,20,KOLICH_CHECK,12,double,8,0,0,312,5
191,KUPUWA_ITEMS,21,KONSIGNACIA,1,text,1,0,0,320,5
191,KUPUWA_ITEMS,22,KB_ID,9,long,4,0,0,324,5
191,KUPUWA_ITEMS,23,CENA_LIST,1,text,48,0,0,328,5
191,KUPUWA_ITEMS,24,CENA_LIST_TYPE,1,text,1,0,0,376,5
191,KUPUWA_ITEMS,25,ENDDATE,16,timestamp,8,0,0,384,5
191,KUPUWA_ITEMS,26,DDS,12,double,8,0,0,392,5
191,KUPUWA_ITEMS,27,CENA,12,double,8,0,0,400,5
191,KUPUWA_ITEMS,28,VALUTA,1,text,1,0,0,408,5
191,KUPUWA_ITEMS,29,DISCOUNT,12,double,8,0,0,416,5
191,KUPUWA_ITEMS,30,DISCOUNT2,12,double,8,0,0,424,5
191,KUPUWA_ITEMS,31,IS_REL_DISCOUNT,1,text,1,0,0,432,5
191,KUPUWA_ITEMS,32,WARRANTY,1,text,80,0,0,433,5
191,KUPUWA_ITEMS,33,KUP_CENA,12,double,8,0,0,520,5
191,KUPUWA_ITEMS,34,KUP_VALUTA,1,text,1,0,0,528,5
191,KUPUWA_ITEMS,35,P_DATETIME,9,long,4,0,0,532,5
191,KUPUWA_ITEMS,36,P_NUM,9,long,4,0,0,536,5
191,KUPUWA_ITEMS,37,RP_USD,12,double,8,0,0,544,5
191,KUPUWA_ITEMS,38,RP_DM,12,double,8,0,0,552,5
191,KUPUWA_ITEMS,39,RP_LV,12,double,8,0,0,560,5
191,KUPUWA_ITEMS,40,RP_1,12,double,8,0,0,568,5
191,KUPUWA_ITEMS,41,RP_2,12,double,8,0,0,576,5
191,KUPUWA_ITEMS,42,RP_3,12,double,8,0,0,584,5
191,KUPUWA_ITEMS,43,RP_4,12,double,8,0,0,592,5
191,KUPUWA_ITEMS,44,RP_5,12,double,8,0,0,600,5
191,KUPUWA_ITEMS,45,R_CENA,12,double,8,0,0,608,5
191,KUPUWA_ITEMS,46,R_CENADDS,12,double,8,0,0,616,5
191,KUPUWA_ITEMS,47,R_VALUTA,1,text,1,0,0,624,5
191,KUPUWA_ITEMS,48,D_EDCENA,12,double,8,0,0,632,5
191,KUPUWA_ITEMS,49,D_VALUTA,1,text,1,0,0,640,5
191,KUPUWA_ITEMS,50,DR_CENA,12,double,8,0,0,648,5
191,KUPUWA_ITEMS,51,DR_VALUTA,1,text,1,0,0,656,5
191,KUPUWA_ITEMS,52,CD_ROW_DUTY,12,double,8,0,0,664,5
191,KUPUWA_ITEMS,53,CD_SELL_KOLICH,12,double,8,0,0,672,5
191,KUPUWA_ITEMS,54,PRODUCT_TAX,12,double,8,0,0,680,5
191,KUPUWA_ITEMS,55,O_DATETIME,9,long,4,0,0,688,5
191,KUPUWA_ITEMS,56,O_NUM,9,long,4,0,0,692,5
191,KUPUWA_ITEMS,57,NOTE,1,text,64,0,0,696,5
191,KUPUWA_ITEMS,58,PROPS_ROW,17,blob,8,0,1,760,5
191,KUPUWA_ITEMS,59,WMS_KOLICH,12,double,8,0,0,768,5
191,KUPUWA_ITEMS,60,I_DATETIME,9,long,4,0,0,776,5
191,KUPUWA_ITEMS,61,I_NUM,8,short,2,0,0,780,5
191,KUPUWA_ITEMS,62,I_SMETKA,1,text,32,0,0,782,5
214,PARAMS,0,PARAM,1,text,64,0,0,4,1
214,PARAMS,1,VAL,1,text,64,0,0,68,1
214,PARAMS,2,VAL1,17,blob,8,0,0,136,1
233,PROD,0,DT_CREATED,9,long,4,0,0,8,1
233,PROD,1,DT_CHANGED,9,long,4,0,0,12,1
233,PROD,2,DT_STP,9,long,4,0,0,16,1
233,PROD,3,DT_PLANS,9,long,4,0,0,20,1
233,PROD,4,DT_DOC,9,long,4,0,0,24,1
233,PROD,5,DT_MADE,9,long,4,0,0,28,1
233,PROD,6,DT_TECH,9,long,4,0,0,32,1
233,PROD,7,DURATION,9,long,4,0,0,36,1
233,PROD,8,SMETKA,1,text,32,0,0,40,1
233,PROD,9,FIRMA,1,text,48,0,0,72,1
233,PROD,10,F_CONTACT,1,text,48,0,0,120,1
233,PROD,11,STP_TIP,1,text,2,0,0,168,1
233,PROD,12,RAZPAD,9,long,4,0,0,172,1
233,PROD,13,SKLAD,1,text,48,0,0,176,1
233,PROD,14,GRUPA,1,text,48,0,0,224,1
233,PROD,15,STOKA,1,text,48,0,0,272,1
233,PROD,16,CENA_TIP,8,short,2,0,0,320,1
233,PROD,17,VALUTA,1,text,1,0,0,322,1
233,PROD,18,NOTE,1,text,255,0,0,323,1
233,PROD,19,OWNER,1,text,48,0,0,578,1
233,PROD,20,SIGN_BY,1,text,48,0,0,626,1
233,PROD,21,KASA,1,text,1,0,0,674,1
233,PROD,22,PR_GRUPA,1,text,48,0,0,675,1
233,PROD,23,PROPS,17,blob,8,0,1,728,1
233,PROD,24,IS_OPEN,1,text,1,0,0,736,1
233,PROD,25,LV_ZA_USD,12,double,8,0,0,744,1
233,PROD,26,LV_ZA_DM,12,double,8,0,0,752,1
233,PROD,27,DM_ZA_USD,12,double,8,0,0,760,1
233,PROD,28,LV_ZA_1,12,double,8,0,0,768,1
233,PROD,29,LV_ZA_2,12,double,8,0,0,776,1
233,PROD,30,LV_ZA_3,12,double,8,0,0,784,1
233,PROD,31,LV_ZA_4,12,double,8,0,0,792,1
233,PROD,32,LV_ZA_5,12,double,8,0,0,800,1
233,PROD,33,VAR_101,9,long,4,0,0,808,1
233,PROD,34,ROW_101,9,long,4,0,0,812,1
233,PROD,35,PLN_101,9,long,4,0,0,816,1
233,PROD,36,WRK_101,9,long,4,0,0,820,1
233,PROD,37,PRD_101,9,long,4,0,0,824,1
233,PROD,38,BRK_101,9,long,4,0,0,828,1
233,PROD,39,KOLICH_PLN,12,double,8,0,0,832,1
233,PROD,40,KOLICH_PLN2,12,double,8,0,0,840,1
233,PROD,41,KOLICH_WRK,12,double,8,0,0,848,1
233,PROD,42,KOLICH_WRK2,12,double,8,0,0,856,1
233,PROD,43,KOLICH_PRD,12,double,8,0,0,864,1
233,PROD,44,KOLICH_PRD2,12,double,8,0,0,872,1
233,PROD,45,KOLICH_BRK,12,double,8,0,0,880,1
233,PROD,46,KOLICH_BRK2,12,double,8,0,0,888,1
233,PROD,47,PROD_EX,1,text,1,0,0,896,1
234,PROD_VARS,0,DT_CREATED,9,long,4,0,0,4,1
234,PROD_VARS,1,DT_VAR,9,long,4,0,0,8,1
234,PROD_VARS,2,DT_STP,9,long,4,0,0,12,1
234,PROD_VARS,3,POS,9,long,4,0,0,16,1
234,PROD_VARS,4,ED_CENA,12,double,8,0,0,24,1
234,PROD_VARS,5,KOLICH,12,double,8,0,0,32,1
234,PROD_VARS,6,KOLICH2,12,double,8,0,0,40,1
234,PROD_VARS,7,MODIFY_MAT_VAL,12,double,8,0,0,48,1
234,PROD_VARS,8,MODIFY_MAT_TIP,1,text,1,0,0,56,1
234,PROD_VARS,9,MODIFY_VAL,12,double,8,0,0,64,1
234,PROD_VARS,10,MODIFY_TIP,1,text,1,0,0,72,1
234,PROD_VARS,11,PROPS,17,blob,8,0,1,80,1
234,PROD_VARS,12,SIZE1,3,varying,4098,0,0,88,1
235,PROD_ROWS,0,DT_CREATED,9,long,4,0,0,4,1
235,PROD_ROWS,1,DT_ROW,9,long,4,0,0,8,1
235,PROD_ROWS,2,DT_STP,9,long,4,0,0,12,1
235,PROD_ROWS,3,POS,9,long,4,0,0,16,1
235,PROD_ROWS,4,SUB,9,long,4,0,0,20,1
235,PROD_ROWS,5,TIP,1,text,1,0,0,24,1
235,PROD_ROWS,6,SKLAD,1,text,48,0,0,25,1
235,PROD_ROWS,7,GRUPA,1,text,48,0,0,73,1
235,PROD_ROWS,8,STOKA,1,text,48,0,0,121,1
235,PROD_ROWS,9,CENA_TIP,8,short,2,0,0,170,1
235,PROD_ROWS,10,ED_CENA,12,double,8,0,0,176,1
235,PROD_ROWS,11,VALUTA,1,text,1,0,0,184,1
235,PROD_ROWS,12,OC_CENA_TIP,8,short,2,0,0,186,1
235,PROD_ROWS,13,OC_CENA,12,double,8,0,0,192,1
235,PROD_ROWS,14,OC_VALUTA,1,text,1,0,0,200,1
235,PROD_ROWS,15,NOTE,1,text,64,0,0,201,1
236,PROD_CELS,0,DT_CREATED,9,long,4,0,0,4,1
236,PROD_CELS,1,DT_VAR,9,long,4,0,0,8,1
236,PROD_CELS,2,DT_ROW,9,long,4,0,0,12,1
236,PROD_CELS,3,DT_STP,9,long,4,0,0,16,1
236,PROD_CELS,4,ED_CENA,12,double,8,0,0,24,1
236,PROD_CELS,5,KOLICH,12,double,8,0,0,32,1
236,PROD_CELS,6,KOLICH2,12,double,8,0,0,40,1
236,PROD_CELS,7,KOLICH_SUB,12,double,8,0,0,48,1
236,PROD_CELS,8,KOLICH_SUB2,12,double,8,0,0,56,1
236,PROD_CELS,9,NORMA,12,double,8,0,0,64,1
236,PROD_CELS,10,NORMA2,12,double,8,0,0,72,1
236,PROD_CELS,11,FIRA,12,double,8,0,0,80,1
236,PROD_CELS,12,SIZE1,3,varying,257,0,0,88,1
237,PROD_SERS,0,DT_CREATED,9,long,4,0,0,4,1
237,PROD_SERS,1,DT_VAR,9,long,4,0,0,8,1
237,PROD_SERS,2,DT_ROW,9,long,4,0,0,12,1
237,PROD_SERS,3,DT_STP,9,long,4,0,0,16,1
237,PROD_SERS,4,SER_NO,1,text,48,0,0,20,1
237,PROD_SERS,5,NUM,9,long,4,0,0,68,1
237,PROD_SERS,6,ED_CENA,12,double,8,0,0,72,1
237,PROD_SERS,7,VALUTA,1,text,1,0,0,80,1
237,PROD_SERS,8,KOLICH,12,double,8,0,0,88,1
237,PROD_SERS,9,KOLICH2,12,double,8,0,0,96,1
255,REWIZIA,0,DATETIME,9,long,4,0,0,4,1
255,REWIZIA,1,DT_DOC,9,long,4,0,0,8,1
255,REWIZIA,2,DT_CHANGED,9,long,4,0,0,12,1
255,REWIZIA,3,SMETKA,1,text,32,0,0,16,1
255,REWIZIA,4,SKLAD,1,text,48,0,0,48,1
255,REWIZIA,5,CENA_TIP,9,long,4,0,0,96,1
255,REWIZIA,6,PROPS,17,blob,8,0,1,104,1
255,REWIZIA,7,NOTE,1,text,255,0,0,112,1
255,REWIZIA,8,OWNER,1,text,48,0,0,367,1
255,REWIZIA,9,SIGN_BY,1,text,48,0,0,415,1
255,REWIZIA,10,KASA,1,text,1,0,0,463,1
255,REWIZIA,11,IS_OPEN,1,text,1,0,0,464,1
255,REWIZIA,12,IS_BLOCKED,1,text,1,0,0,465,1
256,REWIZIA_ITEMS,0,DATETIME,9,long,4,0,0,4,1
256,REWIZIA_ITEMS,1,GRUPA,1,text,48,0,0,8,1
256,REWIZIA_ITEMS,2,STOKA,1,text,48,0,0,56,1
256,REWIZIA_ITEMS,3,SER_NO,1,text,48,0,0,104,1
