relation_id,table,field_position,field_name,dtype_code,dtype,length,scale,subtype,offset_latest_format,latest_format
131,ALIGN,11,LV_ZA_USD,12,double,8,0,0,464,1
131,ALIGN,12,LV_ZA_DM,12,double,8,0,0,472,1
131,ALIGN,13,DM_ZA_USD,12,double,8,0,0,480,1
131,ALIGN,14,LV_ZA_1,12,double,8,0,0,488,1
131,ALIGN,15,LV_ZA_2,12,double,8,0,0,496,1
131,ALIGN,16,LV_ZA_3,12,double,8,0,0,504,1
131,ALIGN,17,LV_ZA_4,12,double,8,0,0,512,1
131,ALIGN,18,LV_ZA_5,12,double,8,0,0,520,1
132,ALIGN_ITEMS,0,DATETIME,9,long,4,0,0,4,1
132,ALIGN_ITEMS,1,NUM,9,long,4,0,0,8,1
132,ALIGN_ITEMS,2,POS,9,long,4,0,0,12,1
132,ALIGN_ITEMS,3,DT_PLASHTA,9,long,4,0,0,16,1
132,ALIGN_ITEMS,4,DT_PRODAWA,9,long,4,0,0,20,1
132,ALIGN_ITEMS,5,DT_KUPUWA,9,long,4,0,0,24,1
133,BACK_STOKA,0,DATETIME,9,long,4,0,0,8,1
133,BACK_STOKA,1,DT_DOC,9,long,4,0,0,12,1
133,BACK_STOKA,2,DT_DOC_2S,9,long,4,0,0,16,1
133,BACK_STOKA,3,DT_CHANGED,9,long,4,0,0,20,1
133,BACK_STOKA,4,KASA,1,text,1,0,0,24,1
133,BACK_STOKA,5,SMETKA,1,text,32,0,0,25,1
133,BACK_STOKA,6,JUAN,1,text,1,0,0,57,1
133,BACK_STOKA,7,FIRMA,1,text,48,0,0,58,1
133,BACK_STOKA,8,AGENT,1,text,48,0,0,106,1
133,BACK_STOKA,9,BROKER,1,text,48,0,0,154,1
133,BACK_STOKA,10,F_CONTACT,1,text,48,0,0,202,1
133,BACK_STOKA,11,USD,12,double,8,0,0,256,1
133,BACK_STOKA,12,DM,12,double,8,0,0,264,1
133,BACK_STOKA,13,LV,12,double,8,0,0,272,1
133,BACK_STOKA,14,S_1,12,double,8,0,0,280,1
133,BACK_STOKA,15,S_2,12,double,8,0,0,288,1
133,BACK_STOKA,16,S_3,12,double,8,0,0,296,1
133,BACK_STOKA,17,S_4,12,double,8,0,0,304,1
133,BACK_STOKA,18,S_5,12,double,8,0,0,312,1
133,BACK_STOKA,19,LV_ZA_USD,12,double,8,0,0,320,1
133,BACK_STOKA,20,LV_ZA_DM,12,double,8,0,0,328,1
133,BACK_STOKA,21,DM_ZA_USD,12,double,8,0,0,336,1
133,BACK_STOKA,22,LV_ZA_1,12,double,8,0,0,344,1
133,BACK_STOKA,23,LV_ZA_2,12,double,8,0,0,352,1
133,BACK_STOKA,24,LV_ZA_3,12,double,8,0,0,360,1
133,BACK_STOKA,25,LV_ZA_4,12,double,8,0,0,368,1
133,BACK_STOKA,26,LV_ZA_5,12,double,8,0,0,376,1
133,BACK_STOKA,27,OWNER,1,text,48,0,0,384,1
133,BACK_STOKA,28,SIGN_BY,1,text,48,0,0,432,1
133,BACK_STOKA,29,FACTUR_ID,1,text,1,0,0,480,1
133,BACK_STOKA,30,FACTUR_BY,1,text,48,0,0,481,1
133,BACK_STOKA,31,FACTUR_NO,1,text,16,0,0,529,1
133,BACK_STOKA,32,FACTUR_DT,9,long,4,0,0,548,1
133,BACK_STOKA,33,FACTUR_EX,1,text,1,0,0,552,1
133,BACK_STOKA,34,FACTUR_PN,1,text,16,0,0,553,1
133,BACK_STOKA,35,FACTUR_PD,9,long,4,0,0,572,1
133,BACK_STOKA,36,FACTUR_OS,1,text,64,0,0,576,1
133,BACK_STOKA,37,PROPS,17,blob,8,0,1,640,1
133,BACK_STOKA,38,NOTE,1,text,255,0,0,648,1
133,BACK_STOKA,39,IS_OPEN,1,text,1,0,0,903,1
134,AVANS_LINKS,0,DATETIME,9,long,4,0,0,4,1
134,AVANS_LINKS,1,SM_TYPE,9,long,4,0,0,8,1
134,AVANS_LINKS,2,NUM,9,long,4,0,0,12,1
134,AVANS_LINKS,3,DT_AVANS,9,long,4,0,0,16,1
135,BACK_STOKA_ITEMS,0,DATETIME,9,long,4,0,0,8,2
135,BACK_STOKA_ITEMS,1,NUM,8,short,2,0,0,12,2
135,BACK_STOKA_ITEMS,2,POS,9,long,4,0,0,16,2
135,BACK_STOKA_ITEMS,3,IS_FACTUR,1,text,1,0,0,20,2
135,BACK_STOKA_ITEMS,4,ZA_DATETIME,9,long,4,0,0,24,2
135,BACK_STOKA_ITEMS,5,ZA_NUM,8,short,2,0,0,28,2
135,BACK_STOKA_ITEMS,6,ZA_SMETKA,1,text,32,0,0,30,2
135,BACK_STOKA_ITEMS,7,SKLAD,1,text,48,0,0,62,2
135,BACK_STOKA_ITEMS,8,GRUPA,1,text,48,0,0,110,2
135,BACK_STOKA_ITEMS,9,STOKA,1,text,48,0,0,158,2
135,BACK_STOKA_ITEMS,10,SER_NO,1,text,48,0,0,206,2
135,BACK_STOKA_ITEMS,11,KOLICH,12,double,8,0,0,256,2
135,BACK_STOKA_ITEMS,12,KOLICH2,12,double,8,0,0,264,2
135,BACK_STOKA_ITEMS,13,REAL_KOLICH,12,double,8,0,0,272,2
135,BACK_STOKA_ITEMS,14,REAL_KOLICH2,12,double,8,0,0,280,2
135,BACK_STOKA_ITEMS,15,KOLICH_CHECK,12,double,8,0,0,288,2
135,BACK_STOKA_ITEMS,16,DDS,12,double,8,0,0,296,2
135,BACK_STOKA_ITEMS,17,CENA,12,double,8,0,0,304,2
135,BACK_STOKA_ITEMS,18,VALUTA,1,text,1,0,0,312,2
135,BACK_STOKA_ITEMS,19,KONSIGNACIA,1,text,1,0,0,313,2
135,BACK_STOKA_ITEMS,20,KB_ID,9,long,4,0,0,316,2
135,BACK_STOKA_ITEMS,21,CENA_LIST,1,text,48,0,0,320,2
135,BACK_STOKA_ITEMS,22,CENA_LIST_TYPE,1,text,1,0,0,368,2
135,BACK_STOKA_ITEMS,23,WARRANTY,1,text,80,0,0,369,2
135,BACK_STOKA_ITEMS,24,RP_USD,12,double,8,0,0,456,2
135,BACK_STOKA_ITEMS,25,RP_DM,12,double,8,0,0,464,2
135,BACK_STOKA_ITEMS,26,RP_LV,12,double,8,0,0,472,2
135,BACK_STOKA_ITEMS,27,RP_1,12,double,8,0,0,480,2
135,BACK_STOKA_ITEMS,28,RP_2,12,double,8,0,0,488,2
135,BACK_STOKA_ITEMS,29,RP_3,12,double,8,0,0,496,2
135,BACK_STOKA_ITEMS,30,RP_4,12,double,8,0,0,504,2
135,BACK_STOKA_ITEMS,31,RP_5,12,double,8,0,0,512,2
135,BACK_STOKA_ITEMS,32,NOTE,1,text,64,0,0,520,2
135,BACK_STOKA_ITEMS,33,BONUS,12,double,8,0,0,584,2
135,BACK_STOKA_ITEMS,34,PROPS_ROW,17,blob,8,0,1,592,2
135,BACK_STOKA_ITEMS,35,ZA_FISCAL_SMETKA,1,text,48,0,0,600,2
135,BACK_STOKA_ITEMS,36,STORNO_REASON,9,long,4,0,0,648,2
135,BACK_STOKA_ITEMS,37,WMS_KOLICH,12,double,8,0,0,656,2
136,BARCODES,0,DOSTAW,1,text,48,0,0,4,1
136,BARCODES,1,BARCODE,1,text,48,0,0,52,1
136,BARCODES,2,GRUPA,1,text,48,0,0,100,1
136,BARCODES,3,STOKA,1,text,48,0,0,148,1
136,BARCODES,4,NOTE,1,text,255,0,0,196,1
137,BOX,0,DATETIME,9,long,4,0,0,4,1
137,BOX,1,DT_DOC,9,long,4,0,0,8,1
137,BOX,2,DT_CHANGED,9,long,4,0,0,12,1
137,BOX,3,SMETKA,1,text,32,0,0,16,1
137,BOX,4,FIRMA,1,text,48,0,0,48,1
137,BOX,5,AGENT,1,text,48,0,0,96,1
137,BOX,6,PREWOZ,1,text,48,0,0,144,1
137,BOX,7,OWNER,1,text,48,0,0,192,1
137,BOX,8,SIGN_BY,1,text,48,0,0,240,1
137,BOX,9,BARCODE_BOX,1,text,32,0,0,288,1
137,BOX,10,PROPS,17,blob,8,0,1,320,1
137,BOX,11,NOTE,1,text,255,0,0,328,1
137,BOX,12,IS_OPEN,1,text,1,0,0,583,1
137,BOX,13,RAZFAS_BOX,1,text,8,0,0,584,1
137,BOX,14,KASA,1,text,1,0,0,592,1
137,BOX,15,USD,12,double,8,0,0,600,1
137,BOX,16,DM,12,double,8,0,0,608,1
137,BOX,17,LV,12,double,8,0,0,616,1
137,BOX,18,S_1,12,double,8,0,0,624,1
137,BOX,19,S_2,12,double,8,0,0,632,1
137,BOX,20,S_3,12,double,8,0,0,640,1
137,BOX,21,S_4,12,double,8,0,0,648,1
137,BOX,22,S_5,12,double,8,0,0,656,1
137,BOX,23,LV_ZA_USD,12,double,8,0,0,664,1
137,BOX,24,LV_ZA_DM,12,double,8,0,0,672,1
137,BOX,25,DM_ZA_USD,12,double,8,0,0,680,1
137,BOX,26,LV_ZA_1,12,double,8,0,0,688,1
137,BOX,27,LV_ZA_2,12,double,8,0,0,696,1
137,BOX,28,LV_ZA_3,12,double,8,0,0,704,1
137,BOX,29,LV_ZA_4,12,double,8,0,0,712,1
137,BOX,30,LV_ZA_5,12,double,8,0,0,720,1
138,BOX_ITEMS,0,DATETIME,9,long,4,0,0,4,1
138,BOX_ITEMS,1,NUM,9,long,4,0,0,8,1
138,BOX_ITEMS,2,POS,9,long,4,0,0,12,1
138,BOX_ITEMS,3,SKLAD,1,text,48,0,0,16,1
138,BOX_ITEMS,4,GRUPA,1,text,48,0,0,64,1
138,BOX_ITEMS,5,STOKA,1,text,48,0,0,112,1
138,BOX_ITEMS,6,SER_NO,1,text,48,0,0,160,1
138,BOX_ITEMS,7,KOLICH,12,double,8,0,0,208,1
138,BOX_ITEMS,8,KOLICH2,12,double,8,0,0,216,1
138,BOX_ITEMS,9,KOLICH_SELL,12,double,8,0,0,224,1
138,BOX_ITEMS,10,KOLICH_SELL2,12,double,8,0,0,232,1
138,BOX_ITEMS,11,KOLICH_CHECK,12,double,8,0,0,240,1
138,BOX_ITEMS,12,KOLICH_CANCEL,12,double,8,0,0,248,1
138,BOX_ITEMS,13,KOLICH_CANCEL2,12,double,8,0,0,256,1
138,BOX_ITEMS,14,NOTE,1,text,64,0,0,264,1
138,BOX_ITEMS,15,PROPS_ROW,17,blob,8,0,1,328,1
138,BOX_ITEMS,16,KONSIGNACIA,1,text,1,0,0,336,1
138,BOX_ITEMS,17,KB_ID,9,long,4,0,0,340,1
138,BOX_ITEMS,18,CENA_LIST,1,text,48,0,0,344,1
138,BOX_ITEMS,19,CENA_LIST_TYPE,1,text,1,0,0,392,1
138,BOX_ITEMS,20,ENDDATE,16,timestamp,8,0,0,400,1
138,BOX_ITEMS,21,DDS,12,double,8,0,0,408,1
138,BOX_ITEMS,22,CENA,12,double,8,0,0,416,1
138,BOX_ITEMS,23,VALUTA,1,text,1,0,0,424,1
138,BOX_ITEMS,24,DISCOUNT,12,double,8,0,0,432,1
138,BOX_ITEMS,25,DISCOUNT2,12,double,8,0,0,440,1
138,BOX_ITEMS,26,IS_REL_DISCOUNT,1,text,1,0,0,448,1
139,BUDGET,0,BUDG_ID,9,long,4,0,0,4,1
139,BUDGET,1,SCENARIO,1,text,32,0,0,8,1
139,BUDGET,2,BUDG_YEAR,9,long,4,0,0,40,1
139,BUDGET,3,PERO_ID,9,long,4,0,0,44,1
139,BUDGET,4,PERIOD,9,long,4,0,0,48,1
139,BUDGET,5,PRIHOD,12,double,8,0,0,56,1
139,BUDGET,6,RAZHOD,12,double,8,0,0,64,1
140,BUDGET_ACTIVI,0,ACTIV_ID,9,long,4,0,0,4,1
140,BUDGET_ACTIVI,1,AYEAR,9,long,4,0,0,8,1
140,BUDGET_ACTIVI,2,AMONTH,9,long,4,0,0,12,1
140,BUDGET_ACTIVI,3,SUMA,12,double,8,0,0,16,1
141,B_MARKET,0,ID,9,long,4,0,0,4,1
141,B_MARKET,1,PARENT_ID,9,long,4,0,0,8,1
141,B_MARKET,2,TYPE,9,long,4,0,0,12,1
141,B_MARKET,3,SORT_ORD,9,long,4,0,0,16,1
141,B_MARKET,4,CAPTION,1,text,48,0,0,20,1
141,B_MARKET,5,COMMAND,1,text,48,0,0,68,1
141,B_MARKET,6,SKLAD,1,text,48,0,0,116,1
141,B_MARKET,7,GRUPA,1,text,48,0,0,164,1
141,B_MARKET,8,STOKA,1,text,48,0,0,212,1
141,B_MARKET,9,SER_NO,1,text,48,0,0,260,1
141,B_MARKET,10,FOTO,17,blob,8,0,0,312,1
142,CAT_CATEGS,0,ID,8,short,2,0,0,4,1
142,CAT_CATEGS,1,NAME,1,text,48,0,0,6,1
142,CAT_CATEGS,2,ORD,8,short,2,0,0,54,1
142,CAT_CATEGS,3,SORT_MODE,8,short,2,0,0,56,1
143,CAT_VALUES,0,ID,9,long,4,0,0,4,1
143,CAT_VALUES,1,CATEG_ID,8,short,2,0,0,8,1
143,CAT_VALUES,2,VAL,1,text,48,0,0,10,1
144,CAT_LINKS,0,SERIA_ID,9,long,4,0,0,4,1
144,CAT_LINKS,1,STOKA_ID,9,long,4,0,0,8,1
144,CAT_LINKS,2,CATEG_ID,8,short,2,0,0,12,1
144,CAT_LINKS,3,VALUE_ID,9,long,4,0,0,16,1
145,CENI,0,DATETIME,9,long,4,0,0,4,1
145,CENI,1,DT_DOC,9,long,4,0,0,8,1
145,CENI,2,DT_CHANGED,9,long,4,0,0,12,1
145,CENI,3,SMETKA,1,text,32,0,0,16,1
145,CENI,4,OWNER,1,text,48,0,0,48,1
145,CENI,5,SIGN_BY,1,text,48,0,0,96,1
145,CENI,6,NOTE,1,text,255,0,0,144,1
145,CENI,7,IS_OPEN,1,text,1,0,0,399,1
145,CENI,8,BY_MODUL,1,text,48,0,0,400,1
145,CENI,9,BY_SMETKA,1,text,32,0,0,448,1
145,CENI,10,BY_SMTYPE,9,long,4,0,0,480,1
145,CENI,11,IS_REALIZED,1,text,1,0,0,484,1
146,CENI_ITEMS,0,DATETIME,9,long,4,0,0,4,1
146,CENI_ITEMS,1,NUM,9,long,4,0,0,8,1
146,CENI_ITEMS,2,GRUPA,1,text,48,0,0,12,1
146,CENI_ITEMS,3,STOKA,1,text,48,0,0,60,1
146,CENI_ITEMS,4,SKLAD,1,text,48,0,0,108,1
146,CENI_ITEMS,5,OLD_VALUTA_KUP,1,text,1,0,0,156,1
146,CENI_ITEMS,6,OLD_CENA_KUP,12,double,8,0,0,160,1
146,CENI_ITEMS,7,OLD_VALUTA_PROD_ED,1,text,1,0,0,168,1
146,CENI_ITEMS,8,OLD_CENA_PROD_ED1,12,double,8,0,0,176,1
146,CENI_ITEMS,9,OLD_VALUTA_PROD_DR,1,text,1,0,0,184,1
146,CENI_ITEMS,10,OLD_CENA_PROD_DR1,12,double,8,0,0,192,1
146,CENI_ITEMS,11,NEW_VALUTA_KUP,1,text,1,0,0,200,1
146,CENI_ITEMS,12,NEW_CENA_KUP,12,double,8,0,0,208,1
146,CENI_ITEMS,13,NEW_VALUTA_PROD_ED,1,text,1,0,0,216,1
146,CENI_ITEMS,14,NEW_CENA_PROD_ED1,12,double,8,0,0,224,1
146,CENI_ITEMS,15,NEW_VALUTA_PROD_DR,1,text,1,0,0,232,1
146,CENI_ITEMS,16,NEW_CENA_PROD_DR1,12,double,8,0,0,240,1
146,CENI_ITEMS,17,NOTE,1,text,64,0,0,248,1
146,CENI_ITEMS,18,AVG_VALUTA_KUP,1,text,1,0,0,312,1
146,CENI_ITEMS,19,AVG_CENA_KUP,12,double,8,0,0,320,1
146,CENI_ITEMS,20,AVG_KOLICH,12,double,8,0,0,328,1
146,CENI_ITEMS,21,AVG_DT,9,long,4,0,0,336,1
146,CENI_ITEMS,22,NALICH,12,double,8,0,0,344,1
146,CENI_ITEMS,23,IS_CHANGED,1,text,1,0,0,352,1
146,CENI_ITEMS,24,IS_TEMP,1,text,1,0,0,353,1
147,CODES,0,CODE,1,text,16,0,0,4,1
147,CODES,1,SCRIPT,1,text,128,0,0,20,1
147,CODES,2,NOTE,1,text,128,0,0,148,1
147,CODES,3,USD,12,double,8,0,0,280,1
147,CODES,4,DM,12,double,8,0,0,288,1
147,CODES,5,LV,12,double,8,0,0,296,1
147,CODES,6,S_1,12,double,8,0,0,304,1
147,CODES,7,S_2,12,double,8,0,0,312,1
147,CODES,8,S_3,12,double,8,0,0,320,1
147,CODES,9,S_4,12,double,8,0,0,328,1
147,CODES,10,S_5,12,double,8,0,0,336,1
147,CODES,11,TIP,8,short,2,0,0,344,1
148,CONNECTS_BY,0,CONNECT_BY,1,text,48,0,0,4,1
149,COUNTRIES,0,CODE,1,text,2,0,0,4,1
149,COUNTRIES,1,NAME,1,text,48,0,0,6,1
149,COUNTRIES,2,NAME_BG,1,text,48,0,0,54,1
149,COUNTRIES,3,IS_EU,1,text,1,0,0,102,1
149,COUNTRIES,4,OSS_VAT,12,double,8,0,0,104,1
150,CRM_CUSTOM_FIELDS_DEF,0,ID,9,long,4,0,0,4,1
150,CRM_CUSTOM_FIELDS_DEF,1,IS_TASK,1,text,1,0,0,8,1
150,CRM_CUSTOM_FIELDS_DEF,2,NAME,1,text,48,0,0,9,1
150,CRM_CUSTOM_FIELDS_DEF,3,FTYPE,9,long,4,0,0,60,1
151,CRM_NOTIFICATIONS,0,ID_TASK,9,long,4,0,0,4,1
151,CRM_NOTIFICATIONS,1,TYPE,9,long,4,0,0,8,1
151,CRM_NOTIFICATIONS,2,SINGLEVAL,9,long,4,0,0,12,1
151,CRM_NOTIFICATIONS,3,SINGLEUNIT,9,long,4,0,0,16,1
151,CRM_NOTIFICATIONS,4,DELAY,12,double,8,0,0,24,1
151,CRM_NOTIFICATIONS,5,FROMSTART,1,text,1,0,0,32,1
151,CRM_NOTIFICATIONS,6,DT_START,9,long,4,0,0,36,1
151,CRM_NOTIFICATIONS,7,MULTIVAL,9,long,4,0,0,40,1
151,CRM_NOTIFICATIONS,8,MULTIUNIT,9,long,4,0,0,44,1
151,CRM_NOTIFICATIONS,9,TEMPLATE,1,text,7,0,0,48,1
151,CRM_NOTIFICATIONS,10,DT_OPEN,9,long,4,0,0,56,1
152,CRM_REPORTS,0,ID,9,long,4,0,0,4,1
152,CRM_REPORTS,1,FROM_ID_TASK,9,long,4,0,0,8,1
152,CRM_REPORTS,2,TO_USER,1,text,48,0,0,12,1
152,CRM_REPORTS,3,FIRMA,1,text,48,0,0,60,1
152,CRM_REPORTS,4,SUBJECT,1,text,48,0,0,108,1
152,CRM_REPORTS,5,NOTE,3,varying,1026,0,0,156,1
152,CRM_REPORTS,6,DT_START,9,long,4,0,0,1184,1
152,CRM_REPORTS,7,DT_FINISH,9,long,4,0,0,1188,1
152,CRM_REPORTS,8,DT_CREATED,9,long,4,0,0,1192,1
152,CRM_REPORTS,9,DT_CHANGED,9,long,4,0,0,1196,1
152,CRM_REPORTS,10,ID_STATUS,9,long,4,0,0,1200,1
152,CRM_REPORTS,11,CONNECT_BY,1,text,48,0,0,1204,1
152,CRM_REPORTS,12,IS_OPEN,1,text,1,0,0,1252,1
153,CRM_STATUSES,0,ID,9,long,4,0,0,4,1
153,CRM_STATUSES,1,STATUS,1,text,48,0,0,8,1
154,CRM_TASK_CUSTOM_FIELDS,0,ID_TASK,9,long,4,0,0,4,1
154,CRM_TASK_CUSTOM_FIELDS,1,IS_TASK,1,text,1,0,0,8,1
154,CRM_TASK_CUSTOM_FIELDS,2,ID_FIELD,9,long,4,0,0,12,1
154,CRM_TASK_CUSTOM_FIELDS,3,FVALUE,3,varying,257,0,0,16,1
155,CRM_TASK_DOC,0,ID_TASK,9,long,4,0,0,4,1
155,CRM_TASK_DOC,1,IS_TASK,1,text,1,0,0,8,1
155,CRM_TASK_DOC,2,NUM,9,long,4,0,0,12,1
155,CRM_TASK_DOC,3,SM_TYPE,9,long,4,0,0,16,1
155,CRM_TASK_DOC,4,DATETIME,9,long,4,0,0,20,1
155,CRM_TASK_DOC,5,SUBJECT,1,text,48,0,0,24,1
155,CRM_TASK_DOC,6,NOTE,3,varying,1026,0,0,72,1
155,CRM_TASK_DOC,7,SMETKA,1,text,32,0,0,1098,1
156,CRM_TASK_EMAIL,0,ID_TASK,9,long,4,0,0,4,1
156,CRM_TASK_EMAIL,1,IS_TASK,1,text,1,0,0,8,1
156,CRM_TASK_EMAIL,2,NUM,9,long,4,0,0,12,1
156,CRM_TASK_EMAIL,3,ENTRYID,1,text,48,0,0,16,1
156,CRM_TASK_EMAIL,4,FOLDERID,1,text,48,0,0,64,1
156,CRM_TASK_EMAIL,5,DT_RECEIVED,16,timestamp,8,0,0,112,1
156,CRM_TASK_EMAIL,6,FOLDERPATH,1,text,48,0,0,120,1
156,CRM_TASK_EMAIL,7,FROM_EMAIL,1,text,48,0,0,168,1
156,CRM_TASK_EMAIL,8,SUBJECT,1,text,48,0,0,216,1
156,CRM_TASK_EMAIL,9,BODY,3,varying,4098,0,0,264,1
156,CRM_TASK_EMAIL,10,NOTE,3,varying,1026,0,0,4362,1
157,CRM_TASK_FIRMA,0,ID_TASK,9,long,4,0,0,4,1
157,CRM_TASK_FIRMA,1,IS_TASK,1,text,1,0,0,8,1
157,CRM_TASK_FIRMA,2,NUM,9,long,4,0,0,12,1
157,CRM_TASK_FIRMA,3,FIRMA,1,text,48,0,0,16,1
157,CRM_TASK_FIRMA,4,ADDR,1,text,255,0,0,64,1
157,CRM_TASK_FIRMA,5,TEL,1,text,128,0,0,319,1
157,CRM_TASK_FIRMA,6,NOTE,3,varying,1026,0,0,448,1
158,CRM_TASK_LINK,0,ID_TASK,9,long,4,0,0,4,1
158,CRM_TASK_LINK,1,IS_TASK,1,text,1,0,0,8,1
158,CRM_TASK_LINK,2,NUM,9,long,4,0,0,12,1
158,CRM_TASK_LINK,3,LINK,1,text,1024,0,0,16,1
158,CRM_TASK_LINK,4,NOTE,3,varying,1026,0,0,1040,1
159,CRM_TASK_LOG,0,ID,9,long,4,0,0,4,1
159,CRM_TASK_LOG,1,OWNER,1,text,48,0,0,8,1
159,CRM_TASK_LOG,2,DT_EVENT,9,long,4,0,0,56,1
159,CRM_TASK_LOG,3,ID_TASK,9,long,4,0,0,60,1
159,CRM_TASK_LOG,4,IS_TASK,1,text,1,0,0,64,1
159,CRM_TASK_LOG,5,EVENT,1,text,48,0,0,65,1
159,CRM_TASK_LOG,6,FLDCHANGED,1,text,256,0,0,113,1
159,CRM_TASK_LOG,7,SKLAD,1,text,48,0,0,369,1
159,CRM_TASK_LOG,8,GRUPA,1,text,48,0,0,417,1
159,CRM_TASK_LOG,9,STOKA,1,text,48,0,0,465,1
159,CRM_TASK_LOG,10,FIRMA,1,text,48,0,0,513,1
159,CRM_TASK_LOG,11,OLDVALUE,3,varying,1026,0,0,562,1
159,CRM_TASK_LOG,12,NEWVALUE,3,varying,1026,0,0,1588,1
160,CRM_TASK_STOKA,0,ID_TASK,9,long,4,0,0,4,1
160,CRM_TASK_STOKA,1,IS_TASK,1,text,1,0,0,8,1
160,CRM_TASK_STOKA,2,NUM,9,long,4,0,0,12,1
160,CRM_TASK_STOKA,3,SKLAD,1,text,48,0,0,16,1
160,CRM_TASK_STOKA,4,GRUPA,1,text,48,0,0,64,1
160,CRM_TASK_STOKA,5,STOKA,1,text,48,0,0,112,1
160,CRM_TASK_STOKA,6,NOTE,3,varying,1026,0,0,160,1
161,CRM_TASKS,0,ID,9,long,4,0,0,4,3
161,CRM_TASKS,1,TO_USER,1,text,48,0,0,8,3
161,CRM_TASKS,2,FROM_USER,1,text,48,0,0,56,3
161,CRM_TASKS,3,OWNER,1,text,48,0,0,104,3
161,CRM_TASKS,4,WAVE,9,long,4,0,0,152,3
161,CRM_TASKS,5,SUBJECT,1,text,48,0,0,156,3
161,CRM_TASKS,6,NOTE,3,varying,1026,0,0,204,3
161,CRM_TASKS,7,DT_START,9,long,4,0,0,1232,3
161,CRM_TASKS,8,DT_FINISH,9,long,4,0,0,1236,3
161,CRM_TASKS,9,DT_CREATED,9,long,4,0,0,1240,3
161,CRM_TASKS,10,DT_CHANGED,9,long,4,0,0,1244,3
161,CRM_TASKS,11,FROM_ID_REPORT,9,long,4,0,0,1248,3
161,CRM_TASKS,12,ID_STATUS,9,long,4,0,0,1252,3
161,CRM_TASKS,13,SMETKA,1,text,48,0,0,1256,3
161,CRM_TASKS,14,IS_OPEN,1,text,1,0,0,1304,3
161,CRM_TASKS,15,URGENCY,9,long,4,0,0,1308,3
161,CRM_TASKS,16,TASKTYPE,9,long,4,0,0,1312,3
161,CRM_TASKS,17,TO_USERS,3,varying,1026,0,0,1316,3
162,CTRL_POINTS,0,POINT_ROUTER,9,long,4,0,0,4,1
162,CTRL_POINTS,1,POINT_DOOR,9,long,4,0,0,8,1
162,CTRL_POINTS,2,POINT_TIP,1,text,8,0,0,12,1
162,CTRL_POINTS,3,POINT_NOTE,1,text,64,0,0,20,1
163,CTRL_CARDS,0,CARD_ID,1,text,10,0,0,4,1
163,CTRL_CARDS,1,CARD_TIP,1,text,8,0,0,14,1
163,CTRL_CARDS,2,CARD_LINK,1,text,64,0,0,22,1
164,CTRL_STATS,0,STAT_DT,9,long,4,0,0,4,1
164,CTRL_STATS,1,STAT_TIP,1,text,8,0,0,8,1
164,CTRL_STATS,2,STAT_OBJ,1,text,64,0,0,16,1
164,CTRL_STATS,3,STAT_RESULT,1,text,64,0,0,80,1
165,DISTRIB_TAB,0,OBOROT,12,double,8,0,0,8,1
165,DISTRIB_TAB,1,PROCENT,12,double,8,0,0,16,1
166,DISTRIB_TEMP,0,DT_NO,9,long,4,0,0,4,1
