__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,GRUPA,STOKA,SER_NO,KOLICH1,KOLICH12,KOLICH2,KOLICH22,IS_CHECK,ED_CENA,ED_VALUTA,KUP_CENA,KUP_VALUTA,NOTE,STOCK_POSITION
1752,26,1,3157303,Машини,Машина за полиране Bosch GPO14CE,328055617,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:00 през “Складове и Стоки”,
1752,27,1,3157303,Машини,Машина за полиране Bosch GPO14CE,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:00 през “Складове и Стоки”,
1755,0,1,3157303,Машини,Машина за заостряне на волфрамови електроди Delt,SN2021010,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:00 през “Складове и Стоки”,
1755,1,1,3157303,Машини,Машина за заостряне на волфрамови електроди Delt,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:00 през “Складове и Стоки”,
1755,2,1,3157303,Машини,Пневматичен винтоверт Raider RD-AD02,80103,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:00 през “Складове и Стоки”,
1755,3,1,3157303,Машини,Пневматичен винтоверт Raider RD-AD02,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:00 през “Складове и Стоки”,
1755,4,1,3157303,Машини,Пистолет за топъл въздух Daewoo DAHG 2000,DHG0650PRBUL2106,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,5,1,3157303,Машини,Пистолет за топъл въздух Daewoo DAHG 2000,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,6,1,3157303,Машини,Лазерен нивелир Bosch Quingo Plus,324032899,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,7,1,3157303,Машини,Лазерен нивелир Bosch Quingo Plus,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,8,1,3157303,Машини,Перфоратор Bosch GBH 2-24D,3611BA0000,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,9,1,3157303,Машини,Перфоратор Bosch GBH 2-24D,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,10,1,3157303,Машини,Бормашина Metabo BEV 1300-2,574000,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,11,1,3157303,Машини,Бормашина Metabo BEV 1300-2,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,12,1,3157303,Машини,Лепачка за тръби Total TT328151,24137910792,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,13,1,3157303,Машини,Лепачка за тръби Total TT328151,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:01 през “Складове и Стоки”,
1755,14,1,3157303,Машини,Импакт Makita DTD152,395879N,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,15,1,3157303,Машини,Импакт Makita DTD152,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,16,1,3157303,Машини,Бормашина Parkside PSBM1100B1,87202,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,17,1,3157303,Машини,Бормашина Parkside PSBM1100B1,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,18,1,3157303,Машини,Фреза Makita N5900B,1354710,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,19,1,3157303,Машини,Фреза Makita N5900B,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,20,1,3157303,Машини,Ампер клещи Uni-t UT230R,C220357502,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,21,1,3157303,Машини,Ампер клещи Uni-t UT230R,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:02 през “Складове и Стоки”,
1755,22,1,3157303,Машини,Ампер клещи Uni-t UT230R 1,C220357511,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1755,23,1,3157303,Машини,Ампер клещи Uni-t UT230R 1,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1755,24,1,3157303,Машини,Ампер клещи Uni-t UT230R 2,C220357514,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1755,25,1,3157303,Машини,Ампер клещи Uni-t UT230R 2,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1755,26,1,3157303,Машини,Ампер клещи Total TMT46003,H12B-G010591,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1757,0,1,3157303,Машини,Ампер клещи Total TMT46003,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1757,1,1,3157303,Машини,Лазерен термометър Infrared DT8016H,210636056,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1757,2,1,3157303,Машини,Лазерен термометър Infrared DT8016H,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:03 през “Складове и Стоки”,
1757,3,1,3157303,Машини,Манометър Bauihr 5110,MAN-277,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:04 през “Складове и Стоки”,
1757,4,1,3157303,Машини,Манометър Bauihr 5110,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:04 през “Складове и Стоки”,
1757,5,1,3157303,Машини,Пистолет за топъл въздух Stainel,SN506000660,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:04 през “Складове и Стоки”,
1757,6,1,3157303,Машини,Пистолет за топъл въздух Stainel,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:04 през “Складове и Стоки”,
1757,7,1,3157303,Машини,Виноверт Bavaria BCD14,01BG-14-2026,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:05 през “Складове и Стоки”,
1757,8,1,3157303,Машини,Виноверт Bavaria BCD14,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:05 през “Складове и Стоки”,
1757,9,1,3157303,Машини,Зеге Raider RDP-JS21,50201,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:05 през “Складове и Стоки”,
1757,10,1,3157303,Машини,Зеге Raider RDP-JS21,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:05 през “Складове и Стоки”,
1757,11,1,3157303,Машини,Дигитален термометър PeakTeck 5110,200204430,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:05 през “Складове и Стоки”,
1757,12,1,3157303,Машини,Дигитален термометър PeakTeck 5110,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:05 през “Складове и Стоки”,
1757,13,1,3157303,Машини,Мултицет Schneider IMT23202,8A-2021-11-23,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:06 през “Складове и Стоки”,
1757,14,1,3157303,Машини,Мултицет Schneider IMT23202,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:06 през “Складове и Стоки”,
1757,15,1,3157303,Машини,Мултишлайф Dremel 4000,F013400046,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:06 през “Складове и Стоки”,
1757,16,1,3157303,Машини,Мултишлайф Dremel 4000,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:06 през “Складове и Стоки”,
1757,17,1,3157303,Машини,Електрическа отвертка Makita DF011D,6854,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:06 през “Складове и Стоки”,
1757,18,1,3157303,Машини,Електрическа отвертка Makita DF011D,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:06 през “Складове и Стоки”,
1757,19,1,3157303,Машини,Електрическа отвертка Makita,0569316Y,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:07 през “Складове и Стоки”,
1757,20,1,3157303,Машини,Електрическа отвертка Makita,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:07 през “Складове и Стоки”,
1757,21,1,3157303,Машини,Газ анализатор Testo 300 633300250,62649073,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:07 през “Складове и Стоки”,
1757,22,1,3157303,Машини,Газ анализатор Testo 300 633300250,,1.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:07 през “Складове и Стоки”,
1757,23,1,3157303,Машини,Мултицет V&A VA19,,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:08 през “Начални Наличности”,
1757,24,1,3157303,Машини,Мултицет CAT JTW838,,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:12 през “Начални Наличности”,
1757,25,1,3157303,Машини,Мултицет CAT JTW838,201007751,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:12 през “Складове и Стоки”,
1757,26,1,3157303,Производствен цех - инструменти,Макетен нож други,,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:13 през “Начални Наличности”,
1761,0,1,3157303,Производствен цех - инструменти,Отвертки други права,,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:14 през “Начални Наличности”,
1761,1,1,3157303,Производствен цех - инструменти,Отвертки други кръстата,,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:15 през “Начални Наличности”,
1761,2,1,3157303,Производствен цех - инструменти,Отвертки други кръстата червена,,0.0,0.0,1.0,0.0,Y,0.0,L,0.0,L,в 15:15 през “Начални Наличности”,
1761,3,1,9914786,Муфи на резба,Муфа 316L резба 150LBS 1/2“,07082025,60.0,0.0,62.0,0.0,Y,3.6,L,3.6,L,в 14:31 през “Редактирай Серийни/Партидни №”,
1761,4,1,9914786,Муфи на резба,Муфа 316L резба 150LBS 1/2“,,62.0,0.0,62.0,0.0,Y,3.6,L,3.6,L,в 14:31 през “Редактирай Серийни/Партидни №”,
1761,5,1,9914786,Тройници на резба,Тройник 316L резба вътрешна 1/2“,07082025,50.0,0.0,51.0,0.0,Y,4.548,L,4.548,L,в 14:31 през “Редактирай Серийни/Партидни №”,
1761,6,1,9914786,Тройници на резба,Тройник 316L резба вътрешна 1/2“,,51.0,0.0,51.0,0.0,Y,4.548,L,4.548,L,в 14:31 през “Редактирай Серийни/Партидни №”,
1761,7,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN15,1658148,0.0,0.0,13.0,0.0,Y,0.0,L,0.0,L,в 09:07 през “Редактирай Серийни/Партидни №”,
1761,8,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN15,,13.0,0.0,13.0,0.0,Y,0.0,L,0.0,L,в 09:07 през “Редактирай Серийни/Партидни №”,
1761,9,1,10248330,Други (Електроника),Ф2.5 21L2K1T25 R42,,1.0,0.0,25.0,0.0,Y,0.0,L,0.0,L,в 13:01 през “Складове и Стоки”,
1761,10,1,10248330,Други (Електроника),Ф3.0 21L2K1T30 P08,,11.0,0.0,14.0,0.0,Y,0.0,L,0.0,L,в 13:02 през “Складове и Стоки”,
1761,11,1,10248330,ЛД,Ф5.5 21L2K1T55 P16,,2.0,0.0,3.0,0.0,Y,0.0,L,0.0,L,в 13:02 през “Складове и Стоки”,
1761,12,1,10248330,Газ анализ - Сензори,Анализатор на общозапалими вещества Sirius 8866,E240801-5,0.0,0.0,1.0,0.0,Y,2987.88,L,2987.88,L,в 13:15 през “Редактирай Серийни/Партидни №”,
1761,13,1,10248330,Газ анализ - Сензори,Анализатор на общозапалими вещества Sirius 8866,,1.0,0.0,2.0,0.0,Y,2987.88,L,2987.88,L,в 13:16 през “Складове и Стоки”,
1761,14,1,37585235,2.5.4. Вентили,Магнетвентил 1“,pbc853533,0.0,0.0,1.0,0.0,Y,374.85,L,374.85,L,в 08:56 през “Редактирай Серийни/Партидни №”,
1761,15,1,42360220,Сензори,Трансмитер за налягане 0-15 bar,230925/6,-1.0,0.0,5.0,0.0,Y,0.0,L,0.0,L,в 10:14 през “Редактирай Серийни/Партидни №”,
1761,16,1,10248330,Газ анализ - Сензори,Електрохимичен кислороден анализатор OxyTrend E2,,1.0,0.0,2.0,0.0,Y,3214.42,L,3214.42,L,в 13:20 през “Складове и Стоки”,
1761,17,1,37585235,2.5.4. Вентили,Магнетвентил 1“,,0.0,0.0,2.0,0.0,Y,374.85,L,374.85,L,в 08:56 през “Складове и Стоки”,
1761,18,1,10515836,Релета,Реле мини тип PT 14 пина 4CO 24VDC 6A,,4.0,0.0,8.0,0.0,Y,0.0,L,0.0,L,в 09:11 през “Складове и Стоки”,
1761,19,1,10515836,"Прекъсвачи, Предпазители",Предпазител LQA01230 16А,,8.0,0.0,12.0,0.0,Y,0.0,L,0.0,L,в 09:17 през “Складове и Стоки”,
1761,20,1,10515836,Унител,захранване за DIN шина SDR-120-24 24V/5A,,3.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:25 през “Складове и Стоки”,
1761,21,1,39904921,2.6. Арматури,Филтър-Y на рез. 1/2“,,0.0,0.0,0.0,0.0,Y,36.2015,L,36.2015,L,в 15:28 през “Складове и Стоки”,
1761,22,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN25,16156,0.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:08 през “Редактирай Серийни/Партидни №”,
1761,23,1,37585235,2.5.4. Вентили,Магнетвентил 1“,pbc853531,0.0,0.0,1.0,0.0,Y,374.85,L,374.85,L,в 08:55 през “Редактирай Серийни/Партидни №”,
1761,24,1,42360220,Сензори,Трансмитер за налягане 0-15 bar,,3.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 10:14 през “Складове и Стоки”,
5372,0,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN25,,4.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:08 през “Редактирай Серийни/Партидни №”,
5372,1,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN20,168143,0.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:08 през “Редактирай Серийни/Партидни №”,
5372,2,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN20,,4.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:08 през “Редактирай Серийни/Партидни №”,
5372,3,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L DN15,16814612,0.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:08 през “Редактирай Серийни/Партидни №”,
5372,4,1,35561718,2.5.3. Кранове на резба,Кран сфер. на рез. 316L DN15,,4.0,0.0,4.0,0.0,Y,0.0,L,0.0,L,в 09:08 през “Редактирай Серийни/Партидни №”,
5372,5,1,38228518,2.2. Фитинги за заваряване,"Капа 316L (168,3x2,0) 6``",10142820/19082025,0.0,0.0,0.0,0.0,Y,31.04,L,31.04,L,в 10:20 през “Складове и Стоки”,
5372,6,1,38228518,2.2. Фитинги за заваряване,"Капа 316L (168,3x2,0) 6``",,1.0,0.0,1.0,0.0,Y,31.04,L,31.04,L,в 10:17 през “Редактирай Серийни/Партидни №”,
5372,7,1,38228518,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",202529294004,2.0,0.0,1.0,0.0,Y,395.95,L,395.95,L,в 11:21 през “Складове и Стоки”,
5372,8,1,38228518,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",,2.0,0.0,2.0,0.0,Y,475.14,L,475.14,L,в 11:21 през “Складове и Стоки”,
5372,9,1,38228518,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",202529294008,0.0,0.0,1.0,0.0,Y,475.14,L,475.14,L,в 11:21 през “Редактирай Серийни/Партидни №”,
5372,10,1,45667912,Сензори,Трансмитер за налягане 0-15 bar,24607/04.2024,0.0,0.0,7.0,0.0,Y,0.0,L,0.0,L,в 07:54 през “Редактирай Серийни/Партидни №”,
5372,11,1,45667912,Сензори,Трансмитер за налягане 0-15 bar,,7.0,0.0,7.0,0.0,Y,0.0,L,0.0,L,в 07:54 през “Редактирай Серийни/Партидни №”,
5372,12,1,42675388,2.2. Фитинги за заваряване,Кръст зав. 316L W/W DIN11850 SERIE2 DN32,1,0.0,0.0,1.0,0.0,Y,1.0,L,1.0,L,в 08:44 през “Редактирай Серийни/Партидни №”,
5372,13,1,42675388,2.2. Фитинги за заваряване,Кръст зав. 316L W/W DIN11850 SERIE2 DN32,,0.0,0.0,1.0,0.0,Y,1.0,L,1.0,L,в 08:44 през “Складове и Стоки”,
5372,14,1,50116269,Други (Електроника),Ф2.5 21L2K1T25 R42,12345,0.0,0.0,25.0,0.0,Y,0.0,L,0.0,L,в 12:42 през “Редактирай Серийни/Партидни №”,
5372,15,1,50116269,Други (Електроника),Ф2.5 21L2K1T25 R42,,1.0,0.0,25.0,0.0,Y,0.0,L,0.0,L,в 12:42 през “Складове и Стоки”,
5372,16,1,50116269,Други (Електроника),Ф3.0 21L2K1T30 P08,123456,0.0,0.0,14.0,0.0,Y,0.0,L,0.0,L,в 12:42 през “Редактирай Серийни/Партидни №”,
5372,17,1,50116269,Други (Електроника),Ф3.0 21L2K1T30 P08,,11.0,0.0,14.0,0.0,Y,0.0,L,0.0,L,в 12:42 през “Складове и Стоки”,
5372,18,1,50116269,ЛД,Ф5.5 21L2K1T55 P16,1234567,0.0,0.0,3.0,0.0,Y,0.0,L,0.0,L,в 12:43 през “Редактирай Серийни/Партидни №”,
5372,19,1,50116269,ЛД,Ф5.5 21L2K1T55 P16,,2.0,0.0,3.0,0.0,Y,0.0,L,0.0,L,в 12:43 през “Складове и Стоки”,
5372,20,1,48972783,М8,Гайка шест. 8 vZn М8,12345,0.0,0.0,506.0,0.0,Y,0.0,L,0.0,L,в 13:13 през “Редактирай Серийни/Партидни №”,
5372,21,1,48972783,М8,Гайка шест. 8 vZn М8,,506.0,0.0,506.0,0.0,Y,0.0,L,0.0,L,в 13:13 през “Редактирай Серийни/Партидни №”,
5372,22,1,38754417,2.1. Тръби,"Тръба прецизна ф20х1,2",28082025,0.0,0.0,6.0,0.0,Y,0.0,L,0.0,L,в 10:20 през “Редактирай Серийни/Партидни №”,
5372,23,1,38754417,2.1. Тръби,"Тръба прецизна ф20х1,2",,0.0,0.0,6.0,0.0,Y,0.0,L,0.0,L,в 10:20 през “Складове и Стоки”,
5372,24,1,37585235,Газ анализ - Сензори,Анализатор на общозапалими вещества Sirius 8866,E240801-6,0.0,0.0,1.0,0.0,Y,2987.88,L,2987.88,L,в 13:44 през “Редактирай Серийни/Партидни №”,
5553,0,1,38754417,2.1. Тръби,"Тръба безшевна 316L 6x1,0",28082025/1,0.0,0.0,3.0,0.0,Y,9.88,L,9.88,L,в 10:20 през “Редактирай Серийни/Партидни №”,
5553,1,1,38754417,2.1. Тръби,"Тръба безшевна 316L 6x1,0",,0.0,0.0,3.0,0.0,Y,9.88,L,9.88,L,в 10:20 през “Складове и Стоки”,
5553,2,1,38754417,2.1. Тръби,"Тръба шевна 304L (21,3x2) 1/2``",28082025/2,0.0,0.0,7.0,0.0,Y,11.19,L,11.19,L,в 10:21 през “Редактирай Серийни/Партидни №”,
5553,3,1,38754417,2.1. Тръби,"Тръба шевна 304L (21,3x2) 1/2``",,0.0,0.0,7.0,0.0,Y,11.19,L,11.19,L,в 10:21 през “Складове и Стоки”,
5553,4,1,38754417,2.1. Тръби,"Тръба шевна 304L (33,7x2) 1``",28082025/3,0.0,0.0,12.0,0.0,Y,22.58,L,22.58,L,в 10:22 през “Редактирай Серийни/Партидни №”,
5553,5,1,38754417,2.1. Тръби,"Тръба шевна 304L (33,7x2) 1``",,0.0,0.0,12.0,0.0,Y,22.58,L,22.58,L,в 10:22 през “Складове и Стоки”,
5553,6,1,38754417,2.1. Тръби,"Тръба шевна 304L (48,3х2) 1 1/2``",28082025/4,0.0,0.0,9.0,0.0,Y,29.16,L,29.16,L,в 10:22 през “Редактирай Серийни/Партидни №”,
5553,7,1,38754417,2.1. Тръби,"Тръба шевна 304L (48,3х2) 1 1/2``",,0.0,0.0,9.0,0.0,Y,29.16,L,29.16,L,в 10:22 през “Складове и Стоки”,
5553,8,1,38754417,2.1. Тръби,"Тръба шевна 304L (60,3х2) 2``",28082025/5,0.0,0.0,4.0,0.0,Y,23.59,L,23.59,L,в 10:22 през “Редактирай Серийни/Партидни №”,
5553,9,1,38754417,2.1. Тръби,"Тръба шевна 304L (60,3х2) 2``",,0.0,0.0,4.0,0.0,Y,23.59,L,23.59,L,в 10:23 през “Складове и Стоки”,
5553,10,1,38754417,2.1. Тръби,"Тръба шевна 304L (168,3х2) 6``",28082025/6,0.0,0.0,1.7,0.0,Y,65.8,L,65.8,L,в 10:25 през “Редактирай Серийни/Партидни №”,
5553,11,1,38754417,2.1. Тръби,"Тръба шевна 304L (219,1х2) 8“",,0.0,0.0,0.0,0.0,Y,106.78,L,106.78,L,в 10:24 през “Складове и Стоки”,
5553,12,1,38754417,2.1. Тръби,"Тръба шевна 304L (168,3х2) 6``",,0.0,0.0,1.7,0.0,Y,65.8,L,65.8,L,в 10:25 през “Складове и Стоки”,
5553,13,1,38754417,2.1. Тръби,"Тръба шевна 304L (114,3х2) 4``",28082025/7,0.0,0.0,3.0,0.0,Y,61.1,L,61.1,L,в 10:25 през “Редактирай Серийни/Партидни №”,
5553,14,1,38754417,2.1. Тръби,"Тръба шевна 304L (114,3х2) 4``",,0.0,0.0,3.0,0.0,Y,61.1,L,61.1,L,в 10:25 през “Складове и Стоки”,
5553,15,1,38754417,2.1. Тръби,Тръба оребрена 25х2,28082025/8,0.0,0.0,220.0,0.0,Y,94.15,L,94.15,L,в 10:26 през “Редактирай Серийни/Партидни №”,
5553,16,1,38754417,2.1. Тръби,Тръба оребрена 25х2,,0.0,0.0,220.0,0.0,Y,94.15,L,94.15,L,в 10:26 през “Складове и Стоки”,
5553,17,1,38754417,2.1. Тръби,"Тръба шевна 304L (323,9х3) 12``",28082025/9,0.0,0.0,3.0,0.0,Y,0.0,L,0.0,L,в 10:26 през “Редактирай Серийни/Партидни №”,
5553,18,1,38754417,2.1. Тръби,"Тръба шевна 304L (323,9х3) 12``",,0.0,0.0,3.0,0.0,Y,0.0,L,0.0,L,в 10:26 през “Складове и Стоки”,
